"COMMON.NAME","SCIENTIFIC.NAME","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km"
"Fulvous Whistling-Duck","Dendrocygna bicolor","","","",NA,NA,NA,NA,NA,NA
"Lesser Whistling-Duck","Dendrocygna javanica","","","X",36,0.0555555555555556,0.267361111111111,0.611111111111111,6.08333333333333,1.25762121129977
"Bar-headed Goose","Anser indicus","","","X",12,0.0833333333333333,0.236111111111111,0.25,6.83333333333333,2.85291911465213
"Graylag Goose","Anser anser","","","X",2,0.5,NA,NA,3.5,0.98
"Greater White-fronted Goose","Anser albifrons","","","",NA,NA,NA,NA,NA,NA
"Lesser White-fronted Goose","Anser erythropus","","","",NA,NA,NA,NA,NA,NA
"Taiga Bean-Goose","Anser fabalis","","","",NA,NA,NA,NA,NA,NA
"Tundra Bean-Goose","Anser serrirostris","","","",NA,NA,NA,NA,NA,NA
"Red-breasted Goose","Branta ruficollis","","","",NA,NA,NA,NA,NA,NA
"Mute Swan","Cygnus olor","","","",NA,NA,NA,NA,NA,NA
"Tundra Swan","Cygnus columbianus","","","",NA,NA,NA,NA,NA,NA
"Whooper Swan","Cygnus cygnus","","","",NA,NA,NA,NA,NA,NA
"Knob-billed Duck","Sarkidiornis melanotos","","","X",3,NA,0.444444444444444,0.333333333333333,11,5.1856725696866
"Ruddy Shelduck","Tadorna ferruginea","","","X",22,NA,0.272727272727273,0.363636363636364,5.95454545454545,1.85304603675275
"Common Shelduck","Tadorna tadorna","","","",NA,NA,NA,NA,NA,NA
"Cotton Pygmy-Goose","Nettapus coromandelianus","","","X",24,NA,0.239583333333333,0.541666666666667,6.125,1.76302328032177
"Mandarin Duck","Aix galericulata","","","",NA,NA,NA,NA,NA,NA
"Baikal Teal","Sibirionetta formosa","","","",NA,NA,NA,NA,NA,NA
"Garganey","Spatula querquedula","","","X",5,NA,0.333333333333333,0.6,4.2,0.733364847807693
"Northern Shoveler","Spatula clypeata","","","X",11,0.0909090909090909,0.220779220779221,0.363636363636364,8.54545454545454,2.83863265885194
"Gadwall","Mareca strepera","","","X",21,NA,0.244047619047619,0.380952380952381,6.85714285714286,1.80594573561888
"Falcated Duck","Mareca falcata","","","",NA,NA,NA,NA,NA,NA
"Eurasian Wigeon","Mareca penelope","","","X",13,NA,0.21978021978022,0.307692307692308,7.53846153846154,2.45743054663173
"Indian Spot-billed Duck","Anas poecilorhyncha","","","X",3,NA,0.5,NA,10.3333333333333,6.43458709717346
"Eastern Spot-billed Duck","Anas zonorhyncha","","","",NA,NA,NA,NA,NA,NA
"Mallard","Anas platyrhynchos","","","X",NA,NA,NA,NA,NA,NA
"Northern Pintail","Anas acuta","","","X",18,0.0555555555555556,0.194444444444444,0.166666666666667,6.88888888888889,2.06534612389164
"Green-winged Teal","Anas crecca","","","X",5,0.2,0.24,0.2,5.4,2.20009454342308
"Andaman Teal","Anas albogularis","","","",NA,NA,NA,NA,NA,NA
"Marbled Teal","Marmaronetta angustirostris","","","",NA,NA,NA,NA,NA,NA
"Pink-headed Duck","Rhodonessa caryophyllacea","","","",NA,NA,NA,NA,NA,NA
"White-winged Duck","Asarcornis scutulata","","","",NA,NA,NA,NA,NA,NA
"Red-crested Pochard","Netta rufina","","","X",24,0.0416666666666667,0.291666666666667,0.541666666666667,6.625,1.59951770357754
"Common Pochard","Aythya ferina","","","X",14,NA,0.285714285714286,0.357142857142857,7,2.3336204951501
"Ferruginous Duck","Aythya nyroca","","","X",9,NA,0.2,0.444444444444444,6.66666666666667,3.06440496308464
"Baer's Pochard","Aythya baeri","","","",NA,NA,NA,NA,NA,NA
"Tufted Duck","Aythya fuligula","","","X",21,0.0952380952380952,0.224489795918367,0.380952380952381,6.71428571428571,1.85519810262947
"Greater Scaup","Aythya marila","","","",NA,NA,NA,NA,NA,NA
"Long-tailed Duck","Clangula hyemalis","","","",NA,NA,NA,NA,NA,NA
"Common Goldeneye","Bucephala clangula","","","",NA,NA,NA,NA,NA,NA
"Smew","Mergellus albellus","","","",NA,NA,NA,NA,NA,NA
"Common Merganser","Mergus merganser","","","",NA,NA,NA,NA,NA,NA
"Red-breasted Merganser","Mergus serrator","","","",NA,NA,NA,NA,NA,NA
"White-headed Duck","Oxyura leucocephala","","","",NA,NA,NA,NA,NA,NA
"Nicobar Megapode","Megapodius nicobariensis","","","",NA,NA,NA,NA,NA,NA
"Hill Partridge","Arborophila torqueola","","","",NA,NA,NA,NA,NA,NA
