"eBird.English.Name.2024","eBird.Scientific.Name.2024","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","proj2025.lci","proj2025.mean","proj2025.rci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","rangelci","rangemean","rangerci","SoIB.Latest.Long.Term.Status","SoIB.Latest.Current.Status","SoIB.Latest.Range.Status","SoIB.Latest.Priority.Status","SoIB.Major.Update.Long.Term.Status","SoIB.Major.Update.Current.Status","SoIB.Major.Update.Range.Status","SoIB.Major.Update.Priority.Status"
"Himalayan Quail","Ophrysia superciliosa","himqua1","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","Yes","Yes","Yes","Western Himalayas","Grassland","Uncertain",NA,NA,NA,"Himalayan Quail","Ophrysia superciliosa","Himalayan Quail","Ophrysia superciliosa","Critically Endangered","Schedule-I","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",NA,NA,NA,NA
"Greater Flamingo","Phoenicopterus roseus","grefla3","Phoenicopteriformes","Phoenicopteridae (Flamingos)",NA,NA,NA,NA,"24 hour","24 hour","Omnivore","No","No","No","Non-endemic","Wetland","Within-India Migrant",NA,NA,NA,"Greater Flamingo","Phoenicopterus roseus","Greater Flamingo","Phoenicopterus roseus","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",NA,NA,NA,NA
"Lesser Flamingo","Phoeniconaias minor","lesfla1","Phoenicopteriformes","Phoenicopteridae (Flamingos)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Within-India Migrant",NA,NA,NA,"Lesser Flamingo","Phoeniconaias minor","Lesser Flamingo","Phoeniconaias minor","Near Threatened","Schedule-II","","Appendix II",3900,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"Little Grebe","Tachybaptus ruficollis","litgre1","Podicipediformes","Podicipedidae (Grebes)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Little Grebe","Tachybaptus ruficollis","Little Grebe","Tachybaptus ruficollis","Least Concern","Schedule-II","","",10000,"","","X",3,NA,0.5,0.666666666666667,13.6666666666667,1.72855752322887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7889,7973,8057,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Horned Grebe","Podiceps auritus","horgre","Podicipediformes","Podicipedidae (Grebes)",NA,NA,NA,NA,"Diurnal","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Uncertain",NA,1,NA,"Horned Grebe","Podiceps auritus","Horned Grebe","Podiceps auritus","Vulnerable","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red-necked Grebe","Podiceps grisegena","rengre","Podicipediformes","Podicipedidae (Grebes)",NA,NA,NA,NA,"24 hour","24 hour","Omnivore","No","No","No","Non-endemic","Wetland","Uncertain",NA,1,NA,"Red-necked Grebe","Podiceps grisegena","Red-necked Grebe","Podiceps grisegena","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Great Crested Grebe","Podiceps cristatus","grcgre1","Podicipediformes","Podicipedidae (Grebes)",NA,NA,NA,NA,"Diurnal","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident & Winter Migrant",NA,NA,NA,"Great Crested Grebe","Podiceps cristatus","Great Crested Grebe","Podiceps cristatus","Least Concern","Schedule-II","","",250,"","","X",2,0.5,0.5,NA,14.5,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2656,2726,2796,"Insufficient Data","Insufficient Data",NA,"Moderate","Insufficient Data","Insufficient Data",NA,"Low"
"Eared Grebe","Podiceps nigricollis","eargre","Podicipediformes","Podicipedidae (Grebes)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Black-necked Grebe","Podiceps nigricollis","Black-necked Grebe","Podiceps nigricollis","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rock Pigeon","Columba livia","rocpig","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Rock Pigeon","Columba livia","Rock Dove","Columba livia","Least Concern","Not scheduled","","",NA,"","","X",18,0.0555555555555556,0.243055555555556,0.388888888888889,8.38888888888889,2.52607313060161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15015,15057,15099,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Hill Pigeon","Columba rupestris","hilpig1","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Alpine & Cold Desert","Resident",NA,NA,NA,"Hill Pigeon","Columba rupestris","Hill Pigeon","Columba rupestris","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",NA,NA,NA,NA
"Snow Pigeon","Columba leuconota","snopig1","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Alpine & Cold Desert","Resident & Altitudinal Migrant",NA,NA,NA,"Snow Pigeon","Columba leuconota","Snow Pigeon","Columba leuconota","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",NA,NA,NA,NA
"Yellow-eyed Pigeon","Columba eversmanni","pabpig1","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Open Habitat","Winter Migrant",1,NA,NA,"Yellow-eyed Pigeon","Columba eversmanni","Yellow-eyed Pigeon","Columba eversmanni","Vulnerable","Schedule-I","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",NA,NA,NA,NA
"Common Wood-Pigeon","Columba palumbus","cowpig1","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Non-specialized","Local Migrant & Winter Migrant",1,NA,NA,"Common Wood-Pigeon","Columba palumbus","Common Woodpigeon","Columba palumbus","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"Speckled Wood-Pigeon","Columba hodgsonii","spwpig1","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Speckled Wood-Pigeon","Columba hodgsonii","Speckled Woodpigeon","Columba hodgsonii","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",NA,NA,NA,NA
"Ashy Wood-Pigeon","Columba pulchricollis","aswpig1","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",1,NA,NA,"Ashy Wood-Pigeon","Columba pulchricollis","Ashy Woodpigeon","Columba pulchricollis","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",NA,NA,NA,NA
"Nilgiri Wood-Pigeon","Columba elphinstonii","niwpig1","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","Yes","Yes","No","Western Ghats","Forest","Resident & Local Migrant",NA,NA,NA,"Nilgiri Wood-Pigeon","Columba elphinstonii","Nilgiri Woodpigeon","Columba elphinstonii","Least Concern","Schedule-I","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"Pale-capped Pigeon","Columba punicea","pacpig1","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Forest & Plantation","Resident",1,NA,NA,"Pale-capped Pigeon","Columba punicea","Pale-capped Pigeon","Columba punicea","Vulnerable","Schedule-I","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",NA,NA,NA,NA
"Andaman Wood-Pigeon","Columba palumboides","anwpig1","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","Yes","Yes","No","Andaman and Nicobar Islands","Forest","Resident",NA,NA,1,"Andaman Wood-Pigeon","Columba palumboides","Andaman Woodpigeon","Columba palumboides","Near Threatened","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"European Turtle-Dove","Streptopelia turtur","eutdov","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Non-specialized","Uncertain",NA,1,NA,"European Turtle-Dove","Streptopelia turtur","European Turtle-dove","Streptopelia turtur","Vulnerable","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oriental Turtle-Dove","Streptopelia orientalis","ortdov","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Non-specialized","Within-India Migrant",NA,NA,NA,"Oriental Turtle-Dove","Streptopelia orientalis","Oriental Turtle-dove","Streptopelia orientalis","Least Concern","Schedule-II","","",NA,"","","X",35,0.0857142857142857,0.303571428571429,0.257142857142857,6.77142857142857,1.56652872150309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21700,21773,21846,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Collared-Dove","Streptopelia decaocto","eucdov","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Eurasian Collared-Dove","Streptopelia decaocto","Eurasian Collared-dove","Streptopelia decaocto","Least Concern","Schedule-II","","",NA,"","","X",3,NA,0.333333333333333,0.333333333333333,8.66666666666667,5.69562795289315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4126,4175,4224,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Red Collared-Dove","Streptopelia tranquebarica","recdov1","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Non-specialized","Resident & Local Migrant",NA,NA,NA,"Red Collared-Dove","Streptopelia tranquebarica","Red Collared-dove","Streptopelia tranquebarica","Least Concern","Schedule-II","","",NA,"","","X",4,NA,0.3125,0.25,8.75,7.69055481310246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8820,8890,8960,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Spotted Dove","Spilopelia chinensis","spodov","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Spotted Dove","Spilopelia chinensis","Eastern Spotted Dove","Spilopelia chinensis","Least Concern","Schedule-II","","",NA,"","","X",39,0.0256410256410256,0.307692307692308,0.512820512820513,6.02564102564103,1.51801683109391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25050,25064,25078,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Laughing Dove","Spilopelia senegalensis","laudov1","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Laughing Dove","Spilopelia senegalensis","Laughing Dove","Spilopelia senegalensis","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",NA,NA,NA,NA
"Barred Cuckoo-Dove","Macropygia unchall","bacdov1","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Barred Cuckoo-Dove","Macropygia unchall","Barred Cuckoo-Dove","Macropygia unchall","Least Concern","Schedule-II","","",NA,"","","X",10,0.1,0.28,0.3,11.4,2.88059993751302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13055,13263,13471,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Andaman Cuckoo-Dove","Macropygia rufipennis","ancdov1","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","Yes","Yes","No","Andaman and Nicobar Islands","Forest","Resident",NA,NA,1,"Andaman Cuckoo-Dove","Macropygia rufipennis","Andaman Cuckoo-Dove","Macropygia rufipennis","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"Namaqua Dove","Oena capensis","namdov1","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Open Habitat","Winter Migrant",NA,NA,NA,"Namaqua Dove","Oena capensis","Namaqua Dove","Oena capensis","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asian Emerald Dove","Chalcophaps indica","emedov2","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Asian Emerald Dove","Chalcophaps indica","Grey-capped Emerald Dove","Chalcophaps indica","Least Concern","Schedule-II","","",NA,"","","X",24,0.0416666666666667,0.203125,0.416666666666667,7.04166666666667,2.04166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19790,19884,19978,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Nicobar Pigeon","Caloenas nicobarica","nicpig1","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident",1,NA,1,"Nicobar Pigeon","Caloenas nicobarica","Nicobar Pigeon","Caloenas nicobarica","Near Threatened","Schedule-I","Appendix I","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"Orange-breasted Green-Pigeon","Treron bicinctus","orbpig1","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Forest & Plantation","Local Migrant",NA,NA,NA,"Orange-breasted Green-Pigeon","Treron bicinctus","Orange-breasted Green-pigeon","Treron bicinctus","Least Concern","Schedule-II","","",NA,"","","X",2,NA,0.5,0.5,16.5,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2136,2271,2406,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Moderate"
"Gray-fronted Green-Pigeon","Treron affinis","pomgrp2","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","Yes","Yes","No","Western Ghats","Forest","Resident",NA,NA,NA,"Grey-fronted Green-Pigeon","Treron affinis","Grey-fronted Green-pigeon","Treron affinis","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",NA,NA,NA,NA
"Andaman Green-Pigeon","Treron chloropterus","pomgrp4","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","No","No","No","Andaman and Nicobar Islands","Forest","Resident",NA,NA,1,"Andaman Green-Pigeon","Treron chloropterus","Andaman Green-pigeon","Treron chloropterus","Near Threatened","Schedule-I","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"Ashy-headed Green-Pigeon","Treron phayrei","pomgrp5","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Ashy-headed Green-Pigeon","Treron phayrei","Ashy-headed Green-pigeon","Treron phayrei","Near Threatened","Schedule-II","","",NA,"","","X",8,NA,0.53125,0.875,10.125,3.89256021148036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6322,6322,6322,"Insufficient Data","Insufficient Data",NA,"Moderate","Insufficient Data","Insufficient Data",NA,"Moderate"
"Thick-billed Green-Pigeon","Treron curvirostra","thbpig1","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Thick-billed Green-Pigeon","Treron curvirostra","Thick-billed Green-pigeon","Treron curvirostra","Least Concern","Schedule-II","","",NA,"","","X",7,NA,0.428571428571429,0.714285714285714,10.2857142857143,3.86629883307882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10170,10368,10566,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Yellow-footed Green-Pigeon","Treron phoenicopterus","yefpig1","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Yellow-footed Green-Pigeon","Treron phoenicopterus","Yellow-footed Green-pigeon","Treron phoenicopterus","Least Concern","Schedule-II","","",NA,"","","X",7,NA,0.357142857142857,0.285714285714286,10.2857142857143,3.79466291871448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11226,11269,11312,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Pin-tailed Green-Pigeon","Treron apicauda","pitpig1","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Pin-tailed Green-Pigeon","Treron apicauda","Pin-tailed Green-pigeon","Treron apicauda","Least Concern","Schedule-II","","",NA,"","","X",2,NA,0.5,0.5,16.5,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5775,5949,6123,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Wedge-tailed Green-Pigeon","Treron sphenurus","wetpig1","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Wedge-tailed Green-Pigeon","Treron sphenurus","Wedge-tailed Green-pigeon","Treron sphenurus","Least Concern","Schedule-II","","",NA,"","","X",12,NA,0.166666666666667,0.25,9.33333333333333,3.22181327951835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12010,12162,12314,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Green Imperial-Pigeon","Ducula aenea","gripig1","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Green Imperial-Pigeon","Ducula aenea","Green Imperial-pigeon","Ducula aenea","Near Threatened","Schedule-II","","",NA,"","","X",9,NA,0.305555555555556,0.333333333333333,9.33333333333333,3.41050012624411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7363,7468,7573,"Insufficient Data","Insufficient Data",NA,"Moderate","Insufficient Data","Insufficient Data",NA,"Moderate"
"Nicobar Imperial-Pigeon","Ducula nicobarica","grnimp2","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","Yes","Yes","No","Nicobar Islands","Forest","Resident",NA,NA,1,"Nicobar Imperial-Pigeon","Ducula nicobarica","Nicobar Imperial-pigeon","Ducula nicobarica","Near Threatened","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
