"eBird.English.Name.2025","eBird.Scientific.Name.2025","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Avilist.English.Name","Avilist.Scientific.Name","Avibase.ID","Selected.NRL","Generation.Length","No.of.Subspecies","Percent.of.Global.Range","India.Checklist.Sortorder","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","proj2032.lci","proj2032.mean","proj2032.rci","proj2033.lci","proj2033.mean","proj2033.rci","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","rangelci","rangemean","rangerci","SoIB.Latest.Long.Term.Status","SoIB.Latest.Current.Status","SoIB.Latest.Range.Status","SoIB.Latest.Priority.Status","SoIB.Major.Update.Long.Term.Status","SoIB.Major.Update.Current.Status","SoIB.Major.Update.Range.Status","SoIB.Major.Update.Priority.Status"
"Ashy Bulbul","Hemixos flavala","ashbul1","Passeriformes","Pycnonotidae (Bulbuls)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest & Plantation","Resident",NA,NA,NA,"Ashy Bulbul","Hemixos flavala","Ashy Bulbul","Hemixos flavala","Least Concern","Schedule-II","","",NA,"Ashy Bulbul","Hemixos flavala","avibase-32E65FB3",1,3.69,1,0.185003526,828,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",NA,NA,NA,NA
"Yellow-browed Bulbul","Acritillas indica","yebbul3","Passeriformes","Pycnonotidae (Bulbuls)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","Yes","No","Western Ghats & Sri Lanka","Forest & Plantation","Resident",NA,NA,NA,"Yellow-browed Bulbul","Acritillas indica","Yellow-browed Bulbul","Acritillas indica","Least Concern","Schedule-II","","",NA,"Yellow-browed Bulbul","Acritillas indica","avibase-36D71C61",1,3.55,2,0.700832658,829,"","X","X",79,0.379746835443038,0.770569620253165,0.79746835443038,18.8227848101266,1.7735692352317,86.7200705980706,94.3190024149636,102.534697757225,84.6290999831742,93.1805362725258,102.527110763944,82.6049640996667,92.081505380814,102.562196676222,80.6319795621408,90.9851338803522,102.615534978324,78.6657160706599,89.9276334717837,102.717071455321,76.7206776691085,88.8589481283174,102.818806640381,74.815640057993,87.8015728262018,102.962946660161,72.9757386588005,86.7570607690996,103.076649632556,NA,NA,NA,-2.56339245922799,-1.19333800064199,0.176716457944008,43779,43779,43779,"Insufficient Data","Stable",NA,"Moderate","Insufficient Data","Stable",NA,"Low"
"Mountain Bulbul","Ixos mcclellandii","moubul2","Passeriformes","Pycnonotidae (Bulbuls)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Mountain Bulbul","Ixos mcclellandii","Mountain Bulbul","Ixos mcclellandii","Least Concern","Schedule-II","","",NA,"Mountain Bulbul","Ixos mcclellandii","avibase-473131CC",1,3.61,1,0.06914633,830,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",NA,NA,NA,NA
"Nicobar Bulbul","Hypsipetes nicobariensis","nicbul2","Passeriformes","Pycnonotidae (Bulbuls)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","Yes","Yes","No","Nicobar Islands","Forest & Plantation","Resident",NA,NA,1,"Nicobar Bulbul","Hypsipetes nicobariensis","Nicobar Bulbul","Ixos nicobariensis","Near Threatened","Schedule-II","","",NA,"Nicobar Bulbul","Hypsipetes nicobariensis","avibase-0D2A9574",1,4.32,1,1,831,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",NA,NA,NA,NA
"Black Bulbul","Hypsipetes leucocephalus","blabul1","Passeriformes","Pycnonotidae (Bulbuls)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Forest & Plantation","Resident & Altitudinal Migrant",NA,NA,NA,"Black Bulbul","Hypsipetes leucocephalus","Black Bulbul","Hypsipetes leucocephalus","Least Concern","Schedule-II","","",NA,"Black Bulbul","Hypsipetes leucocephalus","avibase-B76214D7",1,3.8,3,0.095197011,832,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",NA,NA,NA,NA
"Square-tailed Bulbul","Hypsipetes ganeesa","sqtbul1","Passeriformes","Pycnonotidae (Bulbuls)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","No","Yes","No","Western Ghats & Sri Lanka","Forest & Plantation","Local Migrant",NA,NA,NA,"Square-tailed Bulbul","Hypsipetes ganeesa","Square-tailed Bulbul","Hypsipetes ganeesa","Least Concern","Schedule-II","","",NA,"Square-tailed Bulbul","Hypsipetes ganeesa","avibase-4E74E6CC",1,3.72,1,0.822020592,833,"","","X",48,0.229166666666667,0.536458333333333,0.6875,17.6875,2.34970834352806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23452,23456,23460,"Insufficient Data","Insufficient Data",NA,"Moderate","Insufficient Data","Insufficient Data",NA,"Moderate"
"Gray-headed Bulbul","Microtarsus priocephalus","gyhbul1","Passeriformes","Pycnonotidae (Bulbuls)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","Yes","Yes","No","Western Ghats","Forest","Resident",NA,NA,NA,"Grey-headed Bulbul","Microtarsus priocephalus","Grey-headed Bulbul","Brachypodius priocephalus","Least Concern","Schedule-II","","",NA,"Grey-headed Bulbul","Microtarsus priocephalus","avibase-D370538F",1,4.74,1,1,834,"","","X",65,0.123076923076923,0.463461538461538,0.569230769230769,18.4461538461538,2.00887624095644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35227,35233,35239,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Moderate"
"Black-headed Bulbul","Microtarsus melanocephalos","blhbul1","Passeriformes","Pycnonotidae (Bulbuls)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Forest & Plantation","Resident",NA,NA,NA,"Black-headed Bulbul","Microtarsus melanocephalos","Black-headed Bulbul","Brachypodius atriceps","Least Concern","Schedule-II","","",NA,"Black-headed Bulbul","Microtarsus melanocephalos","avibase-C72EC8C8",1,4.13,1,0.042843004,835,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andaman Bulbul","Microtarsus fuscoflavescens","andbul1","Passeriformes","Pycnonotidae (Bulbuls)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","Yes","Yes","No","Andaman Islands","Forest","Resident",NA,NA,1,"Andaman Bulbul","Microtarsus fuscoflavescens","Andaman Bulbul","Brachypodius fuscoflavescens","Least Concern","Schedule-II","","",NA,"Andaman Bulbul","Microtarsus fuscoflavescens","avibase-78E73320",1,4.16,1,1,836,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",NA,NA,NA,NA
"Black-crested Bulbul","Rubigula flaviventris","blcbul2","Passeriformes","Pycnonotidae (Bulbuls)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Forest & Plantation","Resident",NA,NA,NA,"Black-crested Bulbul","Rubigula flaviventris","Black-crested Bulbul","Rubigula flaviventris","Least Concern","Schedule-II","","",NA,"Black-crested Bulbul","Rubigula flaviventris","avibase-F517B7FD",1,3.97,1,0.150789248,837,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"Flame-throated Bulbul","Rubigula gularis","bkcbul1","Passeriformes","Pycnonotidae (Bulbuls)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","Yes","Yes","No","Western Ghats","Forest","Resident",NA,NA,NA,"Flame-throated Bulbul","Rubigula gularis","Flame-throated Bulbul","Rubigula gularis","Least Concern","Schedule-II","","",NA,"Flame-throated Bulbul","Rubigula gularis","avibase-442951D4",1,3.95,1,1,838,"","X","X",67,0.313432835820896,0.688432835820896,0.746268656716418,19.1044776119403,1.81795149597288,81.9068865646136,94.3353154838628,108.513324542022,78.8743434912178,92.7675813365746,108.941296544105,75.9307270848519,91.2031978257994,109.378642284116,73.1113063213727,89.666717496096,109.816934170656,70.4037845812729,88.167123806407,110.269842046732,67.7413300417287,86.6905755336006,110.799773272333,65.1739044727854,85.2246800308257,111.356363291881,62.7036532089301,83.7258676092514,111.967793669882,NA,NA,NA,-4.20894845040276,-1.77150060378241,0.665947242837939,38623,38624,38625,"Insufficient Data","Stable",NA,"Moderate","Insufficient Data","Trend Inconclusive",NA,"Low"
"Crested Finchbill","Spizixos canifrons","crefin1","Passeriformes","Pycnonotidae (Bulbuls)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Crested Finchbill","Spizixos canifrons","Crested Finchbill","Spizixos canifrons","Least Concern","Schedule-II","","",NA,"Crested Finchbill","Spizixos canifrons","avibase-10F913B3",1,3.92,1,0.135014847,839,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"White-browed Bulbul","Pycnonotus luteolus","whbbul2","Passeriformes","Pycnonotidae (Bulbuls)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident",NA,NA,NA,"White-browed Bulbul","Pycnonotus luteolus","White-browed Bulbul","Pycnonotus luteolus","Least Concern","Schedule-II","","",NA,"White-browed Bulbul","Pycnonotus luteolus","avibase-587EC0C3",1,4.12,1,0.953680873,840,"","X","X",80,0.2125,0.603125,0.6125,19.5875,1.60981116806768,105.450978112844,126.494783489687,151.289203242018,104.254430659478,128.322837723061,157.666905324705,103.003218506352,130.286900738734,164.282699411802,101.637885104865,132.146175083384,171.354580136897,100.380311323328,134.008947585514,178.720621595539,99.1102329287607,136.011468953965,186.625158500404,97.7435011367941,138.027631335333,194.861127239248,96.4138726618346,140.075032573711,203.504380924176,NA,NA,NA,-1.8416896859764,1.64524457399277,5.13217883396195,36499,36499,36499,"Insufficient Data","Trend Inconclusive",NA,"Low","Insufficient Data","Trend Inconclusive",NA,"Low"
"Flavescent Bulbul","Pycnonotus flavescens","flabul1","Passeriformes","Pycnonotidae (Bulbuls)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Non-specialized","Resident",1,NA,NA,"Flavescent Bulbul","Pycnonotus flavescens","Flavescent Bulbul","Pycnonotus flavescens","Least Concern","Schedule-II","","",NA,"Flavescent Bulbul","Pycnonotus flavescens","avibase-9F6CB52D",1,3.56,1,0.102959416,841,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",NA,NA,NA,NA
"Yellow-throated Bulbul","Pycnonotus xantholaemus","yetbul1","Passeriformes","Pycnonotidae (Bulbuls)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","Yes","Yes","No","Southern Deccan Plateau","Forest","Resident",NA,NA,NA,"Yellow-throated Bulbul","Pycnonotus xantholaemus","Yellow-throated Bulbul","Pycnonotus xantholaemus","Least Concern","Schedule-II","","",NA,"Yellow-throated Bulbul","Pycnonotus xantholaemus","avibase-12D2FAB5",1,3.88,1,1,842,"","X","X",8,NA,0.3125,0.5,17.375,5.94886753928847,54.9889295101759,92.9651643260276,157.697254519645,53.0632489394654,96.508568711067,176.693066581203,51.0669862148842,100.363183609274,198.69056515886,48.9408610963693,104.892015177588,223.885500539331,46.9047873399447,108.971764752676,253.201114778581,45.0989002887135,113.197485832221,284.234232421445,43.3155459403031,117.906769535852,320.359192376791,41.4739002615488,122.649636046349,361.094202952851,NA,NA,NA,-3.80789128258392,3.80650198052333,11.4208952436306,3678,3679,3680,"Insufficient Data","Trend Inconclusive",NA,"Low","Insufficient Data","Insufficient Data",NA,"Moderate"
"Red-whiskered Bulbul","Pycnonotus jocosus","rewbul","Passeriformes","Pycnonotidae (Bulbuls)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Red-whiskered Bulbul","Pycnonotus jocosus","Red-whiskered Bulbul","Pycnonotus jocosus","Least Concern","Schedule-II","","",NA,"Red-whiskered Bulbul","Pycnonotus jocosus","avibase-F9E37510",1,5.3,6,0.399190255,843,"X","X","X",96,0.458333333333333,0.916666666666667,0.96875,17.5729166666667,1.72442894130524,97.0173272110096,100.183676717031,103.468478950024,96.3729983893325,99.9947811491574,103.76938375879,95.7407650194534,99.8098556194562,104.061441327196,95.0978569518124,99.6121027363238,104.367677244166,94.4474013206004,99.4276761099564,104.709532485738,93.8041810730492,99.2355491424198,105.039512932881,93.1584907664407,99.055308148572,105.366095484041,92.4980003844468,98.8533433662299,105.71588586539,11.973404411049,24.514592442317,38.536894940024,-0.903678119793286,-0.239868012686897,0.423942094419493,50528,50528,50528,"Trend Inconclusive","Stable",NA,"Low","Stable","Rapid Increase",NA,"Low"
"Red-vented Bulbul","Pycnonotus cafer","revbul","Passeriformes","Pycnonotidae (Bulbuls)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Red-vented Bulbul","Pycnonotus cafer","Red-vented Bulbul","Pycnonotus cafer","Least Concern","Schedule-II","","",NA,"Red-vented Bulbul","Pycnonotus cafer","avibase-95F3F185",1,3.82,6,0.704605822,844,"","X","X",94,0.404255319148936,0.894946808510638,0.914893617021277,17.8829787234043,1.70531505785461,100.663374080368,106.550650264971,112.794926169104,100.188170953928,106.860874246496,114.054949823121,99.6442781329537,107.203018949271,115.359829873431,99.0989557468929,107.543744128097,116.671957357058,98.5485878698993,107.846180724216,118.01507589387,97.9989878638147,108.179448871985,119.388634555276,97.4353996203274,108.501746739147,120.793889311784,96.862913614887,108.823888690546,122.252341771485,NA,NA,NA,-0.637396408550491,0.319387725645229,1.27617185984095,49327,49327,49327,"Insufficient Data","Stable",NA,"Low","Insufficient Data","Trend Inconclusive",NA,"Low"
"White-eared Bulbul","Pycnonotus leucotis","whebul1","Passeriformes","Pycnonotidae (Bulbuls)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"White-eared Bulbul","Pycnonotus leucotis","White-eared Bulbul","Pycnonotus leucotis","Least Concern","Schedule-II","","",NA,"White-eared Bulbul","Pycnonotus leucotis","avibase-4A85D701",1,3.22,1,0.198954883,845,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",NA,NA,NA,NA
"Himalayan Bulbul","Pycnonotus leucogenys","whcbul2","Passeriformes","Pycnonotidae (Bulbuls)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","Yes","Himalayas","Non-specialized","Local Migrant",NA,NA,NA,"Himalayan Bulbul","Pycnonotus leucogenys","Himalayan Bulbul","Pycnonotus leucogenys","Least Concern","Schedule-II","","",NA,"Himalayan Bulbul","Pycnonotus leucogenys","avibase-A1DD797F",1,3.68,1,0.475937053,846,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",NA,NA,NA,NA
"Wood Warbler","Phylloscopus sibilatrix","woowar","Passeriformes","Phylloscopidae (Leaf Warblers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Uncertain",NA,1,NA,"Wood Warbler","Phylloscopus sibilatrix","Wood Warbler","Phylloscopus sibilatrix","Least Concern","Schedule-II","","Appendix II",NA,"Wood Warbler","Phylloscopus sibilatrix","avibase-572C4C7F",NA,2.64,1,NA,847,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ashy-throated Warbler","Phylloscopus maculipennis","astwar2","Passeriformes","Phylloscopidae (Leaf Warblers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Ashy-throated Warbler","Phylloscopus maculipennis","Ashy-throated Warbler","Phylloscopus maculipennis","Least Concern","Schedule-II","","Appendix II",NA,"Ashy-throated Warbler","Phylloscopus maculipennis","avibase-E3DFBF9B",1,2.34,2,0.143314581,848,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"Buff-barred Warbler","Phylloscopus pulcher","bubwar1","Passeriformes","Phylloscopidae (Leaf Warblers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Buff-barred Warbler","Phylloscopus pulcher","Buff-barred Warbler","Phylloscopus pulcher","Least Concern","Schedule-II","","Appendix II",NA,"Buff-barred Warbler","Phylloscopus pulcher","avibase-56F0521E",1,2.62,2,0.118714232,849,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"Yellow-browed Warbler","Phylloscopus inornatus","yebwar3","Passeriformes","Phylloscopidae (Leaf Warblers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Winter Migrant",NA,NA,NA,"Yellow-browed Warbler","Phylloscopus inornatus","Yellow-browed Warbler","Phylloscopus inornatus","Least Concern","Schedule-II","","Appendix II",NA,"Yellow-browed Warbler","Phylloscopus inornatus","avibase-0C120038",1,2.49,1,0.01766668,850,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",NA,NA,NA,NA
"Hume's Warbler","Phylloscopus humei","humwar1","Passeriformes","Phylloscopidae (Leaf Warblers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Hume's Warbler","Phylloscopus humei","Hume's Leaf-warbler","Phylloscopus humei","Least Concern","Schedule-II","","Appendix II",NA,"Hume's Leaf Warbler","Phylloscopus humei","avibase-BC391A83",1,2.48,2,0.359261983,851,"","","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1222,1222,1222,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Brooks's Leaf Warbler","Phylloscopus subviridis","brlwar1","Passeriformes","Phylloscopidae (Leaf Warblers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Winter Migrant",1,NA,NA,"Brooks's Leaf Warbler","Phylloscopus subviridis","Brooks's Leaf-warbler","Phylloscopus subviridis","Least Concern","Schedule-II","","Appendix II",NA,"Brooks's Leaf Warbler","Phylloscopus subviridis","avibase-3827F740",1,2.36,1,0.468015231,852,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"Chinese Leaf Warbler","Phylloscopus yunnanensis","chilew1","Passeriformes","Phylloscopidae (Leaf Warblers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Uncertain",NA,1,NA,"Chinese Leaf Warbler","Phylloscopus yunnanensis","Chinese Leaf-warbler","Phylloscopus yunnanensis","Least Concern","Schedule-II","","Appendix II",NA,"Chinese Leaf Warbler","Phylloscopus yunnanensis","avibase-5A696583",NA,2.47,1,NA,853,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pallas's Leaf Warbler","Phylloscopus proregulus","palwar5","Passeriformes","Phylloscopidae (Leaf Warblers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Uncertain",NA,1,NA,"Pallas's Leaf Warbler","Phylloscopus proregulus","Pallas's Leaf-warbler","Phylloscopus proregulus","Least Concern","Recent addition","","Appendix II",NA,"Pallas's Leaf Warbler","Phylloscopus proregulus","avibase-943E36CA",NA,2.51,1,NA,854,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lemon-rumped Warbler","Phylloscopus chloronotus","parwar1","Passeriformes","Phylloscopidae (Leaf Warblers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Altitudinal Migrant",NA,NA,NA,"Lemon-rumped Warbler","Phylloscopus chloronotus","Lemon-rumped Leaf-warbler","Phylloscopus chloronotus","Least Concern","Schedule-II","","Appendix II",NA,"Lemon-rumped Warbler","Phylloscopus chloronotus","avibase-5D488808",1,2.37,2,0.588806935,855,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"Sichuan Leaf Warbler","Phylloscopus forresti","siclew1","Passeriformes","Phylloscopidae (Leaf Warblers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Altitudinal Migrant",NA,NA,NA,"Sichuan Leaf Warbler","Phylloscopus forresti","Sichuan Leaf-warbler","Phylloscopus forresti","Least Concern","Schedule-II","","Appendix II",NA,"Sichuan Leaf Warbler","Phylloscopus forresti","avibase-75889921",1,2.35,1,NA,856,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tytler's Leaf Warbler","Phylloscopus tytleri","tylwar1","Passeriformes","Phylloscopidae (Leaf Warblers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Within-India Migrant",1,NA,NA,"Tytler's Leaf Warbler","Phylloscopus tytleri","Tytler's Leaf-warbler","Phylloscopus tytleri","Least Concern","Schedule-II","","Appendix II",NA,"Tytler's Leaf Warbler","Phylloscopus tytleri","avibase-EA9942E7",1,2.55,1,0.722825951,857,"","","X",15,NA,0.208333333333333,0.2,20.2666666666667,3.27114359887249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5506,5506,5506,"Insufficient Data","Insufficient Data",NA,"Moderate","Insufficient Data","Insufficient Data",NA,"Moderate"
