"timegroups","COMMON.NAME","timegroupsf","lci","mean","rci","lci_std","mean_std","rci_std","lci_std_recent","mean_std_recent","rci_std_recent","lci_ext_std","mean_ext_std","rci_ext_std","lci_std_comb","mean_std_comb","rci_std_comb"
1996,"Dark-rumped Swift","before 2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Dark-rumped Swift","2007-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Dark-rumped Swift","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Dark-rumped Swift","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Dark-rumped Swift","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Dark-rumped Swift","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Dark-rumped Swift","2016",1.08952129333707e-11,0.0156207801313571,0.0601873562144158,NA,NA,NA,100,100,100,NA,NA,NA,100,100,100
2017,"Dark-rumped Swift","2017",3.98151901921001e-11,0.0115272260298131,0.0418972663028098,NA,NA,NA,8.20497421491362e-07,73.965757586496,10501684967.258,NA,NA,NA,8.20497421491362e-07,73.965757586496,10501684967.258
2018,"Dark-rumped Swift","2018",4.15421240378574e-12,0.00804525664717221,0.0409801512030268,NA,NA,NA,4.05118877324977e-08,59.7881845566519,4891915346.01371,NA,NA,NA,4.05118877324977e-08,59.7881845566519,4891915346.01371
2019,"Dark-rumped Swift","2019",7.79569403322177e-11,0.0242987697531447,0.0886859026401693,NA,NA,NA,1.6260786551084e-06,158.071964482472,29758923583.051,NA,NA,NA,1.6260786551084e-06,158.071964482472,29758923583.051
2020,"Dark-rumped Swift","2020",0.00630124544025631,0.0320644959748179,0.0911662630710031,NA,NA,NA,41.9620982521227,210.33201087126,89643426192.5218,NA,NA,NA,41.9620982521227,210.33201087126,89643426192.5218
2021,"Dark-rumped Swift","2021",0.00407335009672773,0.0181149823799019,0.0450854226128966,NA,NA,NA,27.1227892382598,117.867194406637,87232797539.6325,NA,NA,NA,27.1227892382598,117.867194406637,87232797539.6325
2022,"Dark-rumped Swift","2022",0.00373319161296201,0.0133509453458951,0.0323049282543699,NA,NA,NA,19.3982667085391,85.5214668744388,60244391493.5822,NA,NA,NA,19.3982667085391,85.5214668744388,60244391493.5822
2023,"Dark-rumped Swift","2023",0.000646560098747183,0.00487939112898193,0.0140195091048812,NA,NA,NA,4.09146625723844,32.5789308800156,8321023668.40498,NA,NA,NA,4.09146625723844,32.5789308800156,8321023668.40498
2024,"Dark-rumped Swift","2024",0.00522542931785526,0.0150856930575944,0.0328458972891503,NA,NA,NA,25.9256643507232,96.9519016145688,62787852093.266,NA,NA,NA,25.9256643507232,96.9519016145688,62787852093.266
2025,"Dark-rumped Swift","2025",0.00641510198235742,0.0185807865538872,0.0390557428205617,NA,NA,NA,31.7304343391625,113.921525983797,54081844977.8339,NA,NA,NA,31.7304343391625,113.921525983797,54081844977.8339
2026,"Dark-rumped Swift","2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7101879804112,171.037102306372,221586.54534256,15.7101879804112,171.037102306372,221586.54534256
2027,"Dark-rumped Swift","2027",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7806430703152,235.626036107172,1004654.39200879,12.7806430703152,235.626036107172,1004654.39200879
2028,"Dark-rumped Swift","2028",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4341939785104,365.826952825727,4583795.94240141,10.4341939785104,365.826952825727,4583795.94240141
2029,"Dark-rumped Swift","2029",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.53729812763305,558.227354481084,21775019.1704912,8.53729812763305,558.227354481084,21775019.1704912
2030,"Dark-rumped Swift","2030",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97446161278492,875.160330234906,98548387.6068442,6.97446161278492,875.160330234906,98548387.6068442
2031,"Dark-rumped Swift","2031",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55867730484923,1368.92942733187,464794247.843429,5.55867730484923,1368.92942733187,464794247.843429
2032,"Dark-rumped Swift","2032",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.51340380759748,2140.02603186861,2181481202.49767,4.51340380759748,2140.02603186861,2181481202.49767
2033,"Dark-rumped Swift","2033",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7080472278505,3387.54263757602,10354420516.0463,3.7080472278505,3387.54263757602,10354420516.0463
NA,"Dark-rumped Swift","2000-2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Black-throated Tit","before 2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Black-throated Tit","2007-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Black-throated Tit","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Black-throated Tit","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Black-throated Tit","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Black-throated Tit","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Black-throated Tit","2016",0.00358293514519878,0.0222971908311348,0.0635286111883923,NA,NA,NA,100,100,100,NA,NA,NA,100,100,100
2017,"Black-throated Tit","2017",0.00600158210647173,0.0242943018330721,0.0622738212802548,NA,NA,NA,34.7034716253204,107.122246679213,566.617027853849,NA,NA,NA,34.7034716253204,107.122246679213,566.617027853849
2018,"Black-throated Tit","2018",0.00384826037150359,0.0207707636888815,0.055890018634074,NA,NA,NA,16.5810530019141,92.9179409345775,553.056257344561,NA,NA,NA,16.5810530019141,92.9179409345775,553.056257344561
2019,"Black-throated Tit","2019",0.00680228065506928,0.0399233826912904,0.103144811016047,NA,NA,NA,36.8941621280637,176.853984837296,1003.67276753302,NA,NA,NA,36.8941621280637,176.853984837296,1003.67276753302
2020,"Black-throated Tit","2020",3.29363465062204e-09,0.0146419071165837,0.040926179420943,NA,NA,NA,2.07482760878342e-05,67.3149932969998,377.371376562851,NA,NA,NA,2.07482760878342e-05,67.3149932969998,377.371376562851
2021,"Black-throated Tit","2021",0.00701312103453341,0.0210511309103602,0.0498189573833185,NA,NA,NA,36.7336106313569,96.107893363242,401.839906391763,NA,NA,NA,36.7336106313569,96.107893363242,401.839906391763
