"COMMON.NAME","SCIENTIFIC.NAME","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km"
"Fulvous Whistling-Duck","Dendrocygna bicolor","","","X",26,0.115384615384615,0.317307692307692,0.5,12.4615384615385,1.96370773563836
"Lesser Whistling-Duck","Dendrocygna javanica","","X","X",104,0.134615384615385,0.465144230769231,0.730769230769231,9.91346153846154,1.01703305480245
"Bar-headed Goose","Anser indicus","","","X",40,0.275,0.353125,0.5,12.375,1.69550457658798
"Graylag Goose","Anser anser","","","X",36,0.194444444444444,0.395833333333333,0.638888888888889,12.7777777777778,1.59673061033329
"Greater White-fronted Goose","Anser albifrons","","","",2,NA,0.666666666666667,NA,14.5,10.78
"Lesser White-fronted Goose","Anser erythropus","","","",2,NA,NA,NA,20,0
"Taiga Bean-Goose","Anser fabalis","","","",NA,NA,NA,NA,NA,NA
"Tundra Bean-Goose","Anser serrirostris","","","",1,NA,NA,NA,14,NA
"Red-breasted Goose","Branta ruficollis","","","",NA,NA,NA,NA,NA,NA
"Mute Swan","Cygnus olor","","","",NA,NA,NA,NA,NA,NA
"Tundra Swan","Cygnus columbianus","","","",NA,NA,NA,NA,NA,NA
"Whooper Swan","Cygnus cygnus","","","",NA,NA,NA,NA,NA,NA
"Knob-billed Duck","Sarkidiornis melanotos","","","X",1,NA,1,NA,19,NA
"Ruddy Shelduck","Tadorna ferruginea","","X","X",77,0.220779220779221,0.36038961038961,0.532467532467532,10.5714285714286,1.24596650672687
"Common Shelduck","Tadorna tadorna","","","",10,0.2,0.342857142857143,0.3,16.3,3.67322105091552
"Cotton Pygmy-Goose","Nettapus coromandelianus","","X","X",59,0.135593220338983,0.338983050847458,0.644067796610169,11.6440677966102,1.31464804940478
"Mandarin Duck","Aix galericulata","","","",NA,NA,NA,NA,NA,NA
"Baikal Teal","Sibirionetta formosa","","","",2,NA,NA,NA,17,5.88
"Garganey","Spatula querquedula","","","X",22,0.136363636363636,0.460227272727273,0.681818181818182,14.4545454545455,2.02151403860187
"Northern Shoveler","Spatula clypeata","","","X",36,0.305555555555556,0.333333333333333,0.527777777777778,13.0833333333333,1.60485167192762
"Gadwall","Mareca strepera","","X","X",61,0.245901639344262,0.344262295081967,0.60655737704918,11.3114754098361,1.37493531743001
"Falcated Duck","Mareca falcata","","","X",15,0.266666666666667,0.291666666666667,0.466666666666667,14.8,2.65867335338511
"Eurasian Wigeon","Mareca penelope","","","X",41,0.24390243902439,0.353658536585366,0.536585365853659,12.0731707317073,1.71987973238616
"Indian Spot-billed Duck","Anas poecilorhyncha","X","X","X",59,0.305084745762712,0.36228813559322,0.576271186440678,11.6949152542373,1.40103808010663
"Eastern Spot-billed Duck","Anas zonorhyncha","","","",7,NA,0.303571428571429,0.285714285714286,17.2857142857143,2.7624144028971
"Mallard","Anas platyrhynchos","","","X",47,0.25531914893617,0.327127659574468,0.531914893617021,12.3191489361702,1.38028482522708
"Northern Pintail","Anas acuta","","","X",41,0.292682926829268,0.314024390243902,0.51219512195122,12.4146341463415,1.6876882378983
"Green-winged Teal","Anas crecca","","","X",56,0.339285714285714,0.330357142857143,0.589285714285714,11.2321428571429,1.49752265121737
"Andaman Teal","Anas albogularis","","","",NA,NA,NA,NA,NA,NA
"Marbled Teal","Marmaronetta angustirostris","","","",NA,NA,NA,NA,NA,NA
"Pink-headed Duck","Rhodonessa caryophyllacea","","","",NA,NA,NA,NA,NA,NA
"White-winged Duck","Asarcornis scutulata","X","X","X",7,0.571428571428571,0.375,0.428571428571429,9,4.44486220258851
"Red-crested Pochard","Netta rufina","","","X",35,0.114285714285714,0.321428571428571,0.457142857142857,12.8571428571429,1.82550299273121
"Common Pochard","Aythya ferina","","","X",33,0.181818181818182,0.393939393939394,0.666666666666667,13.030303030303,1.75117719818146
"Ferruginous Duck","Aythya nyroca","","","X",54,0.203703703703704,0.365740740740741,0.555555555555556,12.0555555555556,1.43626521522325
"Baer's Pochard","Aythya baeri","","","X",7,NA,0.19047619047619,0.142857142857143,16.2857142857143,4.33472798070036
"Tufted Duck","Aythya fuligula","","","X",43,0.27906976744186,0.287790697674419,0.534883720930233,12.9302325581395,1.61277306429443
"Greater Scaup","Aythya marila","","","",2,NA,NA,NA,22,3.92
"Long-tailed Duck","Clangula hyemalis","","","",NA,NA,NA,NA,NA,NA
"Common Goldeneye","Bucephala clangula","","","",1,NA,NA,NA,20,NA
"Smew","Mergellus albellus","","","",1,1,NA,NA,20,NA
"Common Merganser","Mergus merganser","","","X",20,0.35,0.2,0.25,12.7,2.88305554284996
"Red-breasted Merganser","Mergus serrator","","","",NA,NA,NA,NA,NA,NA
"White-headed Duck","Oxyura leucocephala","","","",NA,NA,NA,NA,NA,NA
"Nicobar Megapode","Megapodius nicobariensis","","","",NA,NA,NA,NA,NA,NA
"Hill Partridge","Arborophila torqueola","","","X",NA,NA,NA,NA,NA,NA
"Chestnut-breasted Partridge","Arborophila mandellii","","","",NA,NA,NA,NA,NA,NA
"Rufous-throated Partridge","Arborophila rufogularis","","","X",NA,NA,NA,NA,NA,NA
"White-cheeked Partridge","Arborophila atrogularis","","","X",20,0.2,0.275,0.3,13.1,2.89285711983663
"Snow Partridge","Lerwa lerwa","","","",NA,NA,NA,NA,NA,NA
"Blood Pheasant","Ithaginis cruentus","","","",NA,NA,NA,NA,NA,NA
"Western Tragopan","Tragopan melanocephalus","","","",NA,NA,NA,NA,NA,NA
"Satyr Tragopan","Tragopan satyra","","","",NA,NA,NA,NA,NA,NA
"Blyth's Tragopan","Tragopan blythii","","","",NA,NA,NA,NA,NA,NA
"Temminck's Tragopan","Tragopan temminckii","","","",NA,NA,NA,NA,NA,NA
"Himalayan Monal","Lophophorus impejanus","","","",NA,NA,NA,NA,NA,NA
"Sclater's Monal","Lophophorus sclateri","","","",NA,NA,NA,NA,NA,NA
"Koklass Pheasant","Pucrasia macrolopha","","","",NA,NA,NA,NA,NA,NA
"Tibetan Partridge","Perdix hodgsoniae","","","",NA,NA,NA,NA,NA,NA
"Hume's Pheasant","Syrmaticus humiae","","","",NA,NA,NA,NA,NA,NA
"Cheer Pheasant","Catreus wallichii","","","",NA,NA,NA,NA,NA,NA
"Kalij Pheasant","Lophura leucomelanos","","","X",30,0.166666666666667,0.425,0.533333333333333,11.5,2.28602289788514
"Indian Peafowl","Pavo cristatus","","X","X",13,0.0769230769230769,0.394230769230769,0.384615384615385,6.61538461538461,2.42640113856038
"Green Peafowl","Pavo muticus","","","",NA,NA,NA,NA,NA,NA
"Red Spurfowl","Galloperdix spadicea","","","",NA,NA,NA,NA,NA,NA
"Painted Spurfowl","Galloperdix lunulata","","","",NA,NA,NA,NA,NA,NA
"Gray Peacock-Pheasant","Polyplectron bicalcaratum","","X","X",13,0.230769230769231,0.317307692307692,0.230769230769231,12,3.50193792503083
"Mountain Bamboo-Partridge","Bambusicola fytchii","","","",1,NA,NA,NA,8,NA
"Red Junglefowl","Gallus gallus","X","X","X",71,0.211267605633803,0.339788732394366,0.422535211267606,9.66197183098592,1.43494680834835
"Gray Junglefowl","Gallus sonneratii","","","",NA,NA,NA,NA,NA,NA
"Gray Francolin","Ortygornis pondicerianus","","","",NA,NA,NA,NA,NA,NA
"Swamp Francolin","Ortygornis gularis","","","X",31,0.290322580645161,0.370967741935484,0.612903225806452,13.3548387096774,1.68715392078218
"Chinese Francolin","Francolinus pintadeanus","","","",NA,NA,NA,NA,NA,NA
"Black Francolin","Francolinus francolinus","","X","X",17,0.235294117647059,0.220588235294118,0.294117647058824,11.9411764705882,3.18209676037476
"Painted Francolin","Francolinus pictus","","","",NA,NA,NA,NA,NA,NA
"Tibetan Snowcock","Tetraogallus tibetanus","","","",NA,NA,NA,NA,NA,NA
"Himalayan Snowcock","Tetraogallus himalayensis","","","",NA,NA,NA,NA,NA,NA
"Blue-breasted Quail","Synoicus chinensis","","","",5,0.4,0.228571428571429,0.4,16.6,3.136
"Common Quail","Coturnix coturnix","","","",2,NA,NA,NA,18.5,2.94
"Japanese Quail","Coturnix japonica","","","",NA,NA,NA,NA,NA,NA
"Rain Quail","Coturnix coromandelica","","","",NA,NA,NA,NA,NA,NA
"Chukar","Alectoris chukar","","","",NA,NA,NA,NA,NA,NA
"Jungle Bush-Quail","Perdicula asiatica","","","",NA,NA,NA,NA,NA,NA
"Rock Bush-Quail","Perdicula argoondah","","","",NA,NA,NA,NA,NA,NA
"Painted Bush-Quail","Perdicula erythrorhyncha","","","",NA,NA,NA,NA,NA,NA
"Manipur Bush-Quail","Perdicula manipurensis","","","",NA,NA,NA,NA,NA,NA
"Himalayan Quail","Ophrysia superciliosa","","","",NA,NA,NA,NA,NA,NA
"Greater Flamingo","Phoenicopterus roseus","","","",NA,NA,NA,NA,NA,NA
"Lesser Flamingo","Phoeniconaias minor","","","",NA,NA,NA,NA,NA,NA
"Little Grebe","Tachybaptus ruficollis","","X","X",60,0.1,0.35,0.583333333333333,11.95,1.39017063538266
