"COMMON.NAME","SCIENTIFIC.NAME","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km"
"Fulvous Whistling-Duck","Dendrocygna bicolor","","","",NA,NA,NA,NA,NA,NA
"Lesser Whistling-Duck","Dendrocygna javanica","X","X","X",282,0.0460992907801418,0.385195035460993,0.606382978723404,10.8191489361702,0.697445972646461
"Bar-headed Goose","Anser indicus","","X","X",116,0.00862068965517241,0.323275862068966,0.405172413793103,11.5258620689655,1.06179270292749
"Graylag Goose","Anser anser","","","X",49,NA,0.227040816326531,0.510204081632653,13.6734693877551,1.45872090088086
"Greater White-fronted Goose","Anser albifrons","","","",3,NA,NA,NA,11,6.78963916567
"Lesser White-fronted Goose","Anser erythropus","","","",NA,NA,NA,NA,NA,NA
"Taiga Bean-Goose","Anser fabalis","","","",NA,NA,NA,NA,NA,NA
"Tundra Bean-Goose","Anser serrirostris","","","",NA,NA,NA,NA,NA,NA
"Red-breasted Goose","Branta ruficollis","","","",NA,NA,NA,NA,NA,NA
"Mute Swan","Cygnus olor","","","",NA,NA,NA,NA,NA,NA
"Tundra Swan","Cygnus columbianus","","","",NA,NA,NA,NA,NA,NA
"Whooper Swan","Cygnus cygnus","","","",NA,NA,NA,NA,NA,NA
"Knob-billed Duck","Sarkidiornis melanotos","","X","X",162,0.0185185185185185,0.280864197530864,0.407407407407407,11.4876543209877,0.935869806394202
"Ruddy Shelduck","Tadorna ferruginea","X","X","X",262,0.0458015267175573,0.368320610687023,0.50763358778626,10.6221374045802,0.69530529699599
"Common Shelduck","Tadorna tadorna","","","",1,NA,NA,NA,8,NA
"Cotton Pygmy-Goose","Nettapus coromandelianus","","X","X",174,0.0517241379310345,0.369252873563218,0.488505747126437,11.9655172413793,0.894224204168436
"Mandarin Duck","Aix galericulata","","","",NA,NA,NA,NA,NA,NA
"Baikal Teal","Sibirionetta formosa","","","",NA,NA,NA,NA,NA,NA
"Garganey","Spatula querquedula","X","X","X",184,0.0706521739130435,0.356657608695652,0.478260869565217,11.375,0.847064982221251
"Northern Shoveler","Spatula clypeata","X","X","X",212,0.0707547169811321,0.337853773584906,0.443396226415094,10.8066037735849,0.803472898283984
"Gadwall","Mareca strepera","","X","X",164,0.024390243902439,0.333841463414634,0.414634146341463,11.9451219512195,0.931856188648037
"Falcated Duck","Mareca falcata","","","X",1,NA,NA,NA,19,NA
"Eurasian Wigeon","Mareca penelope","","X","X",171,0.0175438596491228,0.338450292397661,0.47953216374269,11.1988304093567,0.895867473808951
"Indian Spot-billed Duck","Anas poecilorhyncha","X","X","X",370,0.0783783783783784,0.436486486486486,0.654054054054054,9.61621621621622,0.587420761319467
"Eastern Spot-billed Duck","Anas zonorhyncha","","","",NA,NA,NA,NA,NA,NA
"Mallard","Anas platyrhynchos","","","X",5,0.2,NA,NA,9.6,7.95190140783951
"Northern Pintail","Anas acuta","X","X","X",210,0.0761904761904762,0.386309523809524,0.547619047619048,11.0952380952381,0.793305750529035
"Green-winged Teal","Anas crecca","","X","X",201,0.0895522388059701,0.356965174129353,0.432835820895522,11.2985074626866,0.826375193718356
"Andaman Teal","Anas albogularis","","","",NA,NA,NA,NA,NA,NA
"Marbled Duck","Marmaronetta angustirostris","","","X",NA,NA,NA,NA,NA,NA
"Pink-headed Duck","Rhodonessa caryophyllacea","","","",NA,NA,NA,NA,NA,NA
"White-winged Duck","Asarcornis scutulata","","","",NA,NA,NA,NA,NA,NA
"Red-crested Pochard","Netta rufina","","X","X",124,0.00806451612903226,0.330645161290323,0.467741935483871,10.4435483870968,0.96883394066719
"Common Pochard","Aythya ferina","","X","X",188,0.0478723404255319,0.313829787234043,0.404255319148936,10.7978723404255,0.84396445063082
"Ferruginous Duck","Aythya nyroca","","","X",42,NA,0.238095238095238,0.238095238095238,13.9047619047619,1.68031614008296
"Baer's Pochard","Aythya baeri","","","",NA,NA,NA,NA,NA,NA
"Tufted Duck","Aythya fuligula","","X","X",82,0.0853658536585366,0.310975609756098,0.426829268292683,13.1829268292683,1.28710079595837
"Greater Scaup","Aythya marila","","","",NA,NA,NA,NA,NA,NA
"Long-tailed Duck","Clangula hyemalis","","","",NA,NA,NA,NA,NA,NA
"Common Goldeneye","Bucephala clangula","","","",NA,NA,NA,NA,NA,NA
"Smew","Mergellus albellus","","","",NA,NA,NA,NA,NA,NA
"Common Merganser","Mergus merganser","","","",NA,NA,NA,NA,NA,NA
"Red-breasted Merganser","Mergus serrator","","","",NA,NA,NA,NA,NA,NA
"White-headed Duck","Oxyura leucocephala","","","",NA,NA,NA,NA,NA,NA
"Nicobar Megapode","Megapodius nicobariensis","","","",NA,NA,NA,NA,NA,NA
"Hill Partridge","Arborophila torqueola","","","",NA,NA,NA,NA,NA,NA
"Chestnut-breasted Partridge","Arborophila mandellii","","","",NA,NA,NA,NA,NA,NA
"Rufous-throated Partridge","Arborophila rufogularis","","","",NA,NA,NA,NA,NA,NA
"White-cheeked Partridge","Arborophila atrogularis","","","",NA,NA,NA,NA,NA,NA
"Snow Partridge","Lerwa lerwa","","","",NA,NA,NA,NA,NA,NA
"Blood Pheasant","Ithaginis cruentus","","","",NA,NA,NA,NA,NA,NA
"Western Tragopan","Tragopan melanocephalus","","","",NA,NA,NA,NA,NA,NA
"Satyr Tragopan","Tragopan satyra","","","",NA,NA,NA,NA,NA,NA
"Blyth's Tragopan","Tragopan blythii","","","",NA,NA,NA,NA,NA,NA
"Temminck's Tragopan","Tragopan temminckii","","","",NA,NA,NA,NA,NA,NA
"Himalayan Monal","Lophophorus impejanus","","","",NA,NA,NA,NA,NA,NA
"Sclater's Monal","Lophophorus sclateri","","","",NA,NA,NA,NA,NA,NA
"Koklass Pheasant","Pucrasia macrolopha","","","",NA,NA,NA,NA,NA,NA
"Tibetan Partridge","Perdix hodgsoniae","","","",NA,NA,NA,NA,NA,NA
"Mrs. Hume's Pheasant","Syrmaticus humiae","","","",NA,NA,NA,NA,NA,NA
"Cheer Pheasant","Catreus wallichii","","","",NA,NA,NA,NA,NA,NA
"Kalij Pheasant","Lophura leucomelanos","","","",NA,NA,NA,NA,NA,NA
"Indian Peafowl","Pavo cristatus","X","X","X",364,0.0467032967032967,0.422046703296703,0.645604395604396,10.021978021978,0.597514076849125
"Green Peafowl","Pavo muticus","","","",NA,NA,NA,NA,NA,NA
"Red Spurfowl","Galloperdix spadicea","","X","X",100,0.05,0.41875,0.62,14.33,1.05936562759479
"Painted Spurfowl","Galloperdix lunulata","","","X",18,0.0555555555555556,0.194444444444444,0.555555555555556,13.7777777777778,2.39555555555556
"Gray Peacock-Pheasant","Polyplectron bicalcaratum","","","",NA,NA,NA,NA,NA,NA
"Mountain Bamboo-Partridge","Bambusicola fytchii","","","",NA,NA,NA,NA,NA,NA
"Red Junglefowl","Gallus gallus","","","X",26,NA,0.25,0.5,13.5,2.23672645416672
"Gray Junglefowl","Gallus sonneratii","","X","X",145,0.137931034482759,0.375,0.668965517241379,13.5103448275862,0.886995833511596
"Gray Francolin","Ortygornis pondicerianus","","X","X",352,0.0426136363636364,0.385653409090909,0.619318181818182,9.22159090909091,0.599391827852309
"Swamp Francolin","Ortygornis gularis","","","",NA,NA,NA,NA,NA,NA
"Chinese Francolin","Francolinus pintadeanus","","","",NA,NA,NA,NA,NA,NA
"Black Francolin","Francolinus francolinus","","","",NA,NA,NA,NA,NA,NA
"Painted Francolin","Francolinus pictus","","X","X",243,0.0493827160493827,0.337448559670782,0.563786008230453,11.1893004115226,0.714068432195317
"Tibetan Snowcock","Tetraogallus tibetanus","","","",NA,NA,NA,NA,NA,NA
"Himalayan Snowcock","Tetraogallus himalayensis","","","",NA,NA,NA,NA,NA,NA
"Blue-breasted Quail","Synoicus chinensis","","","",NA,NA,NA,NA,NA,NA
"Common Quail","Coturnix coturnix","","","",NA,NA,NA,NA,NA,NA
"Japanese Quail","Coturnix japonica","","","",NA,NA,NA,NA,NA,NA
"Rain Quail","Coturnix coromandelica","","X","X",129,0.0775193798449612,0.238372093023256,0.286821705426357,12.5193798449612,1.00116172454303
"Chukar","Alectoris chukar","","","",NA,NA,NA,NA,NA,NA
"Jungle Bush-Quail","Perdicula asiatica","","X","X",157,0.0764331210191083,0.347133757961783,0.490445859872611,13.5923566878981,0.842366261032514
"Rock Bush-Quail","Perdicula argoondah","","X","X",127,0.047244094488189,0.266732283464567,0.393700787401575,11.6062992125984,0.992392420722597
"Painted Bush-Quail","Perdicula erythrorhyncha","","","X",7,NA,0.26530612244898,0.428571428571429,17.1428571428571,3.68991418147721
"Manipur Bush-Quail","Perdicula manipurensis","","","",NA,NA,NA,NA,NA,NA
"Himalayan Quail","Ophrysia superciliosa","","","",NA,NA,NA,NA,NA,NA
"Greater Flamingo","Phoenicopterus roseus","","","X",74,0.148648648648649,0.256756756756757,0.216216216216216,11.5,1.48057470055032
"Lesser Flamingo","Phoeniconaias minor","","","X",14,0.142857142857143,0.4375,0.428571428571429,15.5714285714286,3.1410728201585
"Little Grebe","Tachybaptus ruficollis","X","X","X",341,0.0762463343108504,0.388563049853372,0.580645161290323,10.0469208211144,0.618073235638414
"Horned Grebe","Podiceps auritus","","","",NA,NA,NA,NA,NA,NA
"Red-necked Grebe","Podiceps grisegena","","","",NA,NA,NA,NA,NA,NA
"Great Crested Grebe","Podiceps cristatus","","","X",6,NA,0.2,0.333333333333333,17.5,4.46231927738629
"Eared Grebe","Podiceps nigricollis","","","",NA,NA,NA,NA,NA,NA
"Rock Pigeon","Columba livia","","","X",442,0.0656108597285068,0.478789592760181,0.705882352941177,9.14027149321267,0.540721769729009
"Hill Pigeon","Columba rupestris","","","",NA,NA,NA,NA,NA,NA
"Snow Pigeon","Columba leuconota","","","",NA,NA,NA,NA,NA,NA
"Yellow-eyed Pigeon","Columba eversmanni","","","",NA,NA,NA,NA,NA,NA
"Common Wood-Pigeon","Columba palumbus","","","",NA,NA,NA,NA,NA,NA
"Speckled Wood-Pigeon","Columba hodgsonii","","","",NA,NA,NA,NA,NA,NA
"Ashy Wood-Pigeon","Columba pulchricollis","","","",NA,NA,NA,NA,NA,NA
"Nilgiri Wood-Pigeon","Columba elphinstonii","","","X",38,0.131578947368421,0.398026315789474,0.631578947368421,16.0526315789474,1.73198354886845
"Pale-capped Pigeon","Columba punicea","","","",NA,NA,NA,NA,NA,NA
"Andaman Wood-Pigeon","Columba palumboides","","","",NA,NA,NA,NA,NA,NA
