"COMMON.NAME","SCIENTIFIC.NAME","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km"
"Fulvous Whistling-Duck","Dendrocygna bicolor","","","",NA,NA,NA,NA,NA,NA
"Lesser Whistling-Duck","Dendrocygna javanica","","","",NA,NA,NA,NA,NA,NA
"Bar-headed Goose","Anser indicus","","","X",25,0.2,0.385,0.48,6.96,1.72539383716685
"Graylag Goose","Anser anser","","","X",4,0.5,0.6,0.5,13.5,6.81317351410731
"Greater White-fronted Goose","Anser albifrons","","","",NA,NA,NA,NA,NA,NA
"Lesser White-fronted Goose","Anser erythropus","","","",NA,NA,NA,NA,NA,NA
"Taiga Bean-Goose","Anser fabalis","","","",NA,NA,NA,NA,NA,NA
"Tundra Bean-Goose","Anser serrirostris","","","",NA,NA,NA,NA,NA,NA
"Red-breasted Goose","Branta ruficollis","","","",NA,NA,NA,NA,NA,NA
"Mute Swan","Cygnus olor","","","",NA,NA,NA,NA,NA,NA
"Tundra Swan","Cygnus columbianus","","","",NA,NA,NA,NA,NA,NA
"Whooper Swan","Cygnus cygnus","","","",NA,NA,NA,NA,NA,NA
"Knob-billed Duck","Sarkidiornis melanotos","","","",NA,NA,NA,NA,NA,NA
"Ruddy Shelduck","Tadorna ferruginea","","","X",34,0.235294117647059,0.477941176470588,0.735294117647059,6.52941176470588,1.55307016155308
"Common Shelduck","Tadorna tadorna","","","",NA,NA,NA,NA,NA,NA
"Cotton Pygmy-Goose","Nettapus coromandelianus","","","",NA,NA,NA,NA,NA,NA
"Mandarin Duck","Aix galericulata","","","",NA,NA,NA,NA,NA,NA
"Baikal Teal","Sibirionetta formosa","","","",NA,NA,NA,NA,NA,NA
"Garganey","Spatula querquedula","","","X",20,0.15,0.33125,0.45,7.5,2.01342964798088
"Northern Shoveler","Spatula clypeata","","","X",13,0.230769230769231,0.317307692307692,0.461538461538462,10,3.29917161319828
"Gadwall","Mareca strepera","","","X",11,0.181818181818182,0.284090909090909,0.363636363636364,9.18181818181818,3.26709859403424
"Falcated Duck","Mareca falcata","","","",NA,NA,NA,NA,NA,NA
"Eurasian Wigeon","Mareca penelope","","","X",8,0.25,0.234375,0.375,9.75,4.31565753970354
"Indian Spot-billed Duck","Anas poecilorhyncha","","","X",2,NA,1,1,5.5,0.98
"Eastern Spot-billed Duck","Anas zonorhyncha","","","",NA,NA,NA,NA,NA,NA
"Mallard","Anas platyrhynchos","","","X",18,0.166666666666667,0.270833333333333,0.555555555555556,8.27777777777778,2.43325358749561
"Northern Pintail","Anas acuta","","","X",15,0.2,0.291666666666667,0.533333333333333,7.66666666666667,2.68242013446398
"Green-winged Teal","Anas crecca","","","X",15,0.266666666666667,0.295238095238095,0.4,8.73333333333333,2.85294826062054
"Andaman Teal","Anas albogularis","","","",NA,NA,NA,NA,NA,NA
"Marbled Duck","Marmaronetta angustirostris","","","",NA,NA,NA,NA,NA,NA
"Pink-headed Duck","Rhodonessa caryophyllacea","","","",NA,NA,NA,NA,NA,NA
"White-winged Duck","Asarcornis scutulata","","","",NA,NA,NA,NA,NA,NA
"Red-crested Pochard","Netta rufina","","","X",16,0.125,0.294642857142857,0.625,8.625,2.61664893836882
"Common Pochard","Aythya ferina","","","X",11,0.272727272727273,0.272727272727273,0.454545454545455,9.72727272727273,3.52691994486984
"Ferruginous Duck","Aythya nyroca","","","X",3,NA,0.4,0.666666666666667,13.3333333333333,9.62420097693541
"Baer's Pochard","Aythya baeri","","","",NA,NA,NA,NA,NA,NA
"Tufted Duck","Aythya fuligula","","","X",8,0.25,0.214285714285714,0.5,10.75,4.63746698101453
"Greater Scaup","Aythya marila","","","",NA,NA,NA,NA,NA,NA
"Long-tailed Duck","Clangula hyemalis","","","",NA,NA,NA,NA,NA,NA
"Common Goldeneye","Bucephala clangula","","","",NA,NA,NA,NA,NA,NA
"Smew","Mergellus albellus","","","",NA,NA,NA,NA,NA,NA
"Common Merganser","Mergus merganser","","","X",31,0.225806451612903,0.298387096774194,0.516129032258065,7.45161290322581,1.74087333607334
"Red-breasted Merganser","Mergus serrator","","","",NA,NA,NA,NA,NA,NA
"White-headed Duck","Oxyura leucocephala","","","",NA,NA,NA,NA,NA,NA
"Nicobar Megapode","Megapodius nicobariensis","","","",NA,NA,NA,NA,NA,NA
"Hill Partridge","Arborophila torqueola","","","",NA,NA,NA,NA,NA,NA
"Chestnut-breasted Partridge","Arborophila mandellii","","","",NA,NA,NA,NA,NA,NA
"Rufous-throated Partridge","Arborophila rufogularis","","","",NA,NA,NA,NA,NA,NA
"White-cheeked Partridge","Arborophila atrogularis","","","",NA,NA,NA,NA,NA,NA
"Snow Partridge","Lerwa lerwa","","","",NA,NA,NA,NA,NA,NA
"Blood Pheasant","Ithaginis cruentus","","","",NA,NA,NA,NA,NA,NA
"Western Tragopan","Tragopan melanocephalus","","","",NA,NA,NA,NA,NA,NA
"Satyr Tragopan","Tragopan satyra","","","",NA,NA,NA,NA,NA,NA
"Blyth's Tragopan","Tragopan blythii","","","",NA,NA,NA,NA,NA,NA
"Temminck's Tragopan","Tragopan temminckii","","","",NA,NA,NA,NA,NA,NA
"Himalayan Monal","Lophophorus impejanus","","","",NA,NA,NA,NA,NA,NA
"Sclater's Monal","Lophophorus sclateri","","","",NA,NA,NA,NA,NA,NA
"Koklass Pheasant","Pucrasia macrolopha","","","",NA,NA,NA,NA,NA,NA
"Tibetan Partridge","Perdix hodgsoniae","","","",30,0.0666666666666667,0.2875,0.533333333333333,8.26666666666667,1.6965858165593
"Mrs. Hume's Pheasant","Syrmaticus humiae","","","",NA,NA,NA,NA,NA,NA
"Cheer Pheasant","Catreus wallichii","","","",NA,NA,NA,NA,NA,NA
"Kalij Pheasant","Lophura leucomelanos","","","",NA,NA,NA,NA,NA,NA
"Indian Peafowl","Pavo cristatus","","","",NA,NA,NA,NA,NA,NA
"Green Peafowl","Pavo muticus","","","",NA,NA,NA,NA,NA,NA
"Red Spurfowl","Galloperdix spadicea","","","",NA,NA,NA,NA,NA,NA
"Painted Spurfowl","Galloperdix lunulata","","","",NA,NA,NA,NA,NA,NA
"Gray Peacock-Pheasant","Polyplectron bicalcaratum","","","",NA,NA,NA,NA,NA,NA
"Mountain Bamboo-Partridge","Bambusicola fytchii","","","",NA,NA,NA,NA,NA,NA
"Red Junglefowl","Gallus gallus","","","",NA,NA,NA,NA,NA,NA
"Gray Junglefowl","Gallus sonneratii","","","",NA,NA,NA,NA,NA,NA
"Gray Francolin","Ortygornis pondicerianus","","","",NA,NA,NA,NA,NA,NA
"Swamp Francolin","Ortygornis gularis","","","",NA,NA,NA,NA,NA,NA
"Chinese Francolin","Francolinus pintadeanus","","","",NA,NA,NA,NA,NA,NA
"Black Francolin","Francolinus francolinus","","","",NA,NA,NA,NA,NA,NA
"Painted Francolin","Francolinus pictus","","","",NA,NA,NA,NA,NA,NA
"Tibetan Snowcock","Tetraogallus tibetanus","","","",25,0.04,0.215,0.36,8.88,1.91479059951735
"Himalayan Snowcock","Tetraogallus himalayensis","X","X","X",41,0.121951219512195,0.204268292682927,0.341463414634146,6.97560975609756,1.47832285955977
"Blue-breasted Quail","Synoicus chinensis","","","",NA,NA,NA,NA,NA,NA
"Common Quail","Coturnix coturnix","","","",NA,NA,NA,NA,NA,NA
"Japanese Quail","Coturnix japonica","","","",NA,NA,NA,NA,NA,NA
"Rain Quail","Coturnix coromandelica","","","",NA,NA,NA,NA,NA,NA
"Chukar","Alectoris chukar","","","X",78,0.0897435897435897,0.431089743589744,0.653846153846154,5.76923076923077,0.894111511710847
"Jungle Bush-Quail","Perdicula asiatica","","","",NA,NA,NA,NA,NA,NA
"Rock Bush-Quail","Perdicula argoondah","","","",NA,NA,NA,NA,NA,NA
"Painted Bush-Quail","Perdicula erythrorhyncha","","","",NA,NA,NA,NA,NA,NA
"Manipur Bush-Quail","Perdicula manipurensis","","","",NA,NA,NA,NA,NA,NA
"Himalayan Quail","Ophrysia superciliosa","","","",NA,NA,NA,NA,NA,NA
"Greater Flamingo","Phoenicopterus roseus","","","",NA,NA,NA,NA,NA,NA
"Lesser Flamingo","Phoeniconaias minor","","","",NA,NA,NA,NA,NA,NA
"Little Grebe","Tachybaptus ruficollis","","","X",9,NA,0.355555555555556,0.666666666666667,8.11111111111111,3.7594273270221
"Horned Grebe","Podiceps auritus","","","",NA,NA,NA,NA,NA,NA
"Red-necked Grebe","Podiceps grisegena","","","",2,NA,NA,NA,14,17.64
"Great Crested Grebe","Podiceps cristatus","","","X",15,0.266666666666667,0.391666666666667,0.533333333333333,7.53333333333333,2.60772732044165
"Eared Grebe","Podiceps nigricollis","","","",3,NA,0.5,0.666666666666667,6.66666666666667,1.30666666666667
