"COMMON.NAME","SCIENTIFIC.NAME","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km"
"Fulvous Whistling-Duck","Dendrocygna bicolor","","","",NA,NA,NA,NA,NA,NA
"Lesser Whistling-Duck","Dendrocygna javanica","","","",50,0.02,0.345,0.38,7.94,1.5684099464107
"Bar-headed Goose","Anser indicus","","","X",38,0.0526315789473684,0.371710526315789,0.421052631578947,9.28947368421053,1.74762613568507
"Graylag Goose","Anser anser","","","",37,0.0810810810810811,0.310810810810811,0.351351351351351,9.43243243243243,1.79009811520846
"Greater White-fronted Goose","Anser albifrons","","","",4,NA,0.5,0.75,13.25,5.3302751648797
"Lesser White-fronted Goose","Anser erythropus","","","",NA,NA,NA,NA,NA,NA
"Taiga Bean-Goose","Anser fabalis","","","",NA,NA,NA,NA,NA,NA
"Tundra Bean-Goose","Anser serrirostris","","","",NA,NA,NA,NA,NA,NA
"Red-breasted Goose","Branta ruficollis","","","",NA,NA,NA,NA,NA,NA
"Mute Swan","Cygnus olor","","","",NA,NA,NA,NA,NA,NA
"Tundra Swan","Cygnus columbianus","","","",NA,NA,NA,NA,NA,NA
"Whooper Swan","Cygnus cygnus","","","",NA,NA,NA,NA,NA,NA
"Knob-billed Duck","Sarkidiornis melanotos","","","",51,0.0588235294117647,0.355392156862745,0.411764705882353,8.15686274509804,1.52254214258008
"Ruddy Shelduck","Tadorna ferruginea","","","",34,0.0882352941176471,0.371323529411765,0.411764705882353,10.0588235294118,1.8539629585209
"Common Shelduck","Tadorna tadorna","","","",8,0.125,0.390625,0.625,12.75,4.20291565463786
"Cotton Pygmy-Goose","Nettapus coromandelianus","","","",16,0.0625,0.3203125,0.4375,12.6875,2.78176615060768
"Mandarin Duck","Aix galericulata","","","",NA,NA,NA,NA,NA,NA
"Baikal Teal","Sibirionetta formosa","","","",2,NA,NA,NA,17,3.92
"Garganey","Spatula querquedula","","","",36,0.0555555555555556,0.357638888888889,0.333333333333333,9.22222222222222,1.86614807611168
"Northern Shoveler","Spatula clypeata","","","",53,0.0754716981132075,0.391509433962264,0.415094339622642,7.81132075471698,1.4934538944588
"Gadwall","Mareca strepera","","","",43,0.0465116279069767,0.369186046511628,0.465116279069767,8.83720930232558,1.66282124978708
"Falcated Duck","Mareca falcata","","","X",1,1,NA,NA,15,NA
"Eurasian Wigeon","Mareca penelope","","","",34,0.0588235294117647,0.349264705882353,0.352941176470588,9.35294117647059,1.8464519365842
