"eBird.English.Name.2022","eBird.Scientific.Name.2022","eBird.Code","Order","Family","SOIB.Concern.Status","SOIB.Long.Term.Status","SOIB.Current.Status","SOIB.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2023.lci","proj2023.mean","proj2023.rci","proj2024.lci","proj2024.mean","proj2024.rci","proj2025.lci","proj2025.mean","proj2025.rci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","rangemean","rangelci","rangerci"
"Pacific Reef-Heron","Egretta sacra","pacreh1","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,NA,NA,"24 hour","24 hour","Omnivore","No","No","No","None","Wetland","Resident",NA,NA,1,"Pacific Reef Egret","Egretta sacra","Pacific Reef-egret","Egretta sacra","Least Concern","Schedule-II","","",10000,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cattle Egret","Bubulcus ibis","categr","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)","Low","Stable","Strong Decline","Very Large","24 hour","24 hour","Invertebrate","No","No","No","None","Wetland","Resident",NA,NA,NA,"Cattle Egret","Bubulcus ibis","Cattle Egret","Bubulcus ibis","Least Concern","Schedule-II","","",20000,"","","X",10,0.1,0.216666666666667,0.7,8.6,3.78933333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.841,0.834,0.848
"Indian Pond-Heron","Ardeola grayii","inpher1","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)","Low","Stable","Moderate Decline","Very Large","24 hour","24 hour","Omnivore","No","No","No","None","None","Resident",1,NA,NA,"Indian Pond Heron","Ardeola grayii","Indian Pond-heron","Ardeola grayii","Least Concern","Schedule-II","","",10000,"","","X",15,0.0666666666666667,0.225,0.666666666666667,7.86666666666667,2.52214229927214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.172,1.164,1.18
"Chinese Pond-Heron","Ardeola bacchus","chpher1","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","None","Wetland","Resident & Summer Migrant",NA,NA,NA,"Chinese Pond Heron","Ardeola bacchus","Chinese Pond-heron","Ardeola bacchus","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Javan Pond-Heron","Ardeola speciosa","japher1","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","None","Wetland","Uncertain",NA,1,NA,"Javan Pond Heron","Ardeola speciosa","Javan Pond-heron","Ardeola speciosa","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Striated Heron","Butorides striata","strher","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)","Low","Stable","Uncertain","Large","24 hour","24 hour","Vertebrate & Carrion","No","No","No","None","Wetland","Resident",NA,NA,NA,"Striated Heron","Butorides striata","Green-backed Heron","Butorides striata","Least Concern","Schedule-II","","",250,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black-crowned Night-Heron","Nycticorax nycticorax","bcnher","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)","Low","Stable","Uncertain","Very Large","24 hour","24 hour","Vertebrate & Carrion","No","No","No","None","Wetland","Resident",NA,NA,NA,"Black-crowned Night Heron","Nycticorax nycticorax","Black-crowned Night-heron","Nycticorax nycticorax","Least Concern","Schedule-II","","",1200,"","","X",6,0.333333333333333,0.416666666666667,0.333333333333333,9.83333333333333,6.36958118281292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.785,0.778,0.792
"White-eared Night-Heron","Gorsachius magnificus","wenher1","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,NA,NA,"24 hour","24 hour","Vertebrate & Carrion","No","No","No","None","Wetland","Uncertain",NA,1,NA,"White-eared Night Heron","Gorsachius magnificus","White-eared Night-heron","Oroanassa magnifica","Endangered","Schedule-I","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malayan Night-Heron","Gorsachius melanolophus","manher1","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)","Moderate","Data Deficient","Data Deficient","Moderate","24 hour","24 hour","Invertebrate","No","No","No","None","Forest","Summer Migrant & Localized Winter Migrant",NA,NA,NA,"Malayan Night Heron","Gorsachius melanolophus","Malay Night-heron","Gorsachius melanolophus","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glossy Ibis","Plegadis falcinellus","gloibi","Pelecaniformes","Threskiornithidae (Ibises and Spoonbills)","Low","Strong Increase","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Wetland","Resident",NA,NA,NA,"Glossy Ibis","Plegadis falcinellus","Glossy Ibis","Plegadis falcinellus","Least Concern","Schedule-II","","Appendix II",NA,"","","X",5,NA,0.466666666666667,0.8,10.4,7.08316991184032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.726,0.718,0.734
"Black-headed Ibis","Threskiornis melanocephalus","blhibi1","Pelecaniformes","Threskiornithidae (Ibises and Spoonbills)","Low","Moderate Increase","Uncertain","Very Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Wetland","Resident",NA,NA,NA,"Black-headed Ibis","Threskiornis melanocephalus","Black-headed Ibis","Threskiornis melanocephalus","Near Threatened","Schedule-II","","",250,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red-naped Ibis","Pseudibis papillosa","renibi1","Pelecaniformes","Threskiornithidae (Ibises and Spoonbills)","Low","Strong Increase","Uncertain","Very Large","Diurnal","Diurnal","Omnivore","No","Yes","No","Indian Subcontinent","None","Resident",NA,NA,NA,"Red-naped Ibis","Pseudibis papillosa","Red-naped Ibis","Pseudibis papillosa","Least Concern","Schedule-II","","",100,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasian Spoonbill","Platalea leucorodia","eurspo1","Pelecaniformes","Threskiornithidae (Ibises and Spoonbills)","Low","Uncertain","Uncertain","Moderate","24 hour","24 hour","Invertebrate","No","No","No","None","Wetland","Resident & Local Migrant",NA,NA,NA,"Eurasian Spoonbill","Platalea leucorodia","Eurasian Spoonbill","Platalea leucorodia","Least Concern","Schedule-I","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osprey","Pandion haliaetus","osprey","Accipitriformes","Pandionidae (Osprey)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Wetland","Winter Migrant",NA,NA,NA,"Osprey","Pandion haliaetus","Osprey","Pandion haliaetus","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"","","X",2,0.5,NA,NA,7.5,12.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Black-winged Kite","Elanus caeruleus","bkskit1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Low","Stable","Strong Decline","Very Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Open Habitat","Resident",NA,NA,NA,"Black-winged Kite","Elanus caeruleus","Black-winged Kite","Elanus caeruleus","Least Concern","Schedule-II","Appendix II","Appendix II",NA,"","","X",1,1,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Bearded Vulture","Gypaetus barbatus","lammer1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Moderate","Moderate Decline","Moderate Decline","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","None","Resident & Altitudinal Migrant",NA,NA,NA,"Bearded Vulture","Gypaetus barbatus","Bearded Vulture","Gypaetus barbatus","Near Threatened","Schedule-I","Appendix II","Appendix II",NA,"","","X",68,0.176470588235294,0.314338235294118,0.573529411764706,6.25,0.966026363982211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.878,4.852,4.904
"Egyptian Vulture","Neophron percnopterus","egyvul1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","High","Moderate Decline","Strong Decline","Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Open Habitat","Resident & Winter Migrant",NA,NA,NA,"Egyptian Vulture","Neophron percnopterus","Egyptian Vulture","Neophron percnopterus","Endangered","Schedule-I","Appendix II","Appendix I",NA,"","","X",1,1,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021,0.018,0.024
"European Honey-buzzard","Pernis apivorus","euhbuz1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","None","Winter Migrant",NA,NA,NA,"European Honey Buzzard","Pernis apivorus","European Honey-buzzard","Pernis apivorus","Least Concern","Schedule-II","Appendix II","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oriental Honey-buzzard","Pernis ptilorhynchus","orihob2","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Low","Stable","Strong Decline","Very Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Forest & Plantation","Resident & Winter Migrant",NA,NA,NA,"Oriental Honey Buzzard","Pernis ptilorhynchus","Oriental Honey-buzzard","Pernis ptilorhynchus","Least Concern","Schedule-II","Appendix II","Appendix II",NA,"","","X",2,0.5,0.5,NA,8.5,10.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Jerdon's Baza","Aviceda jerdoni","jerbaz1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Moderate","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident",1,NA,NA,"Jerdon's Baza","Aviceda jerdoni","Jerdon's Baza","Aviceda jerdoni","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black Baza","Aviceda leuphotes","blabaz1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Moderate","Data Deficient","Uncertain","Restricted","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Within-India Migrant",NA,NA,NA,"Black Baza","Aviceda leuphotes","Black Baza","Aviceda leuphotes","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red-headed Vulture","Sarcogyps calvus","rehvul1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","High","Strong Decline","Strong Decline","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Forest","Resident",1,NA,NA,"Red-headed Vulture","Sarcogyps calvus","Red-headed Vulture","Sarcogyps calvus","Critically Endangered","Schedule-I","Appendix II","Appendix I",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cinereous Vulture","Aegypius monachus","cinvul1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Moderate","Data Deficient","Moderate Decline","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Open Habitat","Winter Migrant",1,NA,NA,"Cinereous Vulture","Aegypius monachus","Cinereous Vulture","Aegypius monachus","Near Threatened","Schedule-I","Appendix II","Appendix I",NA,"","","X",4,0.5,NA,NA,10.5,6.81317351410731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"White-rumped Vulture","Gyps bengalensis","whrvul1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","High","Strong Decline","Strong Decline","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","None","Resident",1,NA,NA,"White-rumped Vulture","Gyps bengalensis","White-rumped Vulture","Gyps bengalensis","Critically Endangered","Schedule-I","Appendix II","Appendix I",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indian Vulture","Gyps indicus","indvul1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","High","Strong Decline","Strong Decline","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident",NA,NA,NA,"Indian Vulture","Gyps indicus","Indian Vulture","Gyps indicus","Critically Endangered","Schedule-I","Appendix II","Appendix I",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slender-billed Vulture","Gyps tenuirostris","slbvul1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","High","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Open Habitat","Resident",1,NA,NA,"Slender-billed Vulture","Gyps tenuirostris","Slender-billed Vulture","Gyps tenuirostris","Critically Endangered","Schedule-I","Appendix II","Appendix I",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Himalayan Griffon","Gyps himalayensis","himgri1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Moderate","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","None","Resident & Winter Migrant",NA,NA,NA,"Himalayan Vulture","Gyps himalayensis","Himalayan Griffon","Gyps himalayensis","Near Threatened","Schedule-I","Appendix II","Appendix II",NA,"","","X",40,0.1,0.2875,0.675,7.475,1.36622180689704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.335,2.311,2.359
"Eurasian Griffon","Gyps fulvus","eurgri1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Moderate","Strong Decline","Uncertain","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Open Habitat","Winter Migrant",NA,NA,NA,"Griffon Vulture","Gyps fulvus","Griffon Vulture","Gyps fulvus","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nicobar Serpent-Eagle","Spilornis klossi","nicsee1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Vertebrate & Carrion","Yes","Yes","No","Nicobar Islands","Forest","Resident",NA,NA,1,"Nicobar Serpent Eagle","Spilornis klossi","Great Nicobar Serpent-eagle","Spilornis klossi","Near Threatened","Schedule-I","Appendix II","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crested Serpent-Eagle","Spilornis cheela","crseag1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Low","Stable","Strong Decline","Very Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Forest","Resident",NA,NA,NA,"Crested Serpent Eagle","Spilornis cheela","Crested Serpent-eagle","Spilornis cheela","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andaman Serpent-Eagle","Spilornis elgini","anseag1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","High","Data Deficient","Uncertain","Restricted","Diurnal","Diurnal","Vertebrate & Carrion","Yes","Yes","No","Andaman Islands","Forest","Resident",NA,NA,1,"Andaman Serpent Eagle","Spilornis elgini","Andaman Serpent-eagle","Spilornis elgini","Vulnerable","Schedule-I","Appendix II","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Short-toed Snake-Eagle","Circaetus gallicus","shteag1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","High","Strong Decline","Strong Decline","Very Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Open Habitat","Resident",NA,NA,NA,"Short-toed Snake Eagle","Circaetus gallicus","Short-toed Snake-eagle","Circaetus gallicus","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"","","X",2,1,NA,NA,18.5,8.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054,0.051,0.057
"Changeable Hawk-Eagle","Nisaetus cirrhatus","y00839","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Low","Stable","Moderate Decline","Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Forest","Resident",NA,NA,NA,"Changeable Hawk Eagle","Nisaetus cirrhatus","Changeable Hawk-eagle","Nisaetus cirrhatus","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mountain Hawk-Eagle","Nisaetus nipalensis","mouhae1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Forest","Resident",NA,NA,NA,"Mountain Hawk Eagle","Nisaetus nipalensis","Mountain Hawk-eagle","Nisaetus nipalensis","Near Threatened","Schedule-I","Appendix II","Appendix II",NA,"","","X",8,NA,0.25,NA,11.25,4.33152398123339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452,0.436,0.468
"Legge's Hawk-Eagle","Nisaetus kelaarti","mouhae2","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","Yes","No","Western Ghats & Sri Lanka","Forest","Resident",NA,NA,NA,"Legge's Hawk Eagle","Nisaetus kelaarti","Not at species rank","Nisaetus nipalensis kelaarti","Not Recognised","Schedule-II","Appendix II","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rufous-bellied Eagle","Lophotriorchis kienerii","rubeag2","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Moderate","Uncertain","Strong Decline","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Forest","Resident",NA,NA,NA,"Rufous-bellied Eagle","Lophotriorchis kienerii","Rufous-bellied Eagle","Lophotriorchis kienerii","Near Threatened","Schedule-I","Appendix II","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black Eagle","Ictinaetus malaiensis","blaeag1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Low","Stable","Moderate Decline","Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Forest","Resident",NA,NA,NA,"Black Eagle","Ictinaetus malaiensis","Black Eagle","Ictinaetus malaiensis","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indian Spotted Eagle","Clanga hastata","inseag1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Moderate","Uncertain","Uncertain","Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Open Habitat","Resident & Within-India Migrant",1,NA,NA,"Indian Spotted Eagle","Clanga hastata","Indian Spotted Eagle","Clanga hastata","Vulnerable","Schedule-I","Appendix II","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greater Spotted Eagle","Clanga clanga","grseag1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Moderate","Uncertain","Uncertain","Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Open Habitat","Winter Migrant",NA,NA,NA,"Greater Spotted Eagle","Clanga clanga","Greater Spotted Eagle","Clanga clanga","Vulnerable","Schedule-I","Appendix II","Appendix I",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Booted Eagle","Hieraaetus pennatus","booeag1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","None","Winter Migrant",NA,NA,NA,"Booted Eagle","Hieraaetus pennatus","Booted Eagle","Hieraaetus pennatus","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"","","X",9,0.333333333333333,0.319444444444444,0.333333333333333,8.77777777777778,4.1932826941534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.281,1.271,1.291
"Tawny Eagle","Aquila rapax","taweag1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","High","Strong Decline","Strong Decline","Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Open Habitat","Resident & Winter Migrant",NA,NA,NA,"Tawny Eagle","Aquila rapax","Tawny Eagle","Aquila rapax","Vulnerable","Schedule-I","Appendix II","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steppe Eagle","Aquila nipalensis","steeag1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","High","Uncertain","Uncertain","Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","None","Winter Migrant",NA,NA,NA,"Steppe Eagle","Aquila nipalensis","Steppe Eagle","Aquila nipalensis","Endangered","Schedule-I","Appendix II","Appendix I",NA,"","","X",2,1,NA,NA,11,5.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019,0.017,0.021
