"COMMON.NAME","SCIENTIFIC.NAME","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km"
"Horsfield's Bushlark","Mirafra javanica","","","X",9,NA,0.203703703703704,0.333333333333333,11.3333333333333,4.3582769276146
"Bengal Bushlark","Mirafra assamica","","","X",4,NA,0.25,NA,7,4.8672237124121
"Jerdon's Bushlark","Mirafra affinis","","X","X",98,0.0612244897959184,0.465561224489796,0.653061224489796,13.734693877551,1.19896175016158
"Indian Bushlark","Mirafra erythroptera","X","X","X",244,0.0901639344262295,0.295594262295082,0.483606557377049,10.1598360655738,0.758633718838847
"Horned Lark","Eremophila alpestris","","X","X",100,0.19,0.38625,0.58,5.76,0.79925442429021
"Greater Short-toed Lark","Calandrella brachydactyla","X","X","X",171,0.087719298245614,0.282894736842105,0.345029239766082,10.8245614035088,0.960195633027612
"Mongolian Short-toed Lark","Calandrella dukhunensis","","","",NA,NA,NA,NA,NA,NA
"Hume's Lark","Calandrella acutirostris","","","X",45,0.244444444444444,0.244444444444444,0.488888888888889,7.2,1.20404275235348
"Bimaculated Lark","Melanocorypha bimaculata","","","",46,0.108695652173913,0.247282608695652,0.282608695652174,10.5217391304348,1.78324164561219
"Tibetan Lark","Melanocorypha maxima","","","",5,NA,0.514285714285714,0.8,4.8,2.26886403294688
"Turkestan Short-toed Lark","Alaudala heinei","","","",NA,NA,NA,NA,NA,NA
"Sand Lark","Alaudala raytal","","","",37,NA,0.263513513513513,0.513513513513513,11.3513513513514,2.03538495529484
"Eurasian Skylark","Alauda arvensis","","","",3,NA,0.555555555555556,NA,15.6666666666667,7.53460756185159
"Oriental Skylark","Alauda gulgula","","X","X",168,0.101190476190476,0.215029761904762,0.291666666666667,11.5357142857143,0.979006482417134
"Crested Lark","Galerida cristata","X","X","X",140,0.107142857142857,0.316071428571429,0.464285714285714,9.66428571428571,0.99699720383782
"Malabar Lark","Galerida malabarica","","","X",47,0.106382978723404,0.412234042553192,0.595744680851064,13.8936170212766,1.71561471652906
"Tawny Lark","Galerida deva","","X","X",91,0.0879120879120879,0.321428571428571,0.461538461538462,13.010989010989,1.25147337755429
"Common Tailorbird","Orthotomus sutorius","","","",504,0.0972222222222222,0.434275793650794,0.642857142857143,9.49801587301587,0.512307518556431
"Dark-necked Tailorbird","Orthotomus atrogularis","","","",NA,NA,NA,NA,NA,NA
"Himalayan Prinia","Prinia crinigera","","","",59,0.169491525423729,0.370762711864407,0.559322033898305,8.64406779661017,1.07610843834093
"Black-throated Prinia","Prinia atrogularis","","","X",4,NA,0.35,0.75,6.25,2.17300866695618
"Rufous-crowned Prinia","Prinia khasiana","","","X",2,0.5,0.75,1,9,9.8
"Hill Prinia","Prinia superciliaris","","","",NA,NA,NA,NA,NA,NA
"Gray-crowned Prinia","Prinia cinereocapilla","","","",NA,NA,NA,NA,NA,NA
"Rufous-fronted Prinia","Prinia buchanani","","X","X",137,0.0948905109489051,0.292883211678832,0.554744525547445,10.9197080291971,0.958312457337079
"Rufescent Prinia","Prinia rufescens","","","",1,1,1,1,14,NA
"Gray-breasted Prinia","Prinia hodgsonii","","","",316,0.0822784810126582,0.335838607594937,0.541139240506329,10.5316455696203,0.662213010265134
"Delicate Prinia","Prinia lepida","","","",61,0.114754098360656,0.235655737704918,0.491803278688525,11.0655737704918,1.52501706227247
"Jungle Prinia","Prinia sylvatica","","","",259,0.0540540540540541,0.333011583011583,0.598455598455598,11.4324324324324,0.757902171081694
"Yellow-bellied Prinia","Prinia flaviventris","","","",1,NA,1,NA,7,NA
"Ashy Prinia","Prinia socialis","","","",430,0.072093023255814,0.420348837209302,0.576744186046512,9.41162790697674,0.562659411868884
"Plain Prinia","Prinia inornata","","","",444,0.0563063063063063,0.379504504504505,0.583333333333333,9.91891891891892,0.551186869037977
"Zitting Cisticola","Cisticola juncidis","","X","X",268,0.0447761194029851,0.307369402985075,0.541044776119403,11.9402985074627,0.731723373755707
"Golden-headed Cisticola","Cisticola exilis","","","",NA,NA,NA,NA,NA,NA
"Thick-billed Warbler","Arundinax aedon","","","",10,0.1,0.271428571428571,0.4,20.3,3.20133333333333
"Booted Warbler","Iduna caligata","","X","X",227,0.0308370044052863,0.341960352422908,0.568281938325991,12.6519823788546,0.789481736165418
"Sykes's Warbler","Iduna rama","","","",NA,NA,NA,NA,NA,NA
"Black-browed Reed Warbler","Acrocephalus bistrigiceps","","","",NA,NA,NA,NA,NA,NA
"Moustached Warbler","Acrocephalus melanopogon","","","",3,NA,0.333333333333333,NA,12.6666666666667,11.8863581937914
"Sedge Warbler","Acrocephalus schoenobaenus","","","",2,1,NA,NA,18.5,8.82
"Paddyfield Warbler","Acrocephalus agricola","","","",87,0.0689655172413793,0.206896551724138,0.218390804597701,15.551724137931,1.28010565727317
"Blunt-winged Warbler","Acrocephalus concinens","","","",NA,NA,NA,NA,NA,NA
"Blyth's Reed Warbler","Acrocephalus dumetorum","","","",277,0.101083032490975,0.360108303249097,0.55956678700361,11.9025270758123,0.703752751603426
"Large-billed Reed Warbler","Acrocephalus orinus","","","",NA,NA,NA,NA,NA,NA
"Great Reed Warbler","Acrocephalus arundinaceus","","","",NA,NA,NA,NA,NA,NA
"Oriental Reed Warbler","Acrocephalus orientalis","","","",NA,NA,NA,NA,NA,NA
"Clamorous Reed Warbler","Acrocephalus stentoreus","","","",172,0.0523255813953488,0.308139534883721,0.453488372093023,13.0872093023256,0.906520260726516
"Pallas's Grasshopper Warbler","Helopsaltes certhiola","","","",NA,NA,NA,NA,NA,NA
"Lanceolated Warbler","Locustella lanceolata","","","",NA,NA,NA,NA,NA,NA
"Brown Bush Warbler","Locustella luteoventris","","","",1,NA,1,NA,4,NA
"Common Grasshopper-Warbler","Locustella naevia","","","",NA,NA,NA,NA,NA,NA
"Long-billed Bush Warbler","Locustella major","","","X",1,1,NA,NA,9,NA
"Chinese Bush Warbler","Locustella tacsanowskia","","","",NA,NA,NA,NA,NA,NA
"Baikal Bush Warbler","Locustella davidi","","","",NA,NA,NA,NA,NA,NA
"West Himalayan Bush Warbler","Locustella kashmirensis","","","X",6,NA,0.25,0.333333333333333,10,2.42702561447821
"Spotted Bush Warbler","Locustella thoracica","","","",NA,NA,NA,NA,NA,NA
"Russet Bush Warbler","Locustella mandelli","","","",2,0.5,NA,NA,9,9.8
"Broad-tailed Grassbird","Schoenicola platyurus","","","X",1,NA,1,1,25,NA
"Bristled Grassbird","Schoenicola striatus","","","",2,0.5,NA,NA,15.5,16.66
"Striated Grassbird","Cincloramphus palustris","","","",1,NA,1,1,24,NA
"Scaly-breasted Cupwing","Pnoepyga albiventer","","","",38,0.184210526315789,0.322368421052632,0.552631578947368,9.57894736842105,1.35226519493978
"Immaculate Cupwing","Pnoepyga immaculata","","","",10,NA,0.2375,0.3,9.8,2.40582847823087
"Pygmy Cupwing","Pnoepyga pusilla","","","",11,0.0909090909090909,0.261363636363636,0.363636363636364,7,2.82180599809928
"Gray-throated Martin","Riparia chinensis","","","",120,0.116666666666667,0.233333333333333,0.391666666666667,9.83333333333333,1.08235424836522
"Bank Swallow","Riparia riparia","","","",35,0.0285714285714286,0.189285714285714,0.428571428571429,13.6,1.98487741509172
"Pale Sand Martin","Riparia diluta","","","",NA,NA,NA,NA,NA,NA
"Eurasian Crag-Martin","Ptyonoprogne rupestris","","X","X",130,0.223076923076923,0.248076923076923,0.461538461538462,8.63076923076923,0.995512454153146
"Dusky Crag-Martin","Ptyonoprogne concolor","","","",323,0.108359133126935,0.356037151702786,0.532507739938081,10.2569659442724,0.65703859132431
"Barn Swallow","Hirundo rustica","","","",496,0.102822580645161,0.375252016129032,0.546370967741935,9.95766129032258,0.505236058696943
"Wire-tailed Swallow","Hirundo smithii","","","",376,0.0957446808510638,0.370345744680851,0.590425531914894,9.87234042553191,0.617337053947966
"Hill Swallow","Hirundo domicola","","","",2,0.5,0.875,1,22.5,2.94
"Pacific Swallow","Hirundo tahitica","","","",NA,NA,NA,NA,NA,NA
"Red-rumped Swallow","Cecropis daurica","","","",439,0.120728929384966,0.379840546697039,0.57630979498861,10.127562642369,0.542390771236057
"Striated Swallow","Cecropis striolata","","","",NA,NA,NA,NA,NA,NA
"Streak-throated Swallow","Petrochelidon fluvicola","","X","X",177,0.0338983050847458,0.267655367231638,0.474576271186441,12.5084745762712,0.916419298802657
"Common House-Martin","Delichon urbicum","","","",66,0.212121212121212,0.195075757575758,0.454545454545455,9.25757575757576,1.48620478848189
"Asian House-Martin","Delichon dasypus","","","",40,0.15,0.15,0.175,8.5,1.39124957668112
"Nepal House-Martin","Delichon nipalense","","","",20,0.05,0.3125,0.5,9.75,2.01028906012622
"Gray-headed Bulbul","Brachypodius priocephalus","","","",2,0.5,0.5,NA,20.5,6.86
"Black-headed Bulbul","Brachypodius melanocephalos","","","",NA,NA,NA,NA,NA,NA
"Andaman Bulbul","Brachypodius fuscoflavescens","","","",NA,NA,NA,NA,NA,NA
"Black-crested Bulbul","Rubigula flaviventris","","","",9,0.111111111111111,0.285714285714286,0.444444444444444,8.88888888888889,3.17462936497133
"Flame-throated Bulbul","Rubigula gularis","","","",1,NA,NA,NA,18,NA
"Crested Finchbill","Spizixos canifrons","","","",5,0.4,0.375,0.6,6.4,3.94929056920354
"Striated Bulbul","Pycnonotus striatus","","","",3,0.333333333333333,0.416666666666667,0.666666666666667,9,5.65803263805833
"Red-vented Bulbul","Pycnonotus cafer","","","",651,0.101382488479263,0.489823348694316,0.675883256528418,8.34869431643625,0.445300900098125
"Red-whiskered Bulbul","Pycnonotus jocosus","","","",128,0.1171875,0.5146484375,0.671875,11.75,1.14399914996389
"White-eared Bulbul","Pycnonotus leucotis","","","",189,0.0687830687830688,0.398809523809524,0.603174603174603,8.58201058201058,0.834686323067955
"Himalayan Bulbul","Pycnonotus leucogenys","","","",96,0.229166666666667,0.53515625,0.635416666666667,7.63541666666667,0.825109374948955
"Yellow-throated Bulbul","Pycnonotus xantholaemus","","","",28,0.107142857142857,0.433035714285714,0.5,13.1785714285714,2.87278094716085
"Flavescent Bulbul","Pycnonotus flavescens","","","",5,0.2,0.4,0.6,6.8,3.79045960273949
"White-browed Bulbul","Pycnonotus luteolus","","","",152,0.0789473684210526,0.403782894736842,0.526315789473684,11.3881578947368,1.02704247159776
"White-throated Bulbul","Alophoixus flaveolus","","","",4,NA,0.625,NA,6.75,4.8918265164115
"Gray-eyed Bulbul","Iole propinqua","","","",NA,NA,NA,NA,NA,NA
"Cachar Bulbul","Iole cacharensis","","","",NA,NA,NA,NA,NA,NA
"Yellow-browed Bulbul","Iole indica","","","",20,0.15,0.33125,0.45,14.9,2.43769330137713
"Black Bulbul","Hypsipetes leucocephalus","","","",98,0.173469387755102,0.465561224489796,0.63265306122449,7.42857142857143,0.84
"Square-tailed Bulbul","Hypsipetes ganeesa","","","",19,0.210526315789474,0.414473684210526,0.578947368421053,16,2.79606741378961
"Nicobar Bulbul","Hypsipetes nicobariensis","","","",2,NA,0.666666666666667,0.5,3.5,2.94
"Ashy Bulbul","Hemixos flavala","","","",7,0.142857142857143,0.25,0.428571428571429,8.57142857142857,4.3587765867653
"Mountain Bulbul","Ixos mcclellandii","","","",9,0.333333333333333,0.236111111111111,0.444444444444444,7.88888888888889,3.85749550938666
"Wood Warbler","Phylloscopus sibilatrix","","","",NA,NA,NA,NA,NA,NA
"Ashy-throated Warbler","Phylloscopus maculipennis","","","",44,0.204545454545455,0.332386363636364,0.545454545454545,8.59090909090909,1.37315116034899
"Buff-barred Warbler","Phylloscopus pulcher","","","",55,0.2,0.3,0.509090909090909,8.49090909090909,1.13829947864853
"Yellow-browed Warbler","Phylloscopus inornatus","","","",13,0.153846153846154,0.263736263736264,0.384615384615385,13.3076923076923,4.59330942989232
"Hume's Warbler","Phylloscopus humei","","","",218,0.123853211009174,0.247706422018349,0.44954128440367,10.1330275229358,0.7768295610799
"Brooks's Leaf Warbler","Phylloscopus subviridis","","","",4,0.75,NA,NA,10.75,8.55748210632076
"Chinese Leaf Warbler","Phylloscopus yunnanensis","","","",NA,NA,NA,NA,NA,NA
"Lemon-rumped Warbler","Phylloscopus chloronotus","","","",101,0.198019801980198,0.36509900990099,0.584158415841584,7.93069306930693,0.807072515265858
"Sichuan Leaf Warbler","Phylloscopus forresti","","","",NA,NA,NA,NA,NA,NA
"Tytler's Leaf Warbler","Phylloscopus tytleri","","","",25,0.2,0.265,0.52,12.88,2.66665665331453
"Sulphur-bellied Warbler","Phylloscopus griseolus","","","",194,0.0876288659793814,0.231958762886598,0.463917525773196,9.83505154639175,0.868915890805347
"Tickell's Leaf Warbler","Phylloscopus affinis","","","",134,0.134328358208955,0.250932835820896,0.388059701492537,10.2164179104478,1.09364005620407
"Dusky Warbler","Phylloscopus fuscatus","","","",8,0.375,0.214285714285714,0.25,11,4.47562286168082
"Smoky Warbler","Phylloscopus fuligiventer","","","",1,NA,NA,NA,11,NA
"Plain Leaf Warbler","Phylloscopus neglectus","","","",6,0.166666666666667,0.222222222222222,NA,11.5,3.60519255149199
"Buff-throated Warbler","Phylloscopus subaffinis","","","",NA,NA,NA,NA,NA,NA
"Willow Warbler","Phylloscopus trochilus","","","",NA,NA,NA,NA,NA,NA
"Mountain Chiffchaff","Phylloscopus sindianus","","","",100,0.21,0.31375,0.61,6.14,0.784999161294025
"Common Chiffchaff","Phylloscopus collybita","","","",239,0.104602510460251,0.26673640167364,0.430962343096234,10.4309623430962,0.722282259639784
"White-spectacled Warbler","Phylloscopus intermedius","","","",1,NA,1,NA,7,NA
"Gray-cheeked Warbler","Phylloscopus poliogenys","","","",8,0.25,0.208333333333333,0.25,6.875,2.90331276303467
"Green-crowned Warbler","Phylloscopus burkii","","","",4,NA,0.375,0.5,7.75,2.17300866695618
"Gray-crowned Warbler","Phylloscopus tephrocephalus","","","",NA,NA,NA,NA,NA,NA
"Whistler's Warbler","Phylloscopus whistleri","","","",42,0.119047619047619,0.327380952380952,0.547619047619048,9.57142857142857,1.30406244550965
"Green Warbler","Phylloscopus nitidus","","","",NA,NA,NA,NA,NA,NA
"Greenish Warbler","Phylloscopus trochiloides","","","",351,0.0797720797720798,0.308048433048433,0.504273504273504,10.6267806267806,0.631083553068951
"Two-barred Warbler","Phylloscopus plumbeitarsus","","","",NA,NA,NA,NA,NA,NA
"Large-billed Leaf Warbler","Phylloscopus magnirostris","","","",46,0.239130434782609,0.21195652173913,0.478260869565217,12.1521739130435,1.89154670000359
"Pale-legged Leaf Warbler","Phylloscopus tenellipes","","","",NA,NA,NA,NA,NA,NA
"Sakhalin Leaf Warbler","Phylloscopus borealoides","","","",NA,NA,NA,NA,NA,NA
"Arctic Warbler","Phylloscopus borealis","","","",NA,NA,NA,NA,NA,NA
"Chestnut-crowned Warbler","Phylloscopus castaniceps","","","",11,0.0909090909090909,0.295454545454545,0.636363636363636,8.54545454545454,2.6476643067035
"Yellow-vented Warbler","Phylloscopus cantator","","","",1,NA,1,1,9,NA
"Western Crowned Warbler","Phylloscopus occipitalis","","","",96,0.1875,0.315104166666667,0.5,9.98958333333333,1.15609354244121
"Blyth's Leaf Warbler","Phylloscopus reguloides","","","",42,0.0476190476190476,0.327380952380952,0.547619047619048,8.69047619047619,1.27174889716979
"Claudia's Leaf Warbler","Phylloscopus claudiae","","","",NA,NA,NA,NA,NA,NA
"Gray-hooded Warbler","Phylloscopus xanthoschistos","","","",88,0.204545454545455,0.467329545454545,0.693181818181818,7.86363636363636,0.868245698930555
"Pale-footed Bush Warbler","Urosphena pallidipes","","","",NA,NA,NA,NA,NA,NA
"Asian Stubtail","Urosphena squameiceps","","","",NA,NA,NA,NA,NA,NA
"Gray-bellied Tesia","Tesia cyaniventer","","","",5,NA,0.32,0.8,10,4.76082345818452
"Slaty-bellied Tesia","Tesia olivea","","","",NA,NA,NA,NA,NA,NA
"Chestnut-crowned Bush Warbler","Cettia major","","","",4,NA,0.3125,NA,10,5.6011665451642
"Gray-sided Bush Warbler","Cettia brunnifrons","","","",29,0.275862068965517,0.271551724137931,0.482758620689655,9.68965517241379,1.72671090772558
"Chestnut-headed Tesia","Cettia castaneocoronata","","","",36,0.0833333333333333,0.305555555555556,0.388888888888889,9.41666666666667,1.3168354322221
"Cetti's Warbler","Cettia cetti","","","",NA,NA,NA,NA,NA,NA
"Yellow-bellied Warbler","Abroscopus superciliaris","","","",2,NA,0.5,NA,6.5,4.9
"Rufous-faced Warbler","Abroscopus albogularis","","","",1,NA,1,NA,7,NA
"Black-faced Warbler","Abroscopus schisticeps","","","",14,NA,0.303571428571429,0.785714285714286,8.28571428571429,2.27340476615345
"Mountain Tailorbird","Phyllergates cucullatus","","","",5,0.2,0.28,0.6,8.8,3.24437729002038
"Broad-billed Warbler","Tickellia hodgsoni","","","",2,NA,0.666666666666667,0.5,9.5,0.98
"Manchurian Bush Warbler","Horornis canturians","","","",NA,NA,NA,NA,NA,NA
"Brownish-flanked Bush Warbler","Horornis fortipes","","","",73,0.123287671232877,0.373287671232877,0.602739726027397,8.61643835616438,1.04260999008164
"Hume's Bush Warbler","Horornis brunnescens","","","",6,NA,0.30952380952381,0.666666666666667,9,3.88719607600817
"Aberrant Bush Warbler","Horornis flavolivaceus","","","",17,NA,0.235294117647059,0.294117647058824,9.41176470588235,2.07929353187459
"White-browed Tit-Warbler","Leptopoecile sophiae","","","X",35,0.114285714285714,0.296428571428571,0.514285714285714,7.74285714285714,1.60773190624337
"Crested Tit-Warbler","Leptopoecile elegans","","","",NA,NA,NA,NA,NA,NA
"White-cheeked Tit","Aegithalos leucogenys","","","",NA,NA,NA,NA,NA,NA
"Black-throated Tit","Aegithalos concinnus","","","",78,0.192307692307692,0.475961538461538,0.653846153846154,8,0.944944097457276
"White-throated Tit","Aegithalos niveogularis","","","",26,0.230769230769231,0.240384615384615,0.307692307692308,9.57692307692308,1.78704473906175
"Black-browed Tit","Aegithalos iouschistos","","","",7,0.142857142857143,0.410714285714286,0.571428571428571,6.28571428571429,2.08281860307933
"Eurasian Blackcap","Sylvia atricapilla","","","",NA,NA,NA,NA,NA,NA
"Garden Warbler","Sylvia borin","","","",1,1,NA,NA,23,NA
"Barred Warbler","Curruca nisoria","","","",1,1,NA,NA,14,NA
"Lesser Whitethroat","Curruca curruca","","","",395,0.106329113924051,0.329430379746835,0.50379746835443,9.85316455696202,0.601545867729504
"Eastern Orphean Warbler","Curruca crassirostris","","","",80,0.125,0.2328125,0.325,13.4375,1.22968944185828
"Asian Desert Warbler","Curruca nana","","","",57,0.157894736842105,0.271929824561404,0.385964912280702,8.91228070175439,1.6273889984552
"Greater Whitethroat","Curruca communis","","","",28,0.0357142857142857,0.280612244897959,0.75,13,1.89139180577768
"Fire-tailed Myzornis","Myzornis pyrrhoura","","","",3,NA,0.555555555555556,0.666666666666667,7.66666666666667,3.63760605038228
"Golden-breasted Fulvetta","Lioparus chrysotis","","","",4,NA,0.45,0.5,6.5,3.62290859209374
"Yellow-eyed Babbler","Chrysomma sinense","","","",281,0.0747330960854092,0.315391459074733,0.516014234875445,10.9359430604982,0.716651417665567
"Jerdon's Babbler","Chrysomma altirostre","","","",NA,NA,NA,NA,NA,NA
"Brown-throated Fulvetta","Fulvetta ludlowi","","","",3,NA,0.5,1,5.33333333333333,1.72855752322887
"White-browed Fulvetta","Fulvetta vinipectus","","","",23,0.173913043478261,0.304347826086957,0.347826086956522,8.8695652173913,1.8038951953824
"Streak-throated Fulvetta","Fulvetta manipurensis","","","",NA,NA,NA,NA,NA,NA
"Black-breasted Parrotbill","Paradoxornis flavirostris","","","",NA,NA,NA,NA,NA,NA
"Spot-breasted Parrotbill","Paradoxornis guttaticollis","","","X",1,NA,1,1,2,NA
"Great Parrotbill","Conostoma aemodium","","","",2,NA,0.75,1,5.5,6.86
"Brown Parrotbill","Cholornis unicolor","","","",5,NA,0.44,0.4,7.6,1.70868838586794
"Gray-headed Parrotbill","Psittiparus gularis","","","",NA,NA,NA,NA,NA,NA
"White-breasted Parrotbill","Psittiparus ruficeps","","","",NA,NA,NA,NA,NA,NA
"Rufous-headed Parrotbill","Psittiparus bakeri","","","",NA,NA,NA,NA,NA,NA
"Fulvous Parrotbill","Suthora fulvifrons","","","",NA,NA,NA,NA,NA,NA
