"COMMON.NAME","SCIENTIFIC.NAME","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km"
"Cream-colored Courser","Cursorius cursor",NA,"","",NA,NA,NA,NA,NA,NA
"Indian Courser","Cursorius coromandelicus",NA,"","",NA,NA,NA,NA,NA,NA
"Jerdon's Courser","Rhinoptilus bitorquatus",NA,"","",NA,NA,NA,NA,NA,NA
"Collared Pratincole","Glareola pratincola",NA,"","",NA,NA,NA,NA,NA,NA
"Oriental Pratincole","Glareola maldivarum",NA,"","",NA,NA,NA,NA,NA,NA
"Small Pratincole","Glareola lactea",NA,"","",NA,NA,NA,NA,NA,NA
"South Polar Skua","Stercorarius maccormicki",NA,"","",NA,NA,NA,NA,NA,NA
"Brown Skua","Stercorarius antarcticus",NA,"","",NA,NA,NA,NA,NA,NA
"Pomarine Jaeger","Stercorarius pomarinus",NA,"","",NA,NA,NA,NA,NA,NA
"Parasitic Jaeger","Stercorarius parasiticus",NA,"","",NA,NA,NA,NA,NA,NA
"Long-tailed Jaeger","Stercorarius longicaudus",NA,"","",NA,NA,NA,NA,NA,NA
"Black-legged Kittiwake","Rissa tridactyla",NA,"","",NA,NA,NA,NA,NA,NA
"Sabine's Gull","Xema sabini",NA,"","",NA,NA,NA,NA,NA,NA
"Slender-billed Gull","Chroicocephalus genei",NA,"","",NA,NA,NA,NA,NA,NA
"Black-headed Gull","Chroicocephalus ridibundus",NA,"","",NA,NA,NA,NA,NA,NA
"Brown-headed Gull","Chroicocephalus brunnicephalus",NA,"","",NA,NA,NA,NA,NA,NA
"Little Gull","Hydrocoloeus minutus",NA,"","",NA,NA,NA,NA,NA,NA
"Franklin's Gull","Leucophaeus pipixcan",NA,"","",NA,NA,NA,NA,NA,NA
"White-eyed Gull","Ichthyaetus leucophthalmus",NA,"","",NA,NA,NA,NA,NA,NA
"Sooty Gull","Ichthyaetus hemprichii",NA,"","",NA,NA,NA,NA,NA,NA
"Pallas's Gull","Ichthyaetus ichthyaetus",NA,"","",NA,NA,NA,NA,NA,NA
"Common Gull","Larus canus",NA,"","",NA,NA,NA,NA,NA,NA
"Mongolian Gull","Larus mongolicus",NA,"","",NA,NA,NA,NA,NA,NA
"Caspian Gull","Larus cachinnans",NA,"","",NA,NA,NA,NA,NA,NA
"Lesser Black-backed Gull","Larus fuscus",NA,"","",NA,NA,NA,NA,NA,NA
"Brown Noddy","Anous stolidus",NA,"","",NA,NA,NA,NA,NA,NA
"Black Noddy","Anous minutus",NA,"","",NA,NA,NA,NA,NA,NA
"Lesser Noddy","Anous tenuirostris",NA,"","",NA,NA,NA,NA,NA,NA
"White Tern","Gygis alba",NA,"","",NA,NA,NA,NA,NA,NA
"Sooty Tern","Onychoprion fuscatus",NA,"","",NA,NA,NA,NA,NA,NA
"Bridled Tern","Onychoprion anaethetus",NA,"","",NA,NA,NA,NA,NA,NA
"Little Tern","Sternula albifrons",NA,"","",NA,NA,NA,NA,NA,NA
"Saunders's Tern","Sternula saundersi",NA,"","",NA,NA,NA,NA,NA,NA
"Gull-billed Tern","Gelochelidon nilotica",NA,"","",NA,NA,NA,NA,NA,NA
"Caspian Tern","Hydroprogne caspia",NA,"","",NA,NA,NA,NA,NA,NA
"Black Tern","Chlidonias niger",NA,"","",NA,NA,NA,NA,NA,NA
"White-winged Tern","Chlidonias leucopterus",NA,"","",NA,NA,NA,NA,NA,NA
"Whiskered Tern","Chlidonias hybrida",NA,"","",NA,NA,NA,NA,NA,NA
"Roseate Tern","Sterna dougallii",NA,"","",NA,NA,NA,NA,NA,NA
"Black-naped Tern","Sterna sumatrana",NA,"","",NA,NA,NA,NA,NA,NA
"Common Tern","Sterna hirundo",NA,"","",NA,NA,NA,NA,NA,NA
"Arctic Tern","Sterna paradisaea",NA,"","",NA,NA,NA,NA,NA,NA
"Black-bellied Tern","Sterna acuticauda",NA,"","",NA,NA,NA,NA,NA,NA
"River Tern","Sterna aurantia",NA,"","",NA,NA,NA,NA,NA,NA
"White-cheeked Tern","Sterna repressa",NA,"","",NA,NA,NA,NA,NA,NA
"Great Crested Tern","Thalasseus bergii",NA,"","",NA,NA,NA,NA,NA,NA
"Sandwich Tern","Thalasseus sandvicensis",NA,"","",NA,NA,NA,NA,NA,NA
"Lesser Crested Tern","Thalasseus bengalensis",NA,"","",NA,NA,NA,NA,NA,NA
"Indian Skimmer","Rynchops albicollis",NA,"","",NA,NA,NA,NA,NA,NA
"White-tailed Tropicbird","Phaethon lepturus",NA,"","",NA,NA,NA,NA,NA,NA
"Red-billed Tropicbird","Phaethon aethereus",NA,"","",NA,NA,NA,NA,NA,NA
"Red-tailed Tropicbird","Phaethon rubricauda",NA,"","",NA,NA,NA,NA,NA,NA
"Red-throated Loon","Gavia stellata",NA,"","",NA,NA,NA,NA,NA,NA
"Arctic Loon","Gavia arctica",NA,"","",NA,NA,NA,NA,NA,NA
"Light-mantled Albatross","Phoebetria palpebrata",NA,"","",NA,NA,NA,NA,NA,NA
"Wilson's Storm-Petrel","Oceanites oceanicus",NA,"","",NA,NA,NA,NA,NA,NA
"White-faced Storm-Petrel","Pelagodroma marina",NA,"","",NA,NA,NA,NA,NA,NA
"Black-bellied Storm-Petrel","Fregetta tropica",NA,"","",NA,NA,NA,NA,NA,NA
"Swinhoe's Storm-Petrel","Hydrobates monorhis",NA,"","",NA,NA,NA,NA,NA,NA
"Barau's Petrel","Pterodroma baraui",NA,"","",NA,NA,NA,NA,NA,NA
"Jouanin's Petrel","Bulweria fallax",NA,"","",NA,NA,NA,NA,NA,NA
"Streaked Shearwater","Calonectris leucomelas",NA,"","",NA,NA,NA,NA,NA,NA
"Cory's Shearwater","Calonectris borealis",NA,"","",NA,NA,NA,NA,NA,NA
"Flesh-footed Shearwater","Ardenna carneipes",NA,"","",NA,NA,NA,NA,NA,NA
"Wedge-tailed Shearwater","Ardenna pacifica",NA,"","",NA,NA,NA,NA,NA,NA
"Sooty Shearwater","Ardenna grisea",NA,"","",NA,NA,NA,NA,NA,NA
"Short-tailed Shearwater","Ardenna tenuirostris",NA,"","",NA,NA,NA,NA,NA,NA
"Tropical Shearwater","Puffinus bailloni",NA,"","",NA,NA,NA,NA,NA,NA
"Persian Shearwater","Puffinus persicus",NA,"","",NA,NA,NA,NA,NA,NA
"Asian Openbill","Anastomus oscitans",NA,"","X",1,NA,1,1,9,NA
"Black Stork","Ciconia nigra",NA,"","",NA,NA,NA,NA,NA,NA
"Asian Woolly-necked Stork","Ciconia episcopus",NA,"","",NA,NA,NA,NA,NA,NA
"White Stork","Ciconia ciconia",NA,"","",NA,NA,NA,NA,NA,NA
"Black-necked Stork","Ephippiorhynchus asiaticus",NA,"","",NA,NA,NA,NA,NA,NA
"Lesser Adjutant","Leptoptilos javanicus",NA,"","",NA,NA,NA,NA,NA,NA
"Greater Adjutant","Leptoptilos dubius",NA,"","",NA,NA,NA,NA,NA,NA
"Painted Stork","Mycteria leucocephala",NA,"","",NA,NA,NA,NA,NA,NA
"Lesser Frigatebird","Fregata ariel",NA,"","",NA,NA,NA,NA,NA,NA
"Christmas Island Frigatebird","Fregata andrewsi",NA,"","",NA,NA,NA,NA,NA,NA
"Great Frigatebird","Fregata minor",NA,"","",NA,NA,NA,NA,NA,NA
"Masked Booby","Sula dactylatra",NA,"","",NA,NA,NA,NA,NA,NA
"Brown Booby","Sula leucogaster",NA,"","",NA,NA,NA,NA,NA,NA
"Red-footed Booby","Sula sula",NA,"","",NA,NA,NA,NA,NA,NA
"Oriental Darter","Anhinga melanogaster",NA,"","",NA,NA,NA,NA,NA,NA
"Little Cormorant","Microcarbo niger",NA,"","X",4,NA,0.625,0.25,7.75,3.33536104992148
"Great Cormorant","Phalacrocorax carbo",NA,"","",NA,NA,NA,NA,NA,NA
"Indian Cormorant","Phalacrocorax fuscicollis",NA,"","",NA,NA,NA,NA,NA,NA
"Great White Pelican","Pelecanus onocrotalus",NA,"","",NA,NA,NA,NA,NA,NA
"Spot-billed Pelican","Pelecanus philippensis",NA,"","",NA,NA,NA,NA,NA,NA
"Dalmatian Pelican","Pelecanus crispus",NA,"","",NA,NA,NA,NA,NA,NA
"Eurasian Bittern","Botaurus stellaris",NA,"","",NA,NA,NA,NA,NA,NA
"Yellow Bittern","Botaurus sinensis",NA,"","",NA,NA,NA,NA,NA,NA
"Little Bittern","Botaurus minutus",NA,"","",NA,NA,NA,NA,NA,NA
"Cinnamon Bittern","Botaurus cinnamomeus",NA,"","X",1,NA,1,NA,9,NA
"Black Bittern","Botaurus flavicollis",NA,"","",NA,NA,NA,NA,NA,NA
"Gray Heron","Ardea cinerea",NA,"","",NA,NA,NA,NA,NA,NA
"White-bellied Heron","Ardea insignis",NA,"","",NA,NA,NA,NA,NA,NA
"Goliath Heron","Ardea goliath",NA,"","",NA,NA,NA,NA,NA,NA
"Purple Heron","Ardea purpurea",NA,"","",NA,NA,NA,NA,NA,NA
"Great Egret","Ardea alba",NA,"","X",2,NA,0.5,0.5,10,1.96
"Medium Egret","Ardea intermedia",NA,"","X",5,NA,0.4,0.2,5.4,3.74970078806296
"Chinese Egret","Egretta eulophotes",NA,"","",NA,NA,NA,NA,NA,NA
"Little Egret","Egretta garzetta",NA,"","X",2,NA,0.5,0.5,10,1.96
"Western Reef-Heron","Egretta gularis",NA,"","",NA,NA,NA,NA,NA,NA
"Pacific Reef-Heron","Egretta sacra",NA,"","",NA,NA,NA,NA,NA,NA
"Eastern Cattle-Egret","Ardea coromanda",NA,"","X",6,NA,0.25,0.333333333333333,6.66666666666667,3.02232875629226
"Indian Pond-Heron","Ardeola grayii",NA,"","X",2,NA,0.666666666666667,1,6,5.88
"Chinese Pond-Heron","Ardeola bacchus",NA,"","",NA,NA,NA,NA,NA,NA
"Javan Pond-Heron","Ardeola speciosa",NA,"","",NA,NA,NA,NA,NA,NA
"Striated Heron","Butorides striata",NA,"","",NA,NA,NA,NA,NA,NA
"Black-crowned Night Heron","Nycticorax nycticorax",NA,"","X",3,NA,0.555555555555556,NA,9.33333333333333,1.72855752322887
"White-eared Night Heron","Oroanassa magnifica",NA,"","",NA,NA,NA,NA,NA,NA
"Malayan Night Heron","Gorsachius melanolophus",NA,"","",NA,NA,NA,NA,NA,NA
"Glossy Ibis","Plegadis falcinellus",NA,"","",NA,NA,NA,NA,NA,NA
"Black-headed Ibis","Threskiornis melanocephalus",NA,"","",NA,NA,NA,NA,NA,NA
"Red-naped Ibis","Pseudibis papillosa",NA,"","",NA,NA,NA,NA,NA,NA
"Eurasian Spoonbill","Platalea leucorodia",NA,"","",NA,NA,NA,NA,NA,NA
"Osprey","Pandion haliaetus",NA,"","X",2,NA,NA,NA,9.5,2.94
"Black-winged Kite","Elanus caeruleus",NA,"","X",6,NA,0.291666666666667,0.333333333333333,6.5,3.77861703096075
"Bearded Vulture","Gypaetus barbatus",NA,"","",NA,NA,NA,NA,NA,NA
"Egyptian Vulture","Neophron percnopterus",NA,"","",NA,NA,NA,NA,NA,NA
"European Honey-buzzard","Pernis apivorus",NA,"","",NA,NA,NA,NA,NA,NA
"Oriental Honey-buzzard","Pernis ptilorhynchus",NA,"","X",15,NA,0.258333333333333,0.666666666666667,6.93333333333333,1.73700329431019
"Jerdon's Baza","Aviceda jerdoni",NA,"","X",1,NA,1,NA,8,NA
"Black Baza","Aviceda leuphotes",NA,"","",NA,NA,NA,NA,NA,NA
"Red-headed Vulture","Sarcogyps calvus",NA,"","",NA,NA,NA,NA,NA,NA
"Cinereous Vulture","Aegypius monachus",NA,"","",NA,NA,NA,NA,NA,NA
"White-rumped Vulture","Gyps bengalensis",NA,"","",NA,NA,NA,NA,NA,NA
"Indian Vulture","Gyps indicus",NA,"","",NA,NA,NA,NA,NA,NA
"Slender-billed Vulture","Gyps tenuirostris",NA,"","",NA,NA,NA,NA,NA,NA
"Himalayan Griffon","Gyps himalayensis",NA,"","",NA,NA,NA,NA,NA,NA
"Eurasian Griffon","Gyps fulvus",NA,"","",NA,NA,NA,NA,NA,NA
"Nicobar Serpent-Eagle","Spilornis klossi",NA,"","",NA,NA,NA,NA,NA,NA
"Crested Serpent-Eagle","Spilornis cheela",NA,"","X",13,NA,0.320512820512821,0.692307692307692,7,2.0460593770365
"Andaman Serpent-Eagle","Spilornis elgini",NA,"","",NA,NA,NA,NA,NA,NA
"Short-toed Snake-Eagle","Circaetus gallicus",NA,"","X",1,NA,1,NA,6,NA
"Changeable Hawk-Eagle","Nisaetus cirrhatus",NA,"","",NA,NA,NA,NA,NA,NA
"Mountain Hawk-Eagle","Nisaetus nipalensis",NA,"","X",11,NA,0.261363636363636,0.454545454545455,7.18181818181818,2.02689160706163
"Legge's Hawk-Eagle","Nisaetus kelaarti",NA,"","",NA,NA,NA,NA,NA,NA
"Rufous-bellied Eagle","Lophotriorchis kienerii",NA,"","X",2,NA,0.5,NA,8.5,4.9
"Black Eagle","Ictinaetus malaiensis",NA,"","X",6,NA,0.261904761904762,0.333333333333333,8.66666666666667,2.66188237489521
"Indian Spotted Eagle","Clanga hastata",NA,"","",NA,NA,NA,NA,NA,NA
"Greater Spotted Eagle","Clanga clanga",NA,"","",NA,NA,NA,NA,NA,NA
"Booted Eagle","Hieraaetus pennatus",NA,"","",NA,NA,NA,NA,NA,NA
"Tawny Eagle","Aquila rapax",NA,"","",NA,NA,NA,NA,NA,NA
"Steppe Eagle","Aquila nipalensis",NA,"","",NA,NA,NA,NA,NA,NA
"Imperial Eagle","Aquila heliaca",NA,"","",NA,NA,NA,NA,NA,NA
"Golden Eagle","Aquila chrysaetos",NA,"","",NA,NA,NA,NA,NA,NA
"Bonelli's Eagle","Aquila fasciata",NA,"","",NA,NA,NA,NA,NA,NA
"White-eyed Buzzard","Butastur teesa",NA,"","",NA,NA,NA,NA,NA,NA
"Rufous-winged Buzzard","Butastur liventer",NA,"","",NA,NA,NA,NA,NA,NA
"Gray-faced Buzzard","Butastur indicus",NA,"","",NA,NA,NA,NA,NA,NA
"Western Marsh Harrier","Circus aeruginosus",NA,"","",NA,NA,NA,NA,NA,NA
"Eastern Marsh Harrier","Circus spilonotus",NA,"","",NA,NA,NA,NA,NA,NA
"Hen Harrier","Circus cyaneus",NA,"","",NA,NA,NA,NA,NA,NA
"Pallid Harrier","Circus macrourus",NA,"","",NA,NA,NA,NA,NA,NA
"Pied Harrier","Circus melanoleucos",NA,"","",NA,NA,NA,NA,NA,NA
"Montagu's Harrier","Circus pygargus",NA,"","",NA,NA,NA,NA,NA,NA
"Crested Goshawk","Lophospiza trivirgata",NA,"","X",9,NA,0.333333333333333,0.222222222222222,8.22222222222222,2.37317831370548
"Shikra","Tachyspiza badia",NA,"","X",5,NA,0.3,0.4,8,2.62961594153975
"Nicobar Sparrowhawk","Tachyspiza butleri",NA,"","",NA,NA,NA,NA,NA,NA
"Chinese Sparrowhawk","Tachyspiza soloensis",NA,"","",NA,NA,NA,NA,NA,NA
"Japanese Sparrowhawk","Tachyspiza gularis",NA,"","",NA,NA,NA,NA,NA,NA
"Besra","Tachyspiza virgata",NA,"","X",4,NA,0.4,0.25,10.5,2.5928362848433
"Eurasian Sparrowhawk","Accipiter nisus",NA,"","X",8,NA,0.270833333333333,0.625,7.875,2.17366625773139
"Eurasian Goshawk","Astur gentilis",NA,"","",NA,NA,NA,NA,NA,NA
"Red Kite","Milvus milvus",NA,"","",NA,NA,NA,NA,NA,NA
"Black Kite","Milvus migrans",NA,"","X",1,NA,NA,NA,8,NA
"Brahminy Kite","Haliastur indus",NA,"","",NA,NA,NA,NA,NA,NA
"White-tailed Eagle","Haliaeetus albicilla",NA,"","",NA,NA,NA,NA,NA,NA
"Pallas's Fish-Eagle","Haliaeetus leucoryphus",NA,"","",NA,NA,NA,NA,NA,NA
"White-bellied Sea-Eagle","Icthyophaga leucogaster",NA,"","",NA,NA,NA,NA,NA,NA
"Lesser Fish-Eagle","Icthyophaga humilis",NA,"","",NA,NA,NA,NA,NA,NA
"Gray-headed Fish-Eagle","Icthyophaga ichthyaetus",NA,"","X",2,NA,NA,NA,9.5,2.94
"Rough-legged Hawk","Buteo lagopus",NA,"","",NA,NA,NA,NA,NA,NA
"Common Buzzard","Buteo buteo",NA,"","X",7,NA,0.26530612244898,0.571428571428571,7.14285714285714,3.09692320430025
"Himalayan Buzzard","Buteo refectus",NA,"","",NA,NA,NA,NA,NA,NA
"Long-legged Buzzard","Buteo rufinus",NA,"","",NA,NA,NA,NA,NA,NA
"Upland Buzzard","Buteo hemilasius",NA,"","",NA,NA,NA,NA,NA,NA
"Australasian Grass-Owl","Tyto longimembris",NA,"","",1,NA,1,NA,11,NA
"Eastern Barn Owl","Tyto javanica",NA,"","",NA,NA,NA,NA,NA,NA
"Andaman Masked-Owl","Tyto deroepstorffi",NA,"","",NA,NA,NA,NA,NA,NA
"Oriental Bay-Owl","Phodilus badius",NA,"","",1,NA,1,NA,8,NA
"Sri Lanka Bay-Owl","Phodilus assimilis",NA,"","",NA,NA,NA,NA,NA,NA
"Andaman Scops-Owl","Otus balli",NA,"","",NA,NA,NA,NA,NA,NA
"Mountain Scops-Owl","Otus spilocephalus",NA,"","",5,NA,0.266666666666667,0.2,8,1.63985365200679
"Indian Scops-Owl","Otus bakkamoena",NA,"","",NA,NA,NA,NA,NA,NA
"Collared Scops-Owl","Otus lettia",NA,"","",8,NA,0.291666666666667,0.375,8.625,1.88643181694966
"Nicobar Scops-Owl","Otus alius",NA,"","",NA,NA,NA,NA,NA,NA
"Eurasian Scops-Owl","Otus scops",NA,"","",NA,NA,NA,NA,NA,NA
"Pallid Scops-Owl","Otus brucei",NA,"","",NA,NA,NA,NA,NA,NA
"Oriental Scops-Owl","Otus sunia",NA,"","",4,NA,0.375,0.75,7.5,3.79552367928327
"Eurasian Eagle-Owl","Bubo bubo",NA,"","",NA,NA,NA,NA,NA,NA
"Rock Eagle-Owl","Bubo bengalensis",NA,"","",NA,NA,NA,NA,NA,NA
"Spot-bellied Eagle-Owl","Ketupa nipalensis",NA,"","",NA,NA,NA,NA,NA,NA
"Dusky Eagle-Owl","Ketupa coromanda",NA,"","",NA,NA,NA,NA,NA,NA
"Brown Fish-Owl","Ketupa zeylonensis",NA,"","",NA,NA,NA,NA,NA,NA
"Tawny Fish-Owl","Ketupa flavipes",NA,"","",NA,NA,NA,NA,NA,NA
"Buffy Fish-Owl","Ketupa ketupu",NA,"","",NA,NA,NA,NA,NA,NA
"Asian Barred Owlet","Glaucidium cuculoides",NA,"","X",16,NA,0.3359375,0.75,7.3125,1.3475
"Jungle Owlet","Glaucidium radiatum",NA,"","",NA,NA,NA,NA,NA,NA
"Collared Owlet","Taenioptynx brodiei",NA,"","X",8,NA,0.285714285714286,0.625,8.25,2.50537422354426
"Spotted Owlet","Athene brama",NA,"","",1,NA,1,1,9,NA
"Little Owl","Athene noctua",NA,"","",NA,NA,NA,NA,NA,NA
"Forest Owlet","Athene blewitti",NA,"","",NA,NA,NA,NA,NA,NA
"Mottled Wood-Owl","Strix ocellata",NA,"","",NA,NA,NA,NA,NA,NA
"Brown Wood-Owl","Strix leptogrammica",NA,"","",2,NA,0.5,NA,9.5,2.94
"Tawny Owl","Strix aluco",NA,"","",NA,NA,NA,NA,NA,NA
"Himalayan Owl","Strix nivicolum",NA,"","",NA,NA,NA,NA,NA,NA
"Long-eared Owl","Asio otus",NA,"","",NA,NA,NA,NA,NA,NA
"Short-eared Owl","Asio flammeus",NA,"","",NA,NA,NA,NA,NA,NA
"Boreal Owl","Aegolius funereus",NA,"","",NA,NA,NA,NA,NA,NA
"Andaman Boobook","Ninox affinis",NA,"","",NA,NA,NA,NA,NA,NA
"Brown Boobook","Ninox scutulata",NA,"","",3,NA,0.444444444444444,0.666666666666667,8,4.08006535895362
"Hume's Boobook","Ninox obscura",NA,"","",NA,NA,NA,NA,NA,NA
"Malabar Trogon","Harpactes fasciatus",NA,"","",NA,NA,NA,NA,NA,NA
"Red-headed Trogon","Harpactes erythrocephalus",NA,"","",NA,NA,NA,NA,NA,NA
"Ward's Trogon","Harpactes wardi",NA,"","X",NA,NA,NA,NA,NA,NA
"Eurasian Hoopoe","Upupa epops",NA,"","X",7,NA,0.333333333333333,0.428571428571429,9.57142857142857,1.95332195673593
"Great Hornbill","Buceros bicornis",NA,"","",NA,NA,NA,NA,NA,NA
"Brown Hornbill","Anorrhinus austeni",NA,"","",NA,NA,NA,NA,NA,NA
"Indian Gray Hornbill","Ocyceros birostris",NA,"","",NA,NA,NA,NA,NA,NA
"Malabar Gray Hornbill","Ocyceros griseus",NA,"","",NA,NA,NA,NA,NA,NA
"Malabar Pied-Hornbill","Anthracoceros coronatus",NA,"","",NA,NA,NA,NA,NA,NA
"Oriental Pied-Hornbill","Anthracoceros albirostris",NA,"","X",2,NA,0.5,NA,5.5,6.86
"Rufous-necked Hornbill","Aceros nipalensis",NA,"","",NA,NA,NA,NA,NA,NA
"Wreathed Hornbill","Rhyticeros undulatus",NA,"","",NA,NA,NA,NA,NA,NA
"Narcondam Hornbill","Rhyticeros narcondami",NA,"","",NA,NA,NA,NA,NA,NA
"Blyth's Kingfisher","Alcedo hercules",NA,"","",NA,NA,NA,NA,NA,NA
"Common Kingfisher","Alcedo atthis",NA,"","X",4,NA,0.3,0.25,9,1.38592929112563
"Blue-eared Kingfisher","Alcedo meninting",NA,"","",NA,NA,NA,NA,NA,NA
"Black-backed Dwarf-Kingfisher","Ceyx erithaca",NA,"","",NA,NA,NA,NA,NA,NA
"Rufous-backed Dwarf-Kingfisher","Ceyx rufidorsa",NA,"","",NA,NA,NA,NA,NA,NA
"Brown-winged Kingfisher","Pelargopsis amauroptera",NA,"","",NA,NA,NA,NA,NA,NA
"Stork-billed Kingfisher","Pelargopsis capensis",NA,"","",NA,NA,NA,NA,NA,NA
"Ruddy Kingfisher","Halcyon coromanda",NA,"","",NA,NA,NA,NA,NA,NA
"White-throated Kingfisher","Halcyon smyrnensis",NA,"","X",11,NA,0.298701298701299,0.636363636363636,7.45454545454545,2.03626817958086
"Black-capped Kingfisher","Halcyon pileata",NA,"","",NA,NA,NA,NA,NA,NA
"Collared Kingfisher","Todiramphus chloris",NA,"","",NA,NA,NA,NA,NA,NA
"Crested Kingfisher","Megaceryle lugubris",NA,"","",NA,NA,NA,NA,NA,NA
"Pied Kingfisher","Ceryle rudis",NA,"","",NA,NA,NA,NA,NA,NA
"Blue-bearded Bee-eater","Nyctyornis athertoni",NA,"","X",2,NA,0.625,0.5,9.5,2.94
"Asian Green Bee-eater","Merops orientalis",NA,"","",NA,NA,NA,NA,NA,NA
"Blue-throated Bee-eater","Merops viridis",NA,"","",NA,NA,NA,NA,NA,NA
"Blue-cheeked Bee-eater","Merops persicus",NA,"","",NA,NA,NA,NA,NA,NA
"Blue-tailed Bee-eater","Merops philippinus",NA,"","",NA,NA,NA,NA,NA,NA
"European Bee-eater","Merops apiaster",NA,"","",NA,NA,NA,NA,NA,NA
"Chestnut-headed Bee-eater","Merops leschenaulti",NA,"","X",3,NA,0.333333333333333,0.333333333333333,9,1.96
"European Roller","Coracias garrulus",NA,"","",NA,NA,NA,NA,NA,NA
"Indian Roller","Coracias benghalensis",NA,"","",NA,NA,NA,NA,NA,NA
"Indochinese Roller","Coracias affinis",NA,"","X",6,NA,0.4,0.333333333333333,5.83333333333333,3.17724268999255
"Dollarbird","Eurystomus orientalis",NA,"","X",3,NA,0.416666666666667,0.333333333333333,9.33333333333333,1.72855752322887
"Malabar Barbet","Psilopogon malabaricus",NA,"","",NA,NA,NA,NA,NA,NA
"Coppersmith Barbet","Psilopogon haemacephalus",NA,"","X",2,NA,0.583333333333333,0.5,6,5.88
"Blue-eared Barbet","Psilopogon cyanotis",NA,"","X",6,NA,0.25,0.333333333333333,8.83333333333333,3.33456110721903
"Great Barbet","Psilopogon virens",NA,"","X",21,NA,0.392857142857143,0.80952380952381,6.23809523809524,1.42436574578925
"Lineated Barbet","Psilopogon lineatus",NA,"","X",3,NA,0.416666666666667,NA,6.33333333333333,4.28419316921064
"Brown-headed Barbet","Psilopogon zeylanicus",NA,"","",NA,NA,NA,NA,NA,NA
"White-cheeked Barbet","Psilopogon viridis",NA,"","",NA,NA,NA,NA,NA,NA
"Golden-throated Barbet","Psilopogon franklinii",NA,"","X",12,NA,0.333333333333333,0.666666666666667,8,1.70596102836584
"Blue-throated Barbet","Psilopogon asiaticus",NA,"","X",21,NA,0.422619047619048,0.952380952380952,6.52380952380952,1.40961145158673
"Yellow-rumped Honeyguide","Indicator xanthonotus",NA,"","X",1,NA,1,1,8,NA
"Eurasian Wryneck","Jynx torquilla",NA,"","",NA,NA,NA,NA,NA,NA
"Speckled Piculet","Picumnus innominatus",NA,"","X",6,NA,0.277777777777778,NA,6.33333333333333,2.06602140464334
"White-browed Piculet","Sasia ochracea",NA,"","X",6,NA,0.416666666666667,0.833333333333333,6.66666666666667,2.06602140464334
"Heart-spotted Woodpecker","Hemicircus canente",NA,"","",NA,NA,NA,NA,NA,NA
"Brown-capped Pygmy Woodpecker","Yungipicus nanus",NA,"","",NA,NA,NA,NA,NA,NA
"Gray-capped Pygmy Woodpecker","Yungipicus canicapillus",NA,"","X",4,NA,0.3125,0.25,9.25,3.33536104992148
"Yellow-crowned Woodpecker","Leiopicus mahrattensis",NA,"","",NA,NA,NA,NA,NA,NA
"Brown-fronted Woodpecker","Dendrocoptes auriceps",NA,"","",NA,NA,NA,NA,NA,NA
"Rufous-bellied Woodpecker","Dendrocopos hyperythrus",NA,"","X",4,NA,0.5,0.5,9,3.66682423903846
"Fulvous-breasted Woodpecker","Dendrocopos macei",NA,"","X",6,NA,0.266666666666667,0.5,6,1.60033329861834
"Freckle-breasted Woodpecker","Dendrocopos analis",NA,"","",NA,NA,NA,NA,NA,NA
"Stripe-breasted Woodpecker","Dendrocopos atratus",NA,"","",NA,NA,NA,NA,NA,NA
"Darjeeling Woodpecker","Dendrocopos darjellensis",NA,"","X",5,NA,0.32,NA,9.4,2.94652609016109
"Great Spotted Woodpecker","Dendrocopos major",NA,"","",NA,NA,NA,NA,NA,NA
"Himalayan Woodpecker","Dendrocopos himalayensis",NA,"","",NA,NA,NA,NA,NA,NA
"Sind Woodpecker","Dendrocopos assimilis",NA,"","",NA,NA,NA,NA,NA,NA
"Crimson-naped Woodpecker","Dryobates cathpharius",NA,"","X",3,NA,0.444444444444444,NA,9.33333333333333,1.72855752322887
"Bay Woodpecker","Blythipicus pyrrhotis",NA,"","X",10,NA,0.2375,0.3,7.5,2.36015253744329
"Greater Flameback","Chrysocolaptes guttacristatus",NA,"","X",2,NA,0.5,0.5,9.5,2.94
"White-naped Woodpecker","Chrysocolaptes festivus",NA,"","",NA,NA,NA,NA,NA,NA
"Rufous Woodpecker","Micropternus brachyurus",NA,"","X",2,NA,0.5,NA,9.5,2.94
"Pale-headed Woodpecker","Gecinulus grantia",NA,"","",NA,NA,NA,NA,NA,NA
"Himalayan Flameback","Dinopium shorii",NA,"","",NA,NA,NA,NA,NA,NA
"Common Flameback","Dinopium javanense",NA,"","",NA,NA,NA,NA,NA,NA
"Black-rumped Flameback","Dinopium benghalense",NA,"","",NA,NA,NA,NA,NA,NA
"Lesser Yellownape","Picus chlorolophus",NA,"","X",1,NA,1,1,8,NA
"Streak-throated Woodpecker","Picus xanthopygaeus",NA,"","",NA,NA,NA,NA,NA,NA
"Scaly-bellied Woodpecker","Picus squamatus",NA,"","",NA,NA,NA,NA,NA,NA
"Gray-headed Woodpecker","Picus canus",NA,"","X",4,NA,0.5,0.5,9.25,4.18656183520559
"Greater Yellownape","Chrysophlegma flavinucha",NA,"","X",6,NA,0.266666666666667,0.166666666666667,7.33333333333333,2.80248778369822
