"COMMON.NAME","SCIENTIFIC.NAME","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km"
"Fulvous Whistling-Duck","Dendrocygna bicolor","","","",2,NA,0.5,NA,21.5,6.86
"Lesser Whistling-Duck","Dendrocygna javanica","","X","X",83,0.0963855421686747,0.72289156626506,0.795180722891566,18.7831325301205,1.73841392285915
"Bar-headed Goose","Anser indicus","","","X",7,NA,0.285714285714286,NA,18,6.4298470692026
"Graylag Goose","Anser anser","","","",NA,NA,NA,NA,NA,NA
"Greater White-fronted Goose","Anser albifrons","","","",NA,NA,NA,NA,NA,NA
"Lesser White-fronted Goose","Anser erythropus","","","",NA,NA,NA,NA,NA,NA
"Taiga Bean-Goose","Anser fabalis","","","",NA,NA,NA,NA,NA,NA
"Tundra Bean-Goose","Anser serrirostris","","","",NA,NA,NA,NA,NA,NA
"Red-breasted Goose","Branta ruficollis","","","",NA,NA,NA,NA,NA,NA
"Mute Swan","Cygnus olor","","","",NA,NA,NA,NA,NA,NA
"Tundra Swan","Cygnus columbianus","","","",NA,NA,NA,NA,NA,NA
"Whooper Swan","Cygnus cygnus","","","",NA,NA,NA,NA,NA,NA
"Knob-billed Duck","Sarkidiornis melanotos","","","",22,0.0909090909090909,0.221590909090909,0.409090909090909,20.1818181818182,2.81837496894305
"Ruddy Shelduck","Tadorna ferruginea","","","",1,1,NA,NA,15,NA
"Common Shelduck","Tadorna tadorna","","","",NA,NA,NA,NA,NA,NA
"Cotton Pygmy-Goose","Nettapus coromandelianus","","X","X",56,0.0714285714285714,0.598214285714286,0.607142857142857,20.2321428571429,1.87278098996216
"Mandarin Duck","Aix galericulata","","","",NA,NA,NA,NA,NA,NA
"Baikal Teal","Sibirionetta formosa","","","",NA,NA,NA,NA,NA,NA
"Garganey","Spatula querquedula","","","",43,0.162790697674419,0.619186046511628,0.627906976744186,20.0232558139535,2.13204858105392
"Northern Shoveler","Spatula clypeata","","","",28,NA,0.455357142857143,0.392857142857143,19.3214285714286,2.73132921107274
"Gadwall","Mareca strepera","","","",2,0.5,0.5,NA,20,9.8
"Falcated Duck","Mareca falcata","","","",NA,NA,NA,NA,NA,NA
"Eurasian Wigeon","Mareca penelope","","","",11,NA,0.261363636363636,0.0909090909090909,20.8181818181818,3.93616501703401
"Indian Spot-billed Duck","Anas poecilorhyncha","","","",58,0.120689655172414,0.575431034482759,0.672413793103448,19.2586206896552,1.92081158183295
"Eastern Spot-billed Duck","Anas zonorhyncha","","","",NA,NA,NA,NA,NA,NA
"Mallard","Anas platyrhynchos","","","",NA,NA,NA,NA,NA,NA
"Northern Pintail","Anas acuta","","","",39,0.153846153846154,0.541666666666667,0.564102564102564,20.4358974358974,2.17537214446615
"Green-winged Teal","Anas crecca","","","",31,0.0645161290322581,0.32258064516129,0.161290322580645,20.1290322580645,2.44016666950367
"Andaman Teal","Anas albogularis","","","X",NA,NA,NA,NA,NA,NA
"Marbled Teal","Marmaronetta angustirostris","","","X",NA,NA,NA,NA,NA,NA
"Pink-headed Duck","Rhodonessa caryophyllacea","","","X",NA,NA,NA,NA,NA,NA
"White-winged Duck","Asarcornis scutulata","","","X",NA,NA,NA,NA,NA,NA
"Red-crested Pochard","Netta rufina","","","",NA,NA,NA,NA,NA,NA
"Common Pochard","Aythya ferina","","","",NA,NA,NA,NA,NA,NA
"Ferruginous Duck","Aythya nyroca","","","",1,NA,NA,NA,25,NA
"Baer's Pochard","Aythya baeri","","","X",NA,NA,NA,NA,NA,NA
"Tufted Duck","Aythya fuligula","","","",1,NA,NA,NA,22,NA
"Greater Scaup","Aythya marila","","","",NA,NA,NA,NA,NA,NA
"Long-tailed Duck","Clangula hyemalis","","","",NA,NA,NA,NA,NA,NA
"Common Goldeneye","Bucephala clangula","","","",NA,NA,NA,NA,NA,NA
"Smew","Mergellus albellus","","","",NA,NA,NA,NA,NA,NA
"Common Merganser","Mergus merganser","","","",NA,NA,NA,NA,NA,NA
"Red-breasted Merganser","Mergus serrator","","","",NA,NA,NA,NA,NA,NA
"White-headed Duck","Oxyura leucocephala","","","",NA,NA,NA,NA,NA,NA
"Nicobar Scrubfowl","Megapodius nicobariensis","","","X",NA,NA,NA,NA,NA,NA
"Hill Partridge","Arborophila torqueola","","","X",NA,NA,NA,NA,NA,NA
"Chestnut-breasted Partridge","Arborophila mandellii","","","X",NA,NA,NA,NA,NA,NA
"Rufous-throated Partridge","Arborophila rufogularis","","","",NA,NA,NA,NA,NA,NA
"White-cheeked Partridge","Arborophila atrogularis","","","X",NA,NA,NA,NA,NA,NA
"Snow Partridge","Lerwa lerwa","","","",NA,NA,NA,NA,NA,NA
"Blood Pheasant","Ithaginis cruentus","","","X",NA,NA,NA,NA,NA,NA
"Western Tragopan","Tragopan melanocephalus","","","X",NA,NA,NA,NA,NA,NA
"Satyr Tragopan","Tragopan satyra","","","X",NA,NA,NA,NA,NA,NA
"Blyth's Tragopan","Tragopan blythii","","","X",NA,NA,NA,NA,NA,NA
"Temminck's Tragopan","Tragopan temminckii","","","",NA,NA,NA,NA,NA,NA
"Himalayan Monal","Lophophorus impejanus","","","X",NA,NA,NA,NA,NA,NA
"Sclater's Monal","Lophophorus sclateri","","","X",NA,NA,NA,NA,NA,NA
"Koklass Pheasant","Pucrasia macrolopha","","","",NA,NA,NA,NA,NA,NA
"Tibetan Partridge","Perdix hodgsoniae","","","",NA,NA,NA,NA,NA,NA
"Hume's Pheasant","Syrmaticus humiae","","","",NA,NA,NA,NA,NA,NA
"Cheer Pheasant","Catreus wallichii","","","X",NA,NA,NA,NA,NA,NA
"Kalij Pheasant","Lophura leucomelanos","","","",NA,NA,NA,NA,NA,NA
"Indian Peafowl","Pavo cristatus","","X","X",88,0.0795454545454545,0.744318181818182,0.818181818181818,18.3977272727273,1.70670789130896
"Green Peafowl","Pavo muticus","","","",NA,NA,NA,NA,NA,NA
"Red Spurfowl","Galloperdix spadicea","","X","X",80,0.2125,0.696875,0.775,18.3375,1.79587684499942
"Painted Spurfowl","Galloperdix lunulata","","","X",5,NA,0.4,NA,17.2,6.08547648093393
"Gray Peacock-Pheasant","Polyplectron bicalcaratum","","","",NA,NA,NA,NA,NA,NA
"Mountain Bamboo-Partridge","Bambusicola fytchii","","","",NA,NA,NA,NA,NA,NA
"Red Junglefowl","Gallus gallus","","","",NA,NA,NA,NA,NA,NA
"Gray Junglefowl","Gallus sonneratii","","X","X",72,0.347222222222222,0.758680555555556,0.833333333333333,19.3333333333333,1.81300932620365
"Gray Francolin","Ortygornis pondicerianus","","","",26,0.269230769230769,0.413461538461538,0.423076923076923,18.1538461538462,3.12408980922359
"Swamp Francolin","Ortygornis gularis","","","X",NA,NA,NA,NA,NA,NA
"Chinese Francolin","Francolinus pintadeanus","","","",NA,NA,NA,NA,NA,NA
"Black Francolin","Francolinus francolinus","","","X",NA,NA,NA,NA,NA,NA
"Painted Francolin","Francolinus pictus","","","X",NA,NA,NA,NA,NA,NA
"Tibetan Snowcock","Tetraogallus tibetanus","","","",NA,NA,NA,NA,NA,NA
"Himalayan Snowcock","Tetraogallus himalayensis","","","X",NA,NA,NA,NA,NA,NA
"Blue-breasted Quail","Synoicus chinensis","","","",NA,NA,NA,NA,NA,NA
"Common Quail","Coturnix coturnix","","","",NA,NA,NA,NA,NA,NA
"Japanese Quail","Coturnix japonica","","","",NA,NA,NA,NA,NA,NA
"Rain Quail","Coturnix coromandelica","","","",1,NA,1,NA,6,NA
"Chukar","Alectoris chukar","","","",NA,NA,NA,NA,NA,NA
"Jungle Bush-Quail","Perdicula asiatica","X","X","X",20,0.15,0.2625,0.35,18.95,3.21581810823671
"Rock Bush-Quail","Perdicula argoondah","","","X",NA,NA,NA,NA,NA,NA
"Painted Bush-Quail","Perdicula erythrorhyncha","","","X",24,0.166666666666667,0.34375,0.375,19.75,2.50894313450383
"Manipur Bush-Quail","Perdicula manipurensis","","","X",NA,NA,NA,NA,NA,NA
"Himalayan Quail","Ophrysia superciliosa","","","X",NA,NA,NA,NA,NA,NA
"Greater Flamingo","Phoenicopterus roseus","","","",13,0.307692307692308,0.294871794871795,NA,14.7692307692308,4.96318628966883
"Lesser Flamingo","Phoeniconaias minor","","","",NA,NA,NA,NA,NA,NA
"Little Grebe","Tachybaptus ruficollis","","X","X",71,0.169014084507042,0.573943661971831,0.661971830985915,19.056338028169,1.81200174375774
"Horned Grebe","Podiceps auritus","","","",NA,NA,NA,NA,NA,NA
"Red-necked Grebe","Podiceps grisegena","","","",NA,NA,NA,NA,NA,NA
"Great Crested Grebe","Podiceps cristatus","","","",NA,NA,NA,NA,NA,NA
"Eared Grebe","Podiceps nigricollis","","","",NA,NA,NA,NA,NA,NA
"Rock Pigeon","Columba livia","","","",92,0.304347826086957,0.917119565217391,0.967391304347826,18.0978260869565,1.70645793289743
"Hill Pigeon","Columba rupestris","","","",NA,NA,NA,NA,NA,NA
"Snow Pigeon","Columba leuconota","","","",NA,NA,NA,NA,NA,NA
"Yellow-eyed Pigeon","Columba eversmanni","","","X",NA,NA,NA,NA,NA,NA
"Common Wood-Pigeon","Columba palumbus","","","",NA,NA,NA,NA,NA,NA
"Speckled Wood-Pigeon","Columba hodgsonii","","","",NA,NA,NA,NA,NA,NA
"Ashy Wood-Pigeon","Columba pulchricollis","","","X",NA,NA,NA,NA,NA,NA
"Nilgiri Wood-Pigeon","Columba elphinstonii","X","X","X",38,0.105263157894737,0.421052631578947,0.631578947368421,18.5,2.4692317727692
"Pale-capped Pigeon","Columba punicea","","","X",NA,NA,NA,NA,NA,NA
"Andaman Wood-Pigeon","Columba palumboides","","","X",NA,NA,NA,NA,NA,NA
"European Turtle-Dove","Streptopelia turtur","","","",NA,NA,NA,NA,NA,NA
"Oriental Turtle-Dove","Streptopelia orientalis","","","",46,NA,0.252717391304348,0.456521739130435,21.9782608695652,1.6032172495499
"Eurasian Collared-Dove","Streptopelia decaocto","","","",9,0.222222222222222,0.288888888888889,0.444444444444444,17.8888888888889,5.32220552073464
"Red Collared-Dove","Streptopelia tranquebarica","","","",7,NA,0.285714285714286,0.142857142857143,20.7142857142857,4.11831680827657
"Spotted Dove","Spilopelia chinensis","X","X","X",95,0.410526315789474,0.853947368421053,0.873684210526316,17.7473684210526,1.70807608621751
"Laughing Dove","Spilopelia senegalensis","","","",12,0.0833333333333333,0.302083333333333,0.333333333333333,15.0833333333333,4.3657828159403
"Barred Cuckoo-Dove","Macropygia unchall","","","",NA,NA,NA,NA,NA,NA
"Andaman Cuckoo-Dove","Macropygia rufipennis","","","X",NA,NA,NA,NA,NA,NA
"Namaqua Dove","Oena capensis","","","",NA,NA,NA,NA,NA,NA
"Asian Emerald Dove","Chalcophaps indica","","X","X",84,0.30952380952381,0.732142857142857,0.797619047619048,19.0238095238095,1.65848901410479
"Nicobar Pigeon","Caloenas nicobarica","","","",NA,NA,NA,NA,NA,NA
"Orange-breasted Green-Pigeon","Treron bicinctus","","","",19,0.0526315789473684,0.278195488721804,0.315789473684211,19.9473684210526,3.08440380209927
"Gray-fronted Green-Pigeon","Treron affinis","","X","X",86,0.244186046511628,0.674418604651163,0.813953488372093,18.7558139534884,1.69017626034909
"Andaman Green-Pigeon","Treron chloropterus","","","X",NA,NA,NA,NA,NA,NA
"Ashy-headed Green-Pigeon","Treron phayrei","","","",NA,NA,NA,NA,NA,NA
"Thick-billed Green-Pigeon","Treron curvirostra","","","",NA,NA,NA,NA,NA,NA
"Yellow-footed Green-Pigeon","Treron phoenicopterus","","","",77,0.12987012987013,0.512987012987013,0.597402597402597,19.012987012987,1.73565069659274
"Pin-tailed Green-Pigeon","Treron apicauda","","","",NA,NA,NA,NA,NA,NA
"Wedge-tailed Green-Pigeon","Treron sphenurus","","","",NA,NA,NA,NA,NA,NA
"Green Imperial-Pigeon","Ducula aenea","","","",70,0.1,0.551785714285714,0.628571428571429,19.0571428571429,1.83720872087468
"Nicobar Imperial-Pigeon","Ducula nicobarica","","","X",NA,NA,NA,NA,NA,NA
"Malabar Imperial-Pigeon","Ducula cuprea","","","X",61,0.229508196721311,0.561475409836066,0.655737704918033,19.4754098360656,1.89885748663407
"Mountain Imperial-Pigeon","Ducula badia","","","",NA,NA,NA,NA,NA,NA
"Pied Imperial-Pigeon","Ducula bicolor","","","",NA,NA,NA,NA,NA,NA
"Tibetan Sandgrouse","Syrrhaptes tibetanus","","","",NA,NA,NA,NA,NA,NA
"Pallas's Sandgrouse","Syrrhaptes paradoxus","","","",NA,NA,NA,NA,NA,NA
"Pin-tailed Sandgrouse","Pterocles alchata","","","",NA,NA,NA,NA,NA,NA
"Chestnut-bellied Sandgrouse","Pterocles exustus","","","X",NA,NA,NA,NA,NA,NA
"Spotted Sandgrouse","Pterocles senegallus","","","",NA,NA,NA,NA,NA,NA
"Black-bellied Sandgrouse","Pterocles orientalis","","","",NA,NA,NA,NA,NA,NA
"Painted Sandgrouse","Pterocles indicus","","","X",NA,NA,NA,NA,NA,NA
"Great Indian Bustard","Ardeotis nigriceps","","","X",NA,NA,NA,NA,NA,NA
"Macqueen's Bustard","Chlamydotis macqueenii","","","X",NA,NA,NA,NA,NA,NA
"Bengal Florican","Houbaropsis bengalensis","","","X",NA,NA,NA,NA,NA,NA
"Lesser Florican","Sypheotides indicus","","","X",NA,NA,NA,NA,NA,NA
"Little Bustard","Tetrax tetrax","","","",NA,NA,NA,NA,NA,NA
"Andaman Coucal","Centropus andamanensis","","","X",NA,NA,NA,NA,NA,NA
"Greater Coucal","Centropus sinensis","X","X","X",96,0.489583333333333,0.928385416666667,0.96875,17.59375,1.71679894684949
"Lesser Coucal","Centropus bengalensis","","","",49,0.0408163265306122,0.313775510204082,0.489795918367347,19.3265306122449,2.00806706395313
"Sirkeer Malkoha","Taccocua leschenaultii","","","X",8,NA,0.375,0.625,14,5.07874000122078
"Blue-faced Malkoha","Phaenicophaeus viridirostris","","X","X",66,0.181818181818182,0.462121212121212,0.5,19.6060606060606,1.75607763174781
"Green-billed Malkoha","Phaenicophaeus tristis","","","",NA,NA,NA,NA,NA,NA
"Chestnut-winged Cuckoo","Clamator coromandus","","","",24,0.0416666666666667,0.208333333333333,0.416666666666667,21.9166666666667,2.21320400792072
"Pied Cuckoo","Clamator jacobinus","","","",72,0.0694444444444444,0.460069444444444,0.541666666666667,20.5,1.55749769214367
"Asian Koel","Eudynamys scolopaceus","X","X","X",93,0.365591397849462,0.911290322580645,0.956989247311828,17.9569892473118,1.71043071898762
"Asian Emerald Cuckoo","Chrysococcyx maculatus","","","",NA,NA,NA,NA,NA,NA
"Violet Cuckoo","Chrysococcyx xanthorhynchus","","","",NA,NA,NA,NA,NA,NA
"Horsfield's Bronze-Cuckoo","Chrysococcyx basalis","","","",NA,NA,NA,NA,NA,NA
"Banded Bay Cuckoo","Cacomantis sonneratii","","","",72,0.194444444444444,0.503472222222222,0.722222222222222,19.6944444444444,1.70696299734866
"Plaintive Cuckoo","Cacomantis merulinus","","","",NA,NA,NA,NA,NA,NA
"Gray-bellied Cuckoo","Cacomantis passerinus","","","X",75,0.0933333333333333,0.521666666666667,0.573333333333333,20,1.6260775775738
"Fork-tailed Drongo-Cuckoo","Surniculus dicruroides","","","X",72,0.0555555555555556,0.463541666666667,0.597222222222222,20.4861111111111,1.53366975823252
"Square-tailed Drongo-Cuckoo","Surniculus lugubris","","","",NA,NA,NA,NA,NA,NA
"Large Hawk-Cuckoo","Hierococcyx sparverioides","","","",24,0.0416666666666667,0.15625,0.25,21.5416666666667,1.89860204737578
"Common Hawk-Cuckoo","Hierococcyx varius","","X","X",94,0.297872340425532,0.815159574468085,0.861702127659574,17.8936170212766,1.70186153719218
"Hodgson's Hawk-Cuckoo","Hierococcyx nisicolor","","","",NA,NA,NA,NA,NA,NA
"Lesser Cuckoo","Cuculus poliocephalus","","","",6,NA,0.2,0.166666666666667,22.5,4.9
"Indian Cuckoo","Cuculus micropterus","","","",69,0.144927536231884,0.407608695652174,0.405797101449275,21.0289855072464,1.4988719613609
"Himalayan Cuckoo","Cuculus saturatus","","","",NA,NA,NA,NA,NA,NA
"Common Cuckoo","Cuculus canorus","","","",48,NA,0.309895833333333,0.395833333333333,20.8958333333333,1.80367247092916
"Sri Lanka Frogmouth","Batrachostomus moniliger","","","",38,0.0526315789473684,0.388157894736842,0.631578947368421,19.1578947368421,2.33942750371643
"Hodgson's Frogmouth","Batrachostomus hodgsoni","","","",NA,NA,NA,NA,NA,NA
"Great Eared-Nightjar","Lyncornis macrotis","","","",20,0.2,0.31875,0.5,19.55,3.2564293975231
"Jungle Nightjar","Caprimulgus indicus","","","",46,0.108695652173913,0.361413043478261,0.565217391304348,20.3695652173913,1.9987772990084
"Gray Nightjar","Caprimulgus jotaka","","","",NA,NA,NA,NA,NA,NA
"Eurasian Nightjar","Caprimulgus europaeus","","","",NA,NA,NA,NA,NA,NA
"Sykes's Nightjar","Caprimulgus mahrattensis","","","",NA,NA,NA,NA,NA,NA
"Large-tailed Nightjar","Caprimulgus macrurus","","","",NA,NA,NA,NA,NA,NA
"Andaman Nightjar","Caprimulgus andamanicus","","","",NA,NA,NA,NA,NA,NA
"Jerdon's Nightjar","Caprimulgus atripennis","","","",50,0.06,0.44,0.62,19.14,2.04074480521206
"Indian Nightjar","Caprimulgus asiaticus","","","",36,0.0555555555555556,0.260416666666667,0.388888888888889,18.5277777777778,2.59751928188283
"Savanna Nightjar","Caprimulgus affinis","","","",30,0.1,0.3,0.366666666666667,22.4,2.00807253612633
"White-rumped Needletail","Zoonavena sylvatica","","","X",58,0.241379310344828,0.484913793103448,0.551724137931034,19.6896551724138,1.84656808172772
"White-throated Needletail","Hirundapus caudacutus","","","",NA,NA,NA,NA,NA,NA
"Silver-backed Needletail","Hirundapus cochinchinensis","","","",NA,NA,NA,NA,NA,NA
"Brown-backed Needletail","Hirundapus giganteus","","","",79,0.113924050632911,0.5,0.632911392405063,19.746835443038,1.59231479829557
"Plume-toed Swiftlet","Collocalia affinis","","","",NA,NA,NA,NA,NA,NA
"Indian Swiftlet","Aerodramus unicolor","","X","X",90,0.277777777777778,0.720833333333333,0.844444444444444,18.5222222222222,1.65607190064401
"Himalayan Swiftlet","Aerodramus brevirostris","","","",NA,NA,NA,NA,NA,NA
"White-nest Swiftlet","Aerodramus fuciphagus","","","",NA,NA,NA,NA,NA,NA
"Alpine Swift","Apus melba","","","",83,0.120481927710843,0.536144578313253,0.590361445783133,19.2168674698795,1.6267033647876
"Common Swift","Apus apus","","","",NA,NA,NA,NA,NA,NA
"Pacific Swift","Apus pacificus","","","",NA,NA,NA,NA,NA,NA
"Blyth's Swift","Apus leuconyx","","","",31,0.032258064516129,0.217741935483871,0.290322580645161,22.3548387096774,1.82137150490017
"Dark-rumped Swift","Apus acuticauda","","","X",NA,NA,NA,NA,NA,NA
"Little Swift","Apus affinis","","X","X",93,0.236559139784946,0.740591397849462,0.903225806451613,18.0752688172043,1.68219440584979
"House Swift","Apus nipalensis","","","",NA,NA,NA,NA,NA,NA
"Asian Palm-Swift","Cypsiurus balasiensis","","","",NA,NA,NA,NA,NA,NA
"Crested Treeswift","Hemiprocne coronata","","","X",60,0.316666666666667,0.5375,0.6,19.4833333333333,1.98775926236615
"Water Rail","Rallus aquaticus","","","",NA,NA,NA,NA,NA,NA
"Brown-cheeked Rail","Rallus indicus","","","",NA,NA,NA,NA,NA,NA
"Corn Crake","Crex crex","","","",NA,NA,NA,NA,NA,NA
"Slaty-breasted Rail","Lewinia striata","","","",31,0.0645161290322581,0.342741935483871,0.354838709677419,20.7096774193548,2.32478461737203
"Spotted Crake","Porzana porzana","","","",NA,NA,NA,NA,NA,NA
"Eurasian Moorhen","Gallinula chloropus","","X","X",56,0.125,0.464285714285714,0.446428571428571,19.5892857142857,1.96938095949879
"Eurasian Coot","Fulica atra","","","",44,0.0681818181818182,0.514204545454545,0.522727272727273,20,2.05606039677333
"Gray-headed Swamphen","Porphyrio poliocephalus","","X","X",62,0.129032258064516,0.673387096774194,0.741935483870968,19.6774193548387,1.85989675511312
"White-browed Crake","Poliolimnas cinereus","","","",NA,NA,NA,NA,NA,NA
"Watercock","Gallicrex cinerea","","X","X",50,0.08,0.5575,0.64,20.62,1.92845820281384
"White-breasted Waterhen","Amaurornis phoenicurus","X","X","X",91,0.318681318681319,0.85989010989011,0.923076923076923,18.3626373626374,1.67158752843524
"Andaman Crake","Rallina canningi","","","X",NA,NA,NA,NA,NA,NA
"Red-legged Crake","Rallina fasciata","","","",NA,NA,NA,NA,NA,NA
"Slaty-legged Crake","Rallina eurizonoides","","","",21,0.0952380952380952,0.251700680272109,0.285714285714286,21.047619047619,2.69650967816629
"Ruddy-breasted Crake","Zapornia fusca","","","",53,0.0377358490566038,0.408018867924528,0.452830188679245,20.5660377358491,1.76741778661559
"Brown Crake","Zapornia akool","","","",NA,NA,NA,NA,NA,NA
"Little Crake","Zapornia parva","","","",NA,NA,NA,NA,NA,NA
"Baillon's Crake","Zapornia pusilla","","","",26,0.0384615384615385,0.317307692307692,0.346153846153846,20.1538461538462,2.63566005116848
"Black-tailed Crake","Zapornia bicolor","","","X",NA,NA,NA,NA,NA,NA
