"COMMON.NAME","SCIENTIFIC.NAME","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km"
"Fulvous Whistling-Duck","Dendrocygna bicolor","","","",68,0.0147058823529412,0.283088235294118,0.470588235294118,11.3529411764706,1.39850542544024
"Lesser Whistling-Duck","Dendrocygna javanica","","","",1200,0.0341666666666667,0.339791666666667,0.533333333333333,8.23666666666667,0.291197611069234
"Bar-headed Goose","Anser indicus","","","",502,0.0657370517928287,0.309760956175299,0.402390438247012,9.45617529880478,0.484287987029754
"Graylag Goose","Anser anser","","","",291,0.0893470790378007,0.292096219931271,0.439862542955326,9.86941580756014,0.629644864750819
"Greater White-fronted Goose","Anser albifrons","","","",13,NA,0.217948717948718,0.384615384615385,11.5384615384615,3.15896620045566
"Lesser White-fronted Goose","Anser erythropus","","","",3,NA,NA,NA,7.66666666666667,10.2679393150611
"Taiga Bean-Goose","Anser fabalis","","","",1,NA,NA,NA,9,NA
"Tundra Bean-Goose","Anser serrirostris","","","",1,NA,NA,NA,14,NA
"Red-breasted Goose","Branta ruficollis","","","",4,NA,0.5,0.75,15,5.65803263805833
"Mute Swan","Cygnus olor","","","",NA,NA,NA,NA,NA,NA
"Tundra Swan","Cygnus columbianus","","","",NA,NA,NA,NA,NA,NA
"Whooper Swan","Cygnus cygnus","","","",NA,NA,NA,NA,NA,NA
"Knob-billed Duck","Sarkidiornis melanotos","","","",726,0.0413223140495868,0.307679063360882,0.453168044077135,8.82644628099174,0.386318565888415
"Ruddy Shelduck","Tadorna ferruginea","","","",800,0.07375,0.3128125,0.445,8.53125,0.345407112170983
"Common Shelduck","Tadorna tadorna","","","",46,0.0869565217391304,0.21195652173913,0.282608695652174,11.5869565217391,1.6148514523604
"Cotton Pygmy-Goose","Nettapus coromandelianus","","","",630,0.073015873015873,0.30952380952381,0.412698412698413,9.68095238095238,0.43682219991688
"Mandarin Duck","Aix galericulata","","","",NA,NA,NA,NA,NA,NA
"Baikal Teal","Sibirionetta formosa","","","",3,NA,NA,NA,16.6666666666667,2.84781397644657
"Garganey","Spatula querquedula","","","",657,0.0578386605783866,0.33162100456621,0.462709284627093,10.0091324200913,0.421266087556384
"Northern Shoveler","Spatula clypeata","","","",815,0.0822085889570552,0.326687116564417,0.425766871165644,8.9558282208589,0.368910708627954
"Gadwall","Mareca strepera","","","",620,0.0612903225806452,0.316532258064516,0.454838709677419,8.95483870967742,0.407420604406282
"Falcated Duck","Mareca falcata","","","",13,0.307692307692308,0.179487179487179,0.307692307692308,11.2307692307692,2.72846489991335
"Eurasian Wigeon","Mareca penelope","","","",520,0.075,0.307692307692308,0.398076923076923,9.97307692307692,0.466884759267209
"Indian Spot-billed Duck","Anas poecilorhyncha","","","",1248,0.061698717948718,0.377403846153846,0.564903846153846,8.05288461538461,0.287353784497852
"Eastern Spot-billed Duck","Anas zonorhyncha","","","",2,NA,0.5,NA,12.5,2.94
"Mallard","Anas platyrhynchos","","","",154,0.0909090909090909,0.260551948051948,0.344155844155844,10.0779220779221,0.814511660023849
"Northern Pintail","Anas acuta","","","",807,0.100371747211896,0.319392812887237,0.420074349442379,9.13011152416357,0.370877389770254
"Green-winged Teal","Anas crecca","","","",732,0.0846994535519126,0.317793715846995,0.420765027322404,9.22131147540984,0.390995691472816
"Andaman Teal","Anas albogularis","","","",NA,NA,NA,NA,NA,NA
"Marbled Teal","Marmaronetta angustirostris","","","",5,0.4,NA,NA,15,3.77013527608758
"Pink-headed Duck","Rhodonessa caryophyllacea","","","",NA,NA,NA,NA,NA,NA
"White-winged Duck","Asarcornis scutulata","","","",NA,NA,NA,NA,NA,NA
"Red-crested Pochard","Netta rufina","","","",426,0.0633802816901408,0.293427230046948,0.415492957746479,9.07511737089202,0.491167167096904
"Common Pochard","Aythya ferina","","","",585,0.0871794871794872,0.293376068376068,0.393162393162393,9.16752136752137,0.430915752442574
"Ferruginous Duck","Aythya nyroca","","","",278,0.0683453237410072,0.282374100719424,0.377697841726619,9.91726618705036,0.627982286689986
"Baer's Pochard","Aythya baeri","","","",1,NA,NA,NA,12,NA
"Tufted Duck","Aythya fuligula","","","",337,0.124629080118694,0.285237388724036,0.394658753709199,10.0237388724036,0.579659067959493
"Greater Scaup","Aythya marila","","","",2,NA,NA,NA,19,3.92
"Long-tailed Duck","Clangula hyemalis","","","",NA,NA,NA,NA,NA,NA
"Common Goldeneye","Bucephala clangula","","","",NA,NA,NA,NA,NA,NA
"Smew","Mergellus albellus","","","",NA,NA,NA,NA,NA,NA
"Common Merganser","Mergus merganser","","","",11,0.272727272727273,0.142857142857143,0.181818181818182,10.5454545454545,1.57164040216552
"Red-breasted Merganser","Mergus serrator","","","",NA,NA,NA,NA,NA,NA
"White-headed Duck","Oxyura leucocephala","","","",NA,NA,NA,NA,NA,NA
"Nicobar Megapode","Megapodius nicobariensis","","","",NA,NA,NA,NA,NA,NA
"Hill Partridge","Arborophila torqueola","","","",NA,NA,NA,NA,NA,NA
