"eBird.English.Name.2025","eBird.Scientific.Name.2025","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Avilist.English.Name","Avilist.Scientific.Name","Avibase.ID","Selected.NRL","Generation.Length","No.of.Subspecies","Percent.of.Global.Range","India.Checklist.Sortorder","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","proj2032.lci","proj2032.mean","proj2032.rci","proj2033.lci","proj2033.mean","proj2033.rci","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","rangelci","rangemean","rangerci","SoIB.Latest.Long.Term.Status","SoIB.Latest.Current.Status","SoIB.Latest.Range.Status","SoIB.Latest.Priority.Status","SoIB.Major.Update.Long.Term.Status","SoIB.Major.Update.Current.Status","SoIB.Major.Update.Range.Status","SoIB.Major.Update.Priority.Status"
"Mute Swan","Cygnus olor","mutswa","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Mute Swan","Cygnus olor","Mute Swan","Cygnus olor","Least Concern","Schedule-II","","Appendix II",NA,"Mute Swan","Cygnus olor","avibase-694C127A",NA,12.42,1,NA,11,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tundra Swan","Cygnus columbianus","tunswa","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"No information","No information","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Tundra Swan","Cygnus columbianus","Tundra Swan","Cygnus columbianus","Least Concern","Schedule-II","","Appendix II",NA,"Tundra Swan","Cygnus columbianus","avibase-0BCBA6B9",NA,12.19,1,NA,12,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whooper Swan","Cygnus cygnus","whoswa","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"No information","No information","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Whooper Swan","Cygnus cygnus","Whooper Swan","Cygnus cygnus","Least Concern","Schedule-II","","Appendix II",NA,"Whooper Swan","Cygnus cygnus","avibase-BDDB5670",NA,9.66,1,NA,13,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Knob-billed Duck","Sarkidiornis melanotos","comduc2","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Knob-billed Duck","Sarkidiornis melanotos","Knob-billed Duck","Sarkidiornis melanotos","Least Concern","Schedule-II","Appendix II","Appendix II",250,"Knob-billed Duck","Sarkidiornis melanotos","avibase-3948131B",1,7.38,1,0.052261303,14,"X","X","X",175,0.0742857142857143,0.275714285714286,0.457142857142857,5.67428571428571,0.680118166879506,90.6009309765762,110.417505757982,134.563677454721,87.8689563685444,110.21385402309,138.166903843807,85.0912985188466,109.925938298169,142.096069471418,82.3563491912395,109.763503780468,146.096041946538,79.7393520708658,109.570388210454,150.361058501465,77.1045256161118,109.236688847632,154.88512482355,74.6219050423043,109.109545290058,159.268080019905,72.2095957175497,109.048928593736,164.051670510996,23.031746733746,50.973859230185,88.118351361903,-4.84394683116749,-0.396145895970005,4.05165503922747,837104,837104,837104,"Trend Inconclusive","Trend Inconclusive",NA,"Low","Stable","Trend Inconclusive",NA,"Low"
"Ruddy Shelduck","Tadorna ferruginea","rudshe","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Ruddy Shelduck","Tadorna ferruginea","Ruddy Shelduck","Tadorna ferruginea","Least Concern","Schedule-II","","Appendix II",500,"Ruddy Shelduck","Tadorna ferruginea","avibase-1F9D883E",1,6.41,1,0.108056476,15,"X","X","X",271,0.121771217712177,0.341789667896679,0.468634686346863,5.35424354243542,0.493569356800827,90.6244134668703,103.686999684943,118.219241171743,87.4582125723606,102.037187542834,118.544022045431,84.3610118829907,100.338299659973,118.99126479065,81.3738719290912,98.7078240831853,119.555819696538,78.3455490588928,97.1762611582358,120.071008463078,75.4826642911075,95.6194602194144,120.599213784352,72.7033289338063,94.056699083809,121.296141842359,70.068920929107,92.6032262781553,121.925458251276,-21.4952843446415,-7.6110289947111,6.792052632043,-3.88622361705615,-1.68648232322002,0.5132589706161,925979,925979,925979,"Stable","Trend Inconclusive",NA,"Moderate","Decline","Trend Inconclusive",NA,"Moderate"
"Common Shelduck","Tadorna tadorna","comshe","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Common Shelduck","Tadorna tadorna","Common Shelduck","Tadorna tadorna","Least Concern","Schedule-II","","Appendix II",1000,"Common Shelduck","Tadorna tadorna","avibase-5EAB32D3",1,10.05,1,0.009668316,16,"","","",31,0.258064516129032,0.258064516129032,0.258064516129032,5.35483870967742,1.28396653883222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cotton Pygmy-Goose","Nettapus coromandelianus","copgoo1","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Cotton Pygmy-Goose","Nettapus coromandelianus","Cotton Pygmy-goose","Nettapus coromandelianus","Least Concern","Schedule-I","","Appendix II",1000,"Cotton Pygmy Goose","Nettapus coromandelianus","avibase-90AAE188",1,4.73,1,0.266820641,17,"X","X","X",191,0.115183246073298,0.276832460732984,0.413612565445026,6,0.677184191575211,73.5018886564481,86.8904046949465,102.798859006387,71.4584609652001,86.570304363964,104.922736357451,69.4309239576949,86.2309158662351,107.178190539131,67.4078757904572,85.8556151673807,109.68563039636,65.4519463755981,85.4951354827642,112.116178928433,63.5294970958095,85.230787363634,114.611828290656,61.6269607813985,84.8285043034615,117.257899519516,59.8168079644613,84.4558930737112,119.893486762714,-66.2623491484193,-61.2196752820563,-55.1159372030756,-1.1232582235593,-0.161073142872501,0.801111937814302,1346555,1347165,1347775,"Rapid Decline","Stable",NA,"Moderate","Rapid Decline","Trend Inconclusive",NA,"Moderate"
"Mandarin Duck","Aix galericulata","manduc","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Mandarin Duck","Aix galericulata","Mandarin Duck","Aix galericulata","Least Concern","Schedule-II","","Appendix II",NA,"Mandarin Duck","Aix galericulata","avibase-E1714A09",NA,5.1,1,NA,18,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baikal Teal","Sibirionetta formosa","baitea","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Baikal Teal","Sibirionetta formosa","Baikal Teal","Sibirionetta formosa","Least Concern","Schedule-II","Appendix II","Appendix I",NA,"Baikal Teal","Sibirionetta formosa","avibase-63EABB42",1,5.08,1,NA,19,"","","",2,NA,NA,NA,2,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garganey","Spatula querquedula","gargan","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Garganey","Spatula querquedula","Garganey","Spatula querquedula","Least Concern","Schedule-II","","Appendix II",NA,"Garganey","Spatula querquedula","avibase-F577BA0F",1,4.33,1,0.068281817,20,"X","X","X",193,0.129533678756477,0.278497409326425,0.33160621761658,5.64766839378238,0.631770735840755,82.4993992952379,93.87974629569,106.969575800369,80.1373058943597,92.9563561103406,108.091576398818,77.777182752179,92.0837706278098,109.133552589253,75.4913374731104,91.2677221696932,110.236630975296,73.1008474332105,90.4271942667098,111.295378318685,70.8871284021857,89.4577903713643,112.36058446729,68.782033849089,88.6700136194442,113.427306384339,66.7927195949197,87.7290893433586,114.595511346389,1.603221633771,20.696681837065,46.677542616155,-3.75114557005868,-1.20230196308808,1.34654164388252,836349,836349,836349,"Trend Inconclusive","Stable",NA,"High","Stable","Trend Inconclusive",NA,"Low"
"Northern Shoveler","Spatula clypeata","norsho","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Northern Shoveler","Spatula clypeata","Northern Shoveler","Spatula clypeata","Least Concern","Schedule-II","","Appendix II",NA,"Northern Shoveler","Spatula clypeata","avibase-ED4CE8E7",1,4.64,1,0.060237558,21,"X","X","X",209,0.133971291866029,0.317583732057416,0.411483253588517,5.50239234449761,0.609675495420512,96.7529701462308,108.658895512487,121.797813206635,95.0212774010857,108.422177570799,123.555571370887,93.2047814443239,108.220619207456,125.555229594459,91.3170319408611,108.002949867929,127.616186314525,89.5733199921346,107.779711721845,129.743213478004,87.7517592087071,107.500672543052,131.899622531341,86.1003676464738,107.342255902558,134.311338330433,84.4031932451399,107.122572424633,136.488708493505,-5.66961225161219,10.698198317393,32.173230096453,-2.26163307296144,-0.200705496627519,1.8602220797064,1220127,1220634,1221141,"Stable","Stable",NA,"Moderate","Trend Inconclusive","Stable",NA,"Low"
"Gadwall","Mareca strepera","gadwal","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Gadwall","Mareca strepera","Gadwall","Mareca strepera","Least Concern","Schedule-II","","Appendix II",3000,"Gadwall","Mareca strepera","avibase-C235A4D7",1,4.41,1,0.058851355,22,"X","X","X",187,0.117647058823529,0.303475935828877,0.401069518716578,5.09625668449198,0.582706167016784,106.727669601295,118.836963618409,132.04206827507,106.224826384884,120.138920008216,135.776434586558,105.691539473609,121.45011866659,139.586627761251,105.086172479783,122.836147079097,143.392994883589,104.503089306514,124.23248848413,147.363319654531,103.942018445006,125.633184807457,151.479317883089,103.409749080696,127.088365156715,155.682890249107,102.821534837602,128.62303706745,160.099761127932,1.616488101822,18.905323646602,42.377853802942,-0.68910609233661,1.24833536177127,3.18577681587915,1097481,1098019,1098557,"Trend Inconclusive","Stable",NA,"Moderate","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Falcated Duck","Mareca falcata","falduc","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",1,NA,NA,"Falcated Duck","Mareca falcata","Falcated Duck","Mareca falcata","Least Concern","Schedule-II","","Appendix II",NA,"Falcated Duck","Mareca falcata","avibase-978D4485",1,4.73,1,0.038758708,23,"","","X",12,0.583333333333333,0.177083333333333,0.333333333333333,5.91666666666667,2.38173584945217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36284,36680,37076,"Insufficient Data","Insufficient Data",NA,"Moderate","Insufficient Data","Insufficient Data",NA,"Moderate"
"Eurasian Wigeon","Mareca penelope","eurwig","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Eurasian Wigeon","Mareca penelope","Eurasian Wigeon","Mareca penelope","Least Concern","Schedule-II","","Appendix II",2500,"Eurasian Wigeon","Mareca penelope","avibase-15EE0D36",1,4.73,1,0.045892686,24,"X","X","X",168,0.136904761904762,0.27827380952381,0.31547619047619,5.65476190476191,0.647294949640173,151.317883956611,170.888323638296,192.966821607203,155.64197277531,179.055026321419,206.079710774256,159.949459994278,187.605675806629,219.830317871258,164.423261360844,196.491761121475,234.558674374791,168.921560215579,205.785043243231,250.161565317296,173.636829029114,215.68304059491,266.917782300283,178.226520466353,225.909434124023,285.045821635264,182.739075199223,236.423431945128,304.352707223093,-5.3327376185082,11.93955935788,33.024815019727,2.23639846054808,3.97858034042675,5.72076222030542,906442,906969,907496,"Stable","Increase",NA,"Moderate","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Indian Spot-billed Duck","Anas poecilorhyncha","isbduc1","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Indian Spot-billed Duck","Anas poecilorhyncha","Indian Spot-billed Duck","Anas poecilorhyncha","Least Concern","Schedule-II","","Appendix II",1000,"Indian Spot-billed Duck","Anas poecilorhyncha","avibase-759C5EB8",1,6.38,2,0.472695361,25,"X","X","X",335,0.0985074626865672,0.351119402985075,0.53134328358209,5.37910447761194,0.474758732318875,103.119198909405,110.302520925143,117.887479668042,103.856645210209,112.168237632013,121.166994579735,104.527538166966,114.073625274869,124.496100804049,105.11174661402,115.963146709439,127.875200389942,105.845185355066,117.90942504718,131.397220824764,106.481052083132,119.856434754071,135.073748362616,107.07050522885,121.850098854314,138.722637767926,107.759147624248,123.86395608956,142.574379418114,22.717158258779,39.525777413388,59.41892708724,0.717823522888989,2.15140487379616,3.58498622470332,1729933,1730287,1730641,"Trend Inconclusive","Trend Inconclusive",NA,"Low","Stable","Stable",NA,"Low"
"Eastern Spot-billed Duck","Anas zonorhyncha","spbduc","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,NA,NA,"24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Eastern Spot-billed Duck","Anas zonorhyncha","Eastern Spot-billed Duck","Anas zonorhyncha","Least Concern","Schedule-II","","Appendix II",NA,"Eastern Spot-billed Duck","Anas zonorhyncha","avibase-E21470F9",1,6.16,1,NA,26,"","","",4,NA,0.375,0.25,6.25,3.69941887328267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
