"COMMON.NAME","SCIENTIFIC.NAME","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km"
"Fulvous Whistling-Duck","Dendrocygna bicolor","","","X",5,NA,0.56,0.8,12,6.70423149958293
"Lesser Whistling-Duck","Dendrocygna javanica","","","X",51,0.0392156862745098,0.232843137254902,0.568627450980392,5.2156862745098,1.13865872517888
"Bar-headed Goose","Anser indicus","","","X",10,NA,0.3,0.4,9.2,4.10925373057228
"Graylag Goose","Anser anser","","","X",7,NA,0.333333333333333,0.428571428571429,11.7142857142857,4.64045974733826
"Greater White-fronted Goose","Anser albifrons","","","",NA,NA,NA,NA,NA,NA
"Lesser White-fronted Goose","Anser erythropus","","","",NA,NA,NA,NA,NA,NA
"Taiga Bean-Goose","Anser fabalis","","","",NA,NA,NA,NA,NA,NA
"Tundra Bean-Goose","Anser serrirostris","","","",NA,NA,NA,NA,NA,NA
"Red-breasted Goose","Branta ruficollis","","","",NA,NA,NA,NA,NA,NA
"Mute Swan","Cygnus olor","","","",NA,NA,NA,NA,NA,NA
"Tundra Swan","Cygnus columbianus","","","",NA,NA,NA,NA,NA,NA
"Whooper Swan","Cygnus cygnus","","","",NA,NA,NA,NA,NA,NA
"Knob-billed Duck","Sarkidiornis melanotos","","","X",7,NA,0.321428571428571,0.285714285714286,9.57142857142857,4.58379755224857
"Ruddy Shelduck","Tadorna ferruginea","","","X",22,0.0909090909090909,0.24025974025974,0.636363636363636,6.90909090909091,2.13818181818182
"Common Shelduck","Tadorna tadorna","","","",NA,NA,NA,NA,NA,NA
"Cotton Pygmy-Goose","Nettapus coromandelianus","","","X",17,0.0588235294117647,0.352941176470588,0.470588235294118,8.11764705882353,2.69372807355458
"Mandarin Duck","Aix galericulata","","","",NA,NA,NA,NA,NA,NA
"Baikal Teal","Sibirionetta formosa","","","",NA,NA,NA,NA,NA,NA
"Garganey","Spatula querquedula","","","X",9,NA,0.425925925925926,0.444444444444444,9.55555555555556,4.52773565079243
"Northern Shoveler","Spatula clypeata","","","X",13,NA,0.326923076923077,0.615384615384615,9.15384615384615,3.23773778379403
"Gadwall","Mareca strepera","","","X",20,NA,0.364285714285714,0.7,7.5,2.43603387756237
"Falcated Duck","Mareca falcata","","","X",1,NA,1,NA,8,NA
"Eurasian Wigeon","Mareca penelope","","","X",6,0.166666666666667,0.4,0.333333333333333,10.5,4.71351814819179
"Indian Spot-billed Duck","Anas poecilorhyncha","","","X",9,NA,0.311111111111111,0.222222222222222,9,4.94336367713771
"Eastern Spot-billed Duck","Anas zonorhyncha","","","",NA,NA,NA,NA,NA,NA
"Mallard","Anas platyrhynchos","","","X",5,0.2,0.4,0.4,10.4,6.24745196059962
"Northern Pintail","Anas acuta","","","X",18,NA,0.30952380952381,0.388888888888889,7.72222222222222,2.72068453302654
"Green-winged Teal","Anas crecca","","","X",11,NA,0.431818181818182,0.454545454545455,8.36363636363636,3.98426657809053
"Andaman Teal","Anas albogularis","","","",NA,NA,NA,NA,NA,NA
"Marbled Teal","Marmaronetta angustirostris","","","",NA,NA,NA,NA,NA,NA
"Pink-headed Duck","Rhodonessa caryophyllacea","","","",NA,NA,NA,NA,NA,NA
"White-winged Duck","Asarcornis scutulata","","","",NA,NA,NA,NA,NA,NA
"Red-crested Pochard","Netta rufina","","","X",12,NA,0.357142857142857,0.583333333333333,7.41666666666667,3.7721289168925
"Common Pochard","Aythya ferina","","","X",11,0.0909090909090909,0.350649350649351,0.636363636363636,9.45454545454546,3.55917903060535
"Ferruginous Duck","Aythya nyroca","","","X",11,NA,0.363636363636364,0.818181818181818,8.45454545454546,3.94985326644501
"Baer's Pochard","Aythya baeri","","","",NA,NA,NA,NA,NA,NA
"Tufted Duck","Aythya fuligula","","","X",8,NA,0.5,0.625,10.375,4.80010676964586
"Greater Scaup","Aythya marila","","","",NA,NA,NA,NA,NA,NA
"Long-tailed Duck","Clangula hyemalis","","","",NA,NA,NA,NA,NA,NA
"Common Goldeneye","Bucephala clangula","","","",NA,NA,NA,NA,NA,NA
"Smew","Mergellus albellus","","","",NA,NA,NA,NA,NA,NA
"Common Merganser","Mergus merganser","","","X",1,NA,NA,NA,3,NA
"Red-breasted Merganser","Mergus serrator","","","",NA,NA,NA,NA,NA,NA
"White-headed Duck","Oxyura leucocephala","","","",NA,NA,NA,NA,NA,NA
"Nicobar Megapode","Megapodius nicobariensis","","","",NA,NA,NA,NA,NA,NA
"Hill Partridge","Arborophila torqueola","","","",NA,NA,NA,NA,NA,NA
"Chestnut-breasted Partridge","Arborophila mandellii","","","",NA,NA,NA,NA,NA,NA
"Rufous-throated Partridge","Arborophila rufogularis","","","",NA,NA,NA,NA,NA,NA
"White-cheeked Partridge","Arborophila atrogularis","","","",NA,NA,NA,NA,NA,NA
"Snow Partridge","Lerwa lerwa","","","",NA,NA,NA,NA,NA,NA
"Blood Pheasant","Ithaginis cruentus","","","",NA,NA,NA,NA,NA,NA
"Western Tragopan","Tragopan melanocephalus","","","",NA,NA,NA,NA,NA,NA
"Satyr Tragopan","Tragopan satyra","","","",NA,NA,NA,NA,NA,NA
"Blyth's Tragopan","Tragopan blythii","","","",NA,NA,NA,NA,NA,NA
"Temminck's Tragopan","Tragopan temminckii","","","",NA,NA,NA,NA,NA,NA
"Himalayan Monal","Lophophorus impejanus","","","",NA,NA,NA,NA,NA,NA
"Sclater's Monal","Lophophorus sclateri","","","",NA,NA,NA,NA,NA,NA
"Koklass Pheasant","Pucrasia macrolopha","","","",NA,NA,NA,NA,NA,NA
"Tibetan Partridge","Perdix hodgsoniae","","","",NA,NA,NA,NA,NA,NA
"Hume's Pheasant","Syrmaticus humiae","","","",NA,NA,NA,NA,NA,NA
"Cheer Pheasant","Catreus wallichii","","","",NA,NA,NA,NA,NA,NA
"Kalij Pheasant","Lophura leucomelanos","","","X",3,NA,0.333333333333333,0.333333333333333,1.66666666666667,1.30666666666667
"Indian Peafowl","Pavo cristatus","","","X",14,NA,0.173469387755102,0.214285714285714,4.28571428571429,1.92115349965347
"Green Peafowl","Pavo muticus","","","",NA,NA,NA,NA,NA,NA
"Red Spurfowl","Galloperdix spadicea","","","",NA,NA,NA,NA,NA,NA
"Painted Spurfowl","Galloperdix lunulata","","","X",1,NA,1,NA,13,NA
"Gray Peacock-Pheasant","Polyplectron bicalcaratum","","","",NA,NA,NA,NA,NA,NA
"Mountain Bamboo-Partridge","Bambusicola fytchii","","","",NA,NA,NA,NA,NA,NA
"Red Junglefowl","Gallus gallus","","","X",10,NA,0.275,0.1,5,4.13204280928668
"Gray Junglefowl","Gallus sonneratii","","","",NA,NA,NA,NA,NA,NA
"Gray Francolin","Ortygornis pondicerianus","","","X",38,NA,0.24812030075188,0.5,5.10526315789474,1.53785983176935
"Swamp Francolin","Ortygornis gularis","","","",NA,NA,NA,NA,NA,NA
"Chinese Francolin","Francolinus pintadeanus","","","",NA,NA,NA,NA,NA,NA
"Black Francolin","Francolinus francolinus","","","X",9,NA,0.277777777777778,0.444444444444444,7.11111111111111,4.12486288586184
