"eBird.English.Name.2024","SoIB.Major.Update.Long.Term.Status","SoIB.Major.Update.Current.Status","SoIB.Major.Update.Range.Status","SoIB.Major.Update.Priority.Status"
"Nordmann's Greenshank",NA,NA,NA,NA
"Marsh Sandpiper","Insufficient Data","Insufficient Data",NA,"Low"
"Wood Sandpiper","Insufficient Data","Trend Inconclusive",NA,"Low"
"Common Redshank","Insufficient Data","Insufficient Data",NA,"Low"
"Small Buttonquail",NA,NA,NA,NA
"Yellow-legged Buttonquail","Insufficient Data","Insufficient Data",NA,"Moderate"
"Barred Buttonquail","Insufficient Data","Insufficient Data",NA,"Low"
"Crab-Plover",NA,NA,NA,NA
"Cream-colored Courser",NA,NA,NA,NA
"Indian Courser","Insufficient Data","Insufficient Data",NA,"Moderate"
"Jerdon's Courser",NA,NA,NA,NA
"Collared Pratincole",NA,NA,NA,NA
"Oriental Pratincole","Insufficient Data","Insufficient Data",NA,"Low"
"Small Pratincole","Insufficient Data","Insufficient Data",NA,"Low"
"South Polar Skua",NA,NA,NA,NA
"Brown Skua",NA,NA,NA,NA
"Pomarine Jaeger",NA,NA,NA,NA
"Parasitic Jaeger",NA,NA,NA,NA
"Long-tailed Jaeger",NA,NA,NA,NA
"Black-legged Kittiwake",NA,NA,NA,NA
"Sabine's Gull",NA,NA,NA,NA
"Slender-billed Gull","Insufficient Data","Insufficient Data",NA,"Low"
"Black-headed Gull","Insufficient Data","Insufficient Data",NA,"Low"
"Brown-headed Gull","Insufficient Data","Insufficient Data",NA,"Low"
"Little Gull",NA,NA,NA,NA
"Franklin's Gull",NA,NA,NA,NA
"White-eyed Gull",NA,NA,NA,NA
"Sooty Gull",NA,NA,NA,NA
"Pallas's Gull","Insufficient Data","Insufficient Data",NA,"Low"
"Common Gull",NA,NA,NA,NA
"Mongolian Gull",NA,NA,NA,NA
"Caspian Gull",NA,NA,NA,NA
"Lesser Black-backed Gull","Insufficient Data","Insufficient Data",NA,"Low"
"Brown Noddy",NA,NA,NA,NA
"Black Noddy",NA,NA,NA,NA
"Lesser Noddy",NA,NA,NA,NA
"White Tern",NA,NA,NA,NA
"Sooty Tern",NA,NA,NA,NA
"Bridled Tern",NA,NA,NA,NA
"Little Tern","Insufficient Data","Insufficient Data",NA,"Low"
"Saunders's Tern",NA,NA,NA,NA
"Gull-billed Tern","Insufficient Data","Insufficient Data",NA,"Low"
"Caspian Tern","Insufficient Data","Insufficient Data",NA,"Low"
"Black Tern",NA,NA,NA,NA
"White-winged Tern",NA,NA,NA,NA
"Whiskered Tern","Insufficient Data","Insufficient Data",NA,"Low"
"Roseate Tern",NA,NA,NA,NA
"Black-naped Tern",NA,NA,NA,NA
"Common Tern","Insufficient Data","Insufficient Data",NA,"Moderate"
"Arctic Tern",NA,NA,NA,NA
"Black-bellied Tern","Insufficient Data","Insufficient Data",NA,"High"
"River Tern","Insufficient Data","Insufficient Data",NA,"Moderate"
"White-cheeked Tern",NA,NA,NA,NA
"Great Crested Tern","Insufficient Data","Insufficient Data",NA,"Low"
"Sandwich Tern","Insufficient Data","Insufficient Data",NA,"Moderate"
"Lesser Crested Tern","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Skimmer","Insufficient Data","Insufficient Data",NA,"High"
"White-tailed Tropicbird",NA,NA,NA,NA
"Red-billed Tropicbird",NA,NA,NA,NA
"Red-tailed Tropicbird",NA,NA,NA,NA
"Red-throated Loon",NA,NA,NA,NA
"Arctic Loon",NA,NA,NA,NA
"Light-mantled Albatross",NA,NA,NA,NA
"Wilson's Storm-Petrel",NA,NA,NA,NA
"White-faced Storm-Petrel",NA,NA,NA,NA
"Black-bellied Storm-Petrel",NA,NA,NA,NA
"Swinhoe's Storm-Petrel",NA,NA,NA,NA
"Barau's Petrel",NA,NA,NA,NA
"Jouanin's Petrel",NA,NA,NA,NA
"Streaked Shearwater",NA,NA,NA,NA
"Cory's Shearwater",NA,NA,NA,NA
"Flesh-footed Shearwater",NA,NA,NA,NA
"Wedge-tailed Shearwater",NA,NA,NA,NA
"Sooty Shearwater",NA,NA,NA,NA
"Short-tailed Shearwater",NA,NA,NA,NA
"Tropical Shearwater",NA,NA,NA,NA
"Persian Shearwater",NA,NA,NA,NA
"Asian Openbill","Insufficient Data","Stable",NA,"Low"
"Black Stork","Insufficient Data","Insufficient Data",NA,"Low"
"Asian Woolly-necked Stork","Insufficient Data","Insufficient Data",NA,"Moderate"
"White Stork",NA,NA,NA,NA
"Black-necked Stork","Insufficient Data","Insufficient Data",NA,"Moderate"
"Lesser Adjutant","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Greater Adjutant","Insufficient Data","Insufficient Data",NA,"High"
"Painted Stork","Insufficient Data","Insufficient Data",NA,"Moderate"
"Lesser Frigatebird",NA,NA,NA,NA
"Christmas Island Frigatebird",NA,NA,NA,NA
"Great Frigatebird",NA,NA,NA,NA
"Masked Booby",NA,NA,NA,NA
"Brown Booby",NA,NA,NA,NA
"Red-footed Booby",NA,NA,NA,NA
"Oriental Darter","Insufficient Data","Insufficient Data",NA,"Moderate"
"Little Cormorant","Insufficient Data","Stable",NA,"Low"
"Great Cormorant","Insufficient Data","Rapid Decline",NA,"Moderate"
"Indian Cormorant","Insufficient Data","Rapid Decline",NA,"Moderate"
"Great White Pelican",NA,NA,NA,NA
"Spot-billed Pelican","Insufficient Data","Insufficient Data",NA,"Moderate"
"Dalmatian Pelican",NA,NA,NA,NA
"Eurasian Bittern",NA,NA,NA,NA
"Yellow Bittern","Insufficient Data","Trend Inconclusive",NA,"Low"
"Little Bittern",NA,NA,NA,NA
"Cinnamon Bittern","Insufficient Data","Decline",NA,"Moderate"
"Black Bittern","Insufficient Data","Insufficient Data",NA,"Low"
"Gray Heron","Insufficient Data","Decline",NA,"Moderate"
"White-bellied Heron",NA,NA,NA,NA
"Goliath Heron","Insufficient Data","Insufficient Data",NA,"Low"
"Purple Heron","Insufficient Data","Stable",NA,"Low"
"Great Egret","Insufficient Data","Trend Inconclusive",NA,"Low"
"Medium Egret","Insufficient Data","Trend Inconclusive",NA,"Low"
"Chinese Egret",NA,NA,NA,NA
"Little Egret","Insufficient Data","Trend Inconclusive",NA,"Low"
"Western Reef-Heron","Insufficient Data","Insufficient Data",NA,"Low"
"Pacific Reef-Heron",NA,NA,NA,NA
"Eastern Cattle-Egret","Stable","Trend Inconclusive",NA,"Low"
"Indian Pond-Heron","Stable","Stable",NA,"Low"
"Chinese Pond-Heron",NA,NA,NA,NA
"Javan Pond-Heron",NA,NA,NA,NA
"Striated Heron","Insufficient Data","Insufficient Data",NA,"Low"
"Black-crowned Night Heron","Insufficient Data","Trend Inconclusive",NA,"Low"
"White-eared Night Heron",NA,NA,NA,NA
"Malayan Night Heron",NA,NA,NA,NA
"Glossy Ibis","Insufficient Data","Insufficient Data",NA,"Low"
"Black-headed Ibis","Insufficient Data","Rapid Decline",NA,"Moderate"
"Red-naped Ibis","Insufficient Data","Insufficient Data",NA,"Moderate"
"Eurasian Spoonbill","Insufficient Data","Insufficient Data",NA,"Low"
"Osprey","Insufficient Data","Trend Inconclusive",NA,"Low"
"Black-winged Kite","Insufficient Data","Decline",NA,"Moderate"
"Bearded Vulture","Insufficient Data","Insufficient Data",NA,"Moderate"
"Egyptian Vulture","Insufficient Data","Insufficient Data",NA,"High"
"European Honey-buzzard",NA,NA,NA,NA
"Oriental Honey-buzzard","Insufficient Data","Rapid Decline",NA,"Moderate"
"Jerdon's Baza","Insufficient Data","Trend Inconclusive",NA,"Low"
"Black Baza","Insufficient Data","Insufficient Data",NA,"Moderate"
"Red-headed Vulture","Insufficient Data","Insufficient Data",NA,"High"
"Cinereous Vulture","Insufficient Data","Insufficient Data",NA,"Moderate"
"White-rumped Vulture","Insufficient Data","Insufficient Data",NA,"High"
"Indian Vulture","Insufficient Data","Insufficient Data",NA,"High"
"Slender-billed Vulture","Insufficient Data","Insufficient Data",NA,"High"
"Himalayan Griffon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Eurasian Griffon","Insufficient Data","Insufficient Data",NA,"Low"
"Nicobar Serpent-Eagle",NA,NA,NA,NA
"Crested Serpent-Eagle","Insufficient Data","Decline",NA,"Moderate"
"Andaman Serpent-Eagle",NA,NA,NA,NA
"Short-toed Snake-Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"Changeable Hawk-Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"Mountain Hawk-Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Legge's Hawk-Eagle",NA,NA,NA,NA
"Rufous-bellied Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Black Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Spotted Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Greater Spotted Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Booted Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"Tawny Eagle",NA,NA,NA,NA
"Steppe Eagle","Insufficient Data","Insufficient Data",NA,"High"
"Imperial Eagle",NA,NA,NA,NA
"Golden Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"Bonelli's Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"White-eyed Buzzard","Insufficient Data","Insufficient Data",NA,"Low"
"Rufous-winged Buzzard",NA,NA,NA,NA
"Gray-faced Buzzard",NA,NA,NA,NA
"Western Marsh Harrier","Insufficient Data","Insufficient Data",NA,"Low"
"Eastern Marsh Harrier",NA,NA,NA,NA
"Hen Harrier","Insufficient Data","Insufficient Data",NA,"Low"
"Pallid Harrier","Insufficient Data","Insufficient Data",NA,"Moderate"
"Pied Harrier","Insufficient Data","Decline",NA,"Moderate"
"Montagu's Harrier",NA,NA,NA,NA
"Crested Goshawk","Insufficient Data","Insufficient Data",NA,"Low"
"Shikra","Insufficient Data","Trend Inconclusive",NA,"Low"
"Nicobar Sparrowhawk",NA,NA,NA,NA
"Chinese Sparrowhawk",NA,NA,NA,NA
"Japanese Sparrowhawk",NA,NA,NA,NA
"Besra","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Sparrowhawk","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Goshawk",NA,NA,NA,NA
"Red Kite",NA,NA,NA,NA
"Black Kite","Insufficient Data","Stable",NA,"Low"
"Brahminy Kite","Rapid Decline","Trend Inconclusive",NA,"Moderate"
"White-tailed Eagle",NA,NA,NA,NA
"Pallas's Fish-Eagle","Insufficient Data","Insufficient Data",NA,"High"
"White-bellied Sea-Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"Lesser Fish-Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Gray-headed Fish-Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Rough-legged Hawk",NA,NA,NA,NA
"Common Buzzard","Insufficient Data","Insufficient Data",NA,"Low"
"Himalayan Buzzard",NA,NA,NA,NA
"Long-legged Buzzard","Insufficient Data","Insufficient Data",NA,"Low"
"Upland Buzzard",NA,NA,NA,NA
"Australasian Grass-Owl",NA,NA,NA,NA
"Eastern Barn Owl",NA,NA,NA,NA
"Andaman Masked-Owl",NA,NA,NA,NA
"Oriental Bay-Owl",NA,NA,NA,NA
"Sri Lanka Bay-Owl",NA,NA,NA,NA
"Andaman Scops-Owl",NA,NA,NA,NA
"Mountain Scops-Owl",NA,NA,NA,NA
"Indian Scops-Owl",NA,NA,NA,NA
"Collared Scops-Owl",NA,NA,NA,NA
"Nicobar Scops-Owl",NA,NA,NA,NA
"Eurasian Scops-Owl",NA,NA,NA,NA
"Pallid Scops-Owl",NA,NA,NA,NA
"Oriental Scops-Owl",NA,NA,NA,NA
"Eurasian Eagle-Owl",NA,NA,NA,NA
"Rock Eagle-Owl",NA,NA,NA,NA
"Spot-bellied Eagle-Owl",NA,NA,NA,NA
"Dusky Eagle-Owl",NA,NA,NA,NA
"Brown Fish-Owl","Insufficient Data","Insufficient Data",NA,"Low"
"Tawny Fish-Owl",NA,NA,NA,NA
"Buffy Fish-Owl",NA,NA,NA,NA
"Asian Barred Owlet","Insufficient Data","Insufficient Data",NA,"Low"
"Jungle Owlet","Insufficient Data","Insufficient Data",NA,"Moderate"
"Collared Owlet","Insufficient Data","Insufficient Data",NA,"Low"
"Spotted Owlet",NA,NA,NA,NA
"Little Owl",NA,NA,NA,NA
"Forest Owlet",NA,NA,NA,NA
"Mottled Wood-Owl",NA,NA,NA,NA
"Brown Wood-Owl",NA,NA,NA,NA
"Tawny Owl",NA,NA,NA,NA
"Himalayan Owl",NA,NA,NA,NA
"Long-eared Owl",NA,NA,NA,NA
"Short-eared Owl","Insufficient Data","Insufficient Data",NA,"Low"
"Boreal Owl",NA,NA,NA,NA
"Andaman Boobook",NA,NA,NA,NA
"Brown Boobook",NA,NA,NA,NA
"Hume's Boobook",NA,NA,NA,NA
"Malabar Trogon",NA,NA,NA,NA
"Red-headed Trogon","Insufficient Data","Trend Inconclusive",NA,"Low"
"Ward's Trogon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Eurasian Hoopoe","Insufficient Data","Trend Inconclusive",NA,"Low"
"Great Hornbill","Trend Inconclusive","Trend Inconclusive",NA,"Moderate"
"Brown Hornbill",NA,NA,NA,NA
"Indian Gray Hornbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"Malabar Gray Hornbill",NA,NA,NA,NA
"Malabar Pied-Hornbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"Oriental Pied-Hornbill","Insufficient Data","Insufficient Data",NA,"Low"
"Rufous-necked Hornbill","Insufficient Data","Trend Inconclusive",NA,"High"
"Wreathed Hornbill","Insufficient Data","Trend Inconclusive",NA,"High"
"Narcondam Hornbill",NA,NA,NA,NA
"Blyth's Kingfisher",NA,NA,NA,NA
"Common Kingfisher","Insufficient Data","Rapid Decline",NA,"Moderate"
"Blue-eared Kingfisher","Insufficient Data","Insufficient Data",NA,"Low"
"Black-backed Dwarf-Kingfisher",NA,NA,NA,NA
"Rufous-backed Dwarf-Kingfisher",NA,NA,NA,NA
"Brown-winged Kingfisher","Insufficient Data","Trend Inconclusive",NA,"High"
"Stork-billed Kingfisher","Insufficient Data","Stable",NA,"Low"
"Ruddy Kingfisher","Insufficient Data","Insufficient Data",NA,"Moderate"
"White-throated Kingfisher","Insufficient Data","Stable",NA,"Low"
"Black-capped Kingfisher","Insufficient Data","Insufficient Data",NA,"Moderate"
"Collared Kingfisher","Insufficient Data","Insufficient Data",NA,"Moderate"
"Crested Kingfisher","Insufficient Data","Insufficient Data",NA,"Low"
"Pied Kingfisher","Insufficient Data","Decline",NA,"Moderate"
"Blue-bearded Bee-eater","Insufficient Data","Insufficient Data",NA,"Low"
"Asian Green Bee-eater","Insufficient Data","Trend Inconclusive",NA,"Low"
"Blue-throated Bee-eater",NA,NA,NA,NA
"Blue-cheeked Bee-eater",NA,NA,NA,NA
"Blue-tailed Bee-eater","Insufficient Data","Trend Inconclusive",NA,"Low"
"European Bee-eater",NA,NA,NA,NA
"Chestnut-headed Bee-eater","Insufficient Data","Insufficient Data",NA,"Low"
"European Roller",NA,NA,NA,NA
"Indian Roller","Insufficient Data","Insufficient Data",NA,"Low"
"Indochinese Roller","Insufficient Data","Insufficient Data",NA,"Low"
"Dollarbird","Insufficient Data","Insufficient Data",NA,"Low"
"Malabar Barbet",NA,NA,NA,NA
"Coppersmith Barbet","Insufficient Data","Decline",NA,"Moderate"
"Blue-eared Barbet","Insufficient Data","Insufficient Data",NA,"Low"
"Great Barbet","Insufficient Data","Insufficient Data",NA,"Low"
"Lineated Barbet","Insufficient Data","Stable",NA,"Low"
"Brown-headed Barbet","Insufficient Data","Insufficient Data",NA,"Moderate"
"White-cheeked Barbet",NA,NA,NA,NA
"Golden-throated Barbet","Insufficient Data","Insufficient Data",NA,"Low"
"Blue-throated Barbet","Insufficient Data","Stable",NA,"Low"
"Yellow-rumped Honeyguide","Insufficient Data","Insufficient Data",NA,"Moderate"
"Eurasian Wryneck","Insufficient Data","Trend Inconclusive",NA,"Low"
"Speckled Piculet","Insufficient Data","Insufficient Data",NA,"Low"
"White-browed Piculet","Insufficient Data","Insufficient Data",NA,"Low"
"Heart-spotted Woodpecker",NA,NA,NA,NA
"Brown-capped Pygmy Woodpecker","Insufficient Data","Insufficient Data",NA,"Moderate"
"Gray-capped Pygmy Woodpecker","Insufficient Data","Insufficient Data",NA,"Low"
"Yellow-crowned Woodpecker","Insufficient Data","Trend Inconclusive",NA,"Low"
"Brown-fronted Woodpecker",NA,NA,NA,NA
"Rufous-bellied Woodpecker","Insufficient Data","Insufficient Data",NA,"Low"
"Fulvous-breasted Woodpecker","Insufficient Data","Rapid Decline",NA,"Moderate"
"Freckle-breasted Woodpecker",NA,NA,NA,NA
"Stripe-breasted Woodpecker",NA,NA,NA,NA
"Darjeeling Woodpecker","Trend Inconclusive","Trend Inconclusive",NA,"Moderate"
"Great Spotted Woodpecker",NA,NA,NA,NA
"Himalayan Woodpecker",NA,NA,NA,NA
"Sind Woodpecker",NA,NA,NA,NA
"Crimson-naped Woodpecker","Insufficient Data","Insufficient Data",NA,"Moderate"
"Bay Woodpecker","Insufficient Data","Insufficient Data",NA,"Low"
"Greater Flameback","Insufficient Data","Insufficient Data",NA,"Low"
"White-naped Woodpecker","Insufficient Data","Insufficient Data",NA,"Moderate"
"Rufous Woodpecker","Insufficient Data","Insufficient Data",NA,"Low"
"Pale-headed Woodpecker","Insufficient Data","Insufficient Data",NA,"Moderate"
"Himalayan Flameback","Insufficient Data","Insufficient Data",NA,"Moderate"
"Common Flameback",NA,NA,NA,NA
"Black-rumped Flameback","Insufficient Data","Stable",NA,"Low"
"Lesser Yellownape","Insufficient Data","Insufficient Data",NA,"Low"
"Streak-throated Woodpecker","Insufficient Data","Rapid Decline",NA,"Moderate"
"Scaly-bellied Woodpecker",NA,NA,NA,NA
"Gray-headed Woodpecker","Insufficient Data","Insufficient Data",NA,"Low"
"Greater Yellownape","Insufficient Data","Insufficient Data",NA,"Low"
"Great Slaty Woodpecker",NA,NA,NA,NA
"White-bellied Woodpecker",NA,NA,NA,NA
"Andaman Woodpecker",NA,NA,NA,NA
"Collared Falconet","Trend Inconclusive","Trend Inconclusive",NA,"Moderate"
"Pied Falconet",NA,NA,NA,NA
"Lesser Kestrel",NA,NA,NA,NA
"Eurasian Kestrel","Insufficient Data","Rapid Decline",NA,"Moderate"
"Red-necked Falcon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Red-footed Falcon",NA,NA,NA,NA
"Amur Falcon","Insufficient Data","Insufficient Data",NA,"Low"
"Merlin",NA,NA,NA,NA
"Eurasian Hobby","Insufficient Data","Insufficient Data",NA,"Low"
"Oriental Hobby","Insufficient Data","Insufficient Data",NA,"Moderate"
"Laggar Falcon",NA,NA,NA,NA
"Saker Falcon","Insufficient Data","Insufficient Data",NA,"High"
"Peregrine Falcon","Insufficient Data","Insufficient Data",NA,"Low"
"Alexandrine Parakeet","Insufficient Data","Stable",NA,"Low"
"Rose-ringed Parakeet","Insufficient Data","Stable",NA,"Low"
"Slaty-headed Parakeet","Insufficient Data","Insufficient Data",NA,"Moderate"
"Gray-headed Parakeet",NA,NA,NA,NA
"Plum-headed Parakeet","Insufficient Data","Insufficient Data",NA,"Moderate"
"Blossom-headed Parakeet","Insufficient Data","Insufficient Data",NA,"Moderate"
"Malabar Parakeet",NA,NA,NA,NA
"Derbyan Parakeet",NA,NA,NA,NA
"Red-breasted Parakeet","Insufficient Data","Insufficient Data",NA,"Moderate"
"Nicobar Parakeet",NA,NA,NA,NA
"Long-tailed Parakeet",NA,NA,NA,NA
"Vernal Hanging-Parrot","Insufficient Data","Insufficient Data",NA,"Low"
"Long-tailed Broadbill","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Gray-lored Broadbill","Insufficient Data","Insufficient Data",NA,"Low"
"Blue-naped Pitta","Insufficient Data","Insufficient Data",NA,"Moderate"
"Blue Pitta",NA,NA,NA,NA
"Indian Pitta","Insufficient Data","Insufficient Data",NA,"Moderate"
"Blue-winged Pitta",NA,NA,NA,NA
"Western Hooded Pitta","Insufficient Data","Insufficient Data",NA,"Moderate"
"Mangrove Pitta","Insufficient Data","Insufficient Data",NA,"High"
"White-bellied Minivet",NA,NA,NA,NA
"Small Minivet","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-chinned Minivet",NA,NA,NA,NA
"Short-billed Minivet","Insufficient Data","Insufficient Data",NA,"Low"
"Long-tailed Minivet","Insufficient Data","Insufficient Data",NA,"Low"
"Orange Minivet",NA,NA,NA,NA
"Scarlet Minivet","Insufficient Data","Insufficient Data",NA,"Low"
"Ashy Minivet",NA,NA,NA,NA
"Brown-rumped Minivet",NA,NA,NA,NA
"Rosy Minivet","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Cuckooshrike","Insufficient Data","Trend Inconclusive",NA,"Low"
"Andaman Cuckooshrike",NA,NA,NA,NA
"Pied Triller",NA,NA,NA,NA
"Black-winged Cuckooshrike","Insufficient Data","Insufficient Data",NA,"Low"
"Black-headed Cuckooshrike","Insufficient Data","Insufficient Data",NA,"Moderate"
"Black-headed Shrike-Babbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"White-browed Shrike-Babbler","Insufficient Data","Insufficient Data",NA,"Low"
"Green Shrike-Babbler","Insufficient Data","Insufficient Data",NA,"Low"
"Black-eared Shrike-Babbler","Insufficient Data","Insufficient Data",NA,"Low"
