"gridg0","group.id","month","timegroups"
"151015","S20377440",12,"2000-2006"
"151679","S20377439",12,"2000-2006"
"153629","S27139091",6,"2000-2006"
"154279","S81441874",1,"2000-2006"
"156881","S81429097",1,"2000-2006"
"155575","S80826891",1,"2000-2006"
"151679","S20377476",12,"2000-2006"
"154277","S57249870",1,"2000-2006"
"154278","S30425166",11,"2000-2006"
"154925","S20377541",4,"2000-2006"
"154925","S38104261",1,"2000-2006"
"156871","S20377548",1,"2000-2006"
"160120","S20377551",1,"2000-2006"
"162067","S20377552",1,"2000-2006"
"181602","S20377534",10,"2000-2006"
"158185","S30812119",1,"2000-2006"
"152976","S20377565",5,"2000-2006"
"154925","S104265931",4,"2000-2006"
"154925","S20377586",1,"2000-2006"
"153628","S98191659",12,"2007-2010"
"154280","S38127123",10,"2007-2010"
"154280","S38127725",12,"2007-2010"
"154280","S38124741",5,"2000-2006"
"154279","S21361796",12,"2007-2010"
"154280","S38127287",10,"2007-2010"
"154925","S20377581",8,"2007-2010"
"154280","S38124797",6,"2007-2010"
"154280","S38124666",4,"2000-2006"
"154280","S38127565",11,"2007-2010"
"154280","S38124918",8,"2007-2010"
"154280","S38124985",9,"2007-2010"
"154280","S38124655",4,"2000-2006"
"154280","S38127632",12,"2007-2010"
"154280","S38126983",10,"2007-2010"
"154280","S38124817",6,"2007-2010"
"154280","S38124868",7,"2007-2010"
"152979","S57249412",11,"2007-2010"
"153630","S37881416",10,"2007-2010"
"154280","S38124677",4,"2000-2006"
"154280","S38124843",6,"2007-2010"
"152979","S49454368",4,"2000-2006"
"154280","S38124966",9,"2007-2010"
"155579","S37881181",6,"2007-2010"
"154280","S38127421",11,"2007-2010"
"154925","S20377582",7,"2007-2010"
"154280","S38124890",7,"2007-2010"
"154280","S38124934",8,"2007-2010"
"154279","S21361301",12,"2007-2010"
"153629","S21361061",12,"2007-2010"
"154279","S21361417",12,"2007-2010"
"154279","S21361222",12,"2007-2010"
"153629","S49454334",4,"2000-2006"
"154279","S21361348",12,"2007-2010"
"154279","S21361441",12,"2007-2010"
"153628","S47546620",10,"2007-2010"
"153628","S98246189",2,"2007-2010"
"152316","S31409053",11,"2007-2010"
"151029","S57249477",9,"2007-2010"
"156881","S52452627",6,"2007-2010"
"154925","S20377609",3,"2007-2010"
"154277","S101617751",1,"2007-2010"
"153628","S52453730",7,"2007-2010"
"154925","S20377610",1,"2007-2010"
"153628","S33476924",6,"2007-2010"
"156881","S52453252",7,"2007-2010"
"151684","S6550254",11,"2007-2010"
"151029","S57249451",9,"2007-2010"
"154278","S33476910",5,"2007-2010"
"153628","S53012270",8,"2007-2010"
"156881","S19421909",12,"2007-2010"
"154925","S33477354",1,"2007-2010"
"156881","S53012382",9,"2007-2010"
"154279","S52483067",5,"2007-2010"
"156881","S52456155",3,"2007-2010"
"153626","S85572610",3,"2007-2010"
"152976","S240278341",6,"2007-2010"
"153628","S52456280",4,"2007-2010"
"154279","S33477634",12,"2007-2010"
"152332","S33477460",9,"2007-2010"
"154925","S20377642",1,"2007-2010"
"152332","S33555973",8,"2007-2010"
"154279","S53147833",3,"2007-2010"
"157520","S33479431",3,"2007-2010"
"152332","S33477658",1,"2007-2010"
"164023","S40566746",8,"2007-2010"
"154925","S50107386",12,"2007-2010"
"154277","S212679766",12,"2007-2010"
"152981","S32291864",12,"2007-2010"
"178971","S33557247",8,"2007-2010"
"154925","S31955833",5,"2007-2010"
"154278","S20546325",12,"2011-2012"
"154927","S24978116",12,"2011-2012"
"152978","S33884333",11,"2011-2012"
"178341","S33888142",12,"2011-2012"
"152978","S40566867",1,"2007-2010"
"154276","G1050034",6,"2011-2012"
"154278","G1050033",4,"2007-2010"
"153628","S24233243",10,"2011-2012"
"152978","S167344372",11,"2011-2012"
"153625","S40566808",1,"2007-2010"
"152316","G1050035",7,"2011-2012"
"152316","S20377637",3,"2007-2010"
"154281","S239561707",7,"2011-2012"
"154278","S20546200",7,"2011-2012"
"152978","S175952612",3,"2007-2010"
"154927","G309392",11,"2011-2012"
"153628","S24233234",3,"2007-2010"
"152978","S65285968",10,"2011-2012"
"153628","S24233242",8,"2011-2012"
"156881","S32292026",10,"2011-2012"
"153629","S243938830",6,"2011-2012"
"152316","S40719240",6,"2011-2012"
"164023","S40566772",2,"2007-2010"
"154277","S7930842",3,"2007-2010"
"162103","S42632041",3,"2007-2010"
"152978","S7919301",3,"2007-2010"
"154277","S7919159",3,"2007-2010"
"154925","S20377632",7,"2011-2012"
"154276","S31955784",2,"2011-2012"
"154279","S23704291",8,"2011-2012"
"152316","S13344773",10,"2011-2012"
"155576","G2209641",9,"2011-2012"
"155576","S129339962",9,"2011-2012"
"154925","S20377630",9,"2011-2012"
"155574","S40719070",2,"2011-2012"
"154925","S31955848",5,"2011-2012"
"155576","S20546496",4,"2011-2012"
"154278","G1050036",6,"2011-2012"
"152975","S201222492",6,"2011-2012"
"154927","S12136936",10,"2011-2012"
"150375","S20546399",1,"2011-2012"
"153634","S11341127",8,"2011-2012"
"154925","S20377634",6,"2011-2012"
"153634","S11341138",8,"2011-2012"
"153628","S24233292",2,"2011-2012"
"153629","S21012951",10,"2011-2012"
"153629","S21012927",10,"2011-2012"
"155576","S20546556",4,"2011-2012"
"154925","S51496157",12,"2011-2012"
"154927","S11841641",10,"2011-2012"
"158176","S40719148",2,"2011-2012"
"154277","S251301895",10,"2011-2012"
"154925","S20377633",7,"2011-2012"
"154925","S40718837",2,"2011-2012"
"155576","S129416106",9,"2011-2012"
"155576","S129416187",9,"2011-2012"
"162102","G1351971",10,"2011-2012"
"155575","S52917585",2,"2011-2012"
"152980","S204494999",7,"2011-2012"
"155576","S129339776",4,"2011-2012"
"158176","S40716102",1,"2011-2012"
"155576","S129715552",12,"2011-2012"
"157520","S52917500",1,"2011-2012"
"155576","S129640304",10,"2011-2012"
"152332","S32804799",4,"2011-2012"
"153628","S32873629",11,"2011-2012"
"153629","S21012941",10,"2011-2012"
"152332","S32804790",4,"2011-2012"
"153629","S129338846",1,"2011-2012"
"154279","S16009227",12,"2013"
"153630","S13688178",4,"2011-2012"
"152327","G1104478",9,"2013"
"152327","S169047091",3,"2011-2012"
"155576","S130068036",2,"2011-2012"
"152978","S149138940",4,"2011-2012"
"154927","S13314666",3,"2011-2012"
"155576","S32374657",4,"2011-2012"
"155576","S131472316",3,"2011-2012"
"154278","S16069777",12,"2013"
"154278","S16069776",12,"2013"
"152327","S12958471",2,"2011-2012"
"153625","S228558445",6,"2013"
"154276","S46782674",4,"2011-2012"
"154279","S31792691",7,"2013"
"153625","S149143189",5,"2011-2012"
"155576","S129776078",2,"2011-2012"
"154925","S20377645",2,"2011-2012"
"154279","S31955897",2,"2011-2012"
"154925","S130524084",3,"2011-2012"
"152327","S12978662",2,"2011-2012"
"154927","S12960035",2,"2011-2012"
"154277","S16070327",12,"2013"
"155576","S53311435",5,"2011-2012"
"153629","S149143449",6,"2013"
"154277","S20840859",3,"2011-2012"
"152978","G2480086",8,"2013"
"154279","S16009226",12,"2013"
"155576","S13006074",2,"2011-2012"
"155576","S23468915",1,"2011-2012"
"155576","S32374690",8,"2013"
"151044","S249738938",10,"2013"
"155576","S130525506",3,"2011-2012"
"155579","S25054642",10,"2013"
"160137","S14957926",8,"2013"
"152316","S27275923",12,"2013"
"152978","S148994596",4,"2011-2012"
"154927","S12978944",2,"2011-2012"
"154277","S71146127",3,"2011-2012"
"155576","S32374708",2,"2011-2012"
"154278","S17383350",4,"2011-2012"
"153625","S149142350",5,"2011-2012"
"154278","S13166865",2,"2011-2012"
"155576","S25055008",6,"2013"
"153627","S31792648",7,"2013"
"154276","S31955803",5,"2011-2012"
"155576","S148993418",4,"2011-2012"
"155576","S129822107",2,"2011-2012"
"153625","S203704642",3,"2011-2012"
"154278","S16069774",12,"2013"
"160137","S14957906",8,"2013"
"160771","S115224541",11,"2013"
"152327","S13101224",2,"2011-2012"
"154277","S20840747",3,"2011-2012"
"162103","S68778032",4,"2011-2012"
"154277","S16099571",12,"2013"
"152322","S32291869",8,"2013"
"154277","S16070359",12,"2013"
"152327","S12951358",2,"2011-2012"
"153625","S149140430",4,"2011-2012"
"153629","S16042101",12,"2013"
"155576","S129716666",2,"2011-2012"
