"COMMON.NAME","SCIENTIFIC.NAME","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km"
"Gray-headed Parrotbill","Psittiparus gularis","","","",NA,NA,NA,NA,NA,NA
"White-breasted Parrotbill","Psittiparus ruficeps","","","X",NA,NA,NA,NA,NA,NA
"Rufous-headed Parrotbill","Psittiparus bakeri","","","",NA,NA,NA,NA,NA,NA
"Fulvous Parrotbill","Suthora fulvifrons","","","",NA,NA,NA,NA,NA,NA
"Black-throated Parrotbill","Suthora nipalensis","","","",NA,NA,NA,NA,NA,NA
"Pale-billed Parrotbill","Chleuasicus atrosuperciliaris","","","",NA,NA,NA,NA,NA,NA
"Striated Yuhina","Staphida castaniceps","","","",1,NA,1,1,14,NA
"Black-chinned Yuhina","Yuhina nigrimenta","","","",1,NA,1,NA,10,NA
"Whiskered Yuhina","Yuhina flavicollis","","","",2,NA,0.5,0.5,18,1.96
"White-naped Yuhina","Yuhina bakeri","","","X",1,NA,NA,NA,11,NA
"Stripe-throated Yuhina","Yuhina gularis","","","",NA,NA,NA,NA,NA,NA
"Rufous-vented Yuhina","Yuhina occipitalis","","","X",NA,NA,NA,NA,NA,NA
"Chestnut-flanked White-eye","Zosterops erythropleurus","","","",NA,NA,NA,NA,NA,NA
"Indian White-eye","Zosterops palpebrosus","","","X",867,0.0288350634371396,0.310121107266436,0.424452133794694,8.50865051903114,0.343988774463329
"Chestnut-capped Babbler","Timalia pileata","","","",15,NA,0.266666666666667,0.333333333333333,9.73333333333333,2.09066666666667
"Tawny-bellied Babbler","Dumetia hyperythra","","","X",289,0.0380622837370242,0.275519031141868,0.366782006920415,11.0484429065744,0.678674325195604
"Dark-fronted Babbler","Dumetia atriceps","","","X",NA,NA,NA,NA,NA,NA
"Pin-striped Tit-Babbler","Mixornis gularis","","","",18,0.111111111111111,0.30952380952381,0.388888888888889,9.66666666666667,1.40839314178608
"Golden Babbler","Cyanoderma chrysaeum","","","",NA,NA,NA,NA,NA,NA
"Black-chinned Babbler","Cyanoderma pyrrhops","","","X",4,NA,0.3,0.25,11.25,5.39
"Rufous-capped Babbler","Cyanoderma ruficeps","","","",1,NA,NA,NA,14,NA
"Buff-chested Babbler","Cyanoderma ambiguum","","","",2,NA,0.5,NA,6.5,0.98
"Rufous-throated Wren-Babbler","Spelaeornis caudatus","","","X",NA,NA,NA,NA,NA,NA
"Mishmi Wren-Babbler","Spelaeornis badeigularis","","","X",NA,NA,NA,NA,NA,NA
"Bar-winged Wren-Babbler","Spelaeornis troglodytoides","","","X",NA,NA,NA,NA,NA,NA
"Naga Wren-Babbler","Spelaeornis chocolatinus","","","X",NA,NA,NA,NA,NA,NA
"Chin Hills Wren-Babbler","Spelaeornis oatesi","","","X",NA,NA,NA,NA,NA,NA
"Tawny-breasted Wren-Babbler","Spelaeornis longicaudatus","","","X",NA,NA,NA,NA,NA,NA
"Black-crowned Scimitar-Babbler","Pomatorhinus ferruginosus","","","X",NA,NA,NA,NA,NA,NA
"Brown-crowned Scimitar-Babbler","Pomatorhinus phayrei","","","",NA,NA,NA,NA,NA,NA
"Red-billed Scimitar-Babbler","Pomatorhinus ochraceiceps","","","",NA,NA,NA,NA,NA,NA
"Slender-billed Scimitar-Babbler","Pomatorhinus superciliaris","","","",1,NA,1,NA,17,NA
"Streak-breasted Scimitar-Babbler","Pomatorhinus ruficollis","","","",NA,NA,NA,NA,NA,NA
"White-browed Scimitar-Babbler","Pomatorhinus schisticeps","","","",4,NA,0.333333333333333,0.5,12.25,2.81483569680363
"Indian Scimitar-Babbler","Pomatorhinus horsfieldii","","","X",31,0.0967741935483871,0.19758064516129,0.225806451612903,11.6451612903226,2.46677896454822
"Large Scimitar-Babbler","Erythrogenys hypoleucos","","","",NA,NA,NA,NA,NA,NA
"Rusty-cheeked Scimitar-Babbler","Erythrogenys erythrogenys","","","",2,NA,0.666666666666667,0.5,6.5,6.86
"Spot-breasted Scimitar-Babbler","Erythrogenys mcclellandi","","","X",NA,NA,NA,NA,NA,NA
"Gray-throated Babbler","Stachyris nigriceps","","","",NA,NA,NA,NA,NA,NA
"Sikkim Wedge-billed Babbler","Stachyris humei","","","X",NA,NA,NA,NA,NA,NA
"Cachar Wedge-billed Babbler","Stachyris roberti","","","X",NA,NA,NA,NA,NA,NA
"Snowy-throated Babbler","Stachyris oglei","","","X",NA,NA,NA,NA,NA,NA
"Indian Grassbird","Graminicola bengalensis","","","X",5,NA,0.333333333333333,0.6,10.6,2.60023383563863
"White-hooded Babbler","Gampsorhynchus rufulus","","","",1,NA,1,NA,11,NA
"Yellow-throated Fulvetta","Schoeniparus cinereus","","","X",NA,NA,NA,NA,NA,NA
"Rufous-winged Fulvetta","Schoeniparus castaneceps","","","",NA,NA,NA,NA,NA,NA
"Rufous-throated Fulvetta","Schoeniparus rufogularis","","","X",NA,NA,NA,NA,NA,NA
"Rusty-capped Fulvetta","Schoeniparus dubius","","","",NA,NA,NA,NA,NA,NA
"Puff-throated Babbler","Pellorneum ruficeps","","","",81,0.0617283950617284,0.233024691358025,0.308641975308642,12.320987654321,1.28923118296668
"Marsh Babbler","Pellorneum palustre","","","X",1,NA,1,NA,11,NA
"Spot-throated Babbler","Pellorneum albiventre","","","",NA,NA,NA,NA,NA,NA
"Buff-breasted Babbler","Pellorneum tickelli","","","",NA,NA,NA,NA,NA,NA
"Rufous-vented Grass Babbler","Laticilla burnesii","","","X",14,0.0714285714285714,0.25,0.142857142857143,6.42857142857143,3.11407721854756
"Swamp Grass Babbler","Laticilla cinerascens","","","X",NA,NA,NA,NA,NA,NA
"Abbott's Babbler","Malacocincla abbotti","","","",13,NA,0.240384615384615,0.230769230769231,9.53846153846154,1.92980689062623
"Streaked Wren-Babbler","Gypsophila brevicaudata","","","",NA,NA,NA,NA,NA,NA
"Eyebrowed Wren-Babbler","Napothera epilepidota","","","",NA,NA,NA,NA,NA,NA
"Long-billed Wren-Babbler","Napothera malacoptila","","","X",NA,NA,NA,NA,NA,NA
"Brown-cheeked Fulvetta","Alcippe poioicephala","","","",15,NA,0.225,0.333333333333333,9.86666666666667,2.35717948215894
"Nepal Fulvetta","Alcippe nipalensis","","","",NA,NA,NA,NA,NA,NA
"Striated Laughingthrush","Grammatoptila striata","","","X",NA,NA,NA,NA,NA,NA
"Himalayan Cutia","Cutia nipalensis","","","",NA,NA,NA,NA,NA,NA
"Scaly Laughingthrush","Trochalopteron subunicolor","","","",NA,NA,NA,NA,NA,NA
"Brown-capped Laughingthrush","Trochalopteron austeni","","","X",NA,NA,NA,NA,NA,NA
"Blue-winged Laughingthrush","Trochalopteron squamatum","","","X",NA,NA,NA,NA,NA,NA
"Streaked Laughingthrush","Trochalopteron lineatum","","","X",1,NA,1,NA,10,NA
"Bhutan Laughingthrush","Trochalopteron imbricatum","","","X",NA,NA,NA,NA,NA,NA
"Striped Laughingthrush","Trochalopteron virgatum","","","X",NA,NA,NA,NA,NA,NA
"Variegated Laughingthrush","Trochalopteron variegatum","","","X",NA,NA,NA,NA,NA,NA
"Black-faced Laughingthrush","Trochalopteron affine","","","",NA,NA,NA,NA,NA,NA
"Elliot's Laughingthrush","Trochalopteron elliotii","","","",NA,NA,NA,NA,NA,NA
"Chestnut-crowned Laughingthrush","Trochalopteron erythrocephalum","","","X",NA,NA,NA,NA,NA,NA
"Assam Laughingthrush","Trochalopteron chrysopterum","","","X",NA,NA,NA,NA,NA,NA
"Banasura Laughingthrush","Montecincla jerdoni","","","X",NA,NA,NA,NA,NA,NA
"Nilgiri Laughingthrush","Montecincla cachinnans","","","X",NA,NA,NA,NA,NA,NA
"Palani Laughingthrush","Montecincla fairbanki","","","X",1,NA,1,NA,16,NA
"Ashambu Laughingthrush","Montecincla meridionalis","","","X",NA,NA,NA,NA,NA,NA
"Long-tailed Sibia","Heterophasia picaoides","","","",NA,NA,NA,NA,NA,NA
"Rufous Sibia","Heterophasia capistrata","","","X",1,NA,1,NA,14,NA
"Beautiful Sibia","Heterophasia pulchella","","","X",NA,NA,NA,NA,NA,NA
"Gray Sibia","Heterophasia gracilis","","","X",NA,NA,NA,NA,NA,NA
"Hoary-throated Barwing","Actinodura nipalensis","","","X",NA,NA,NA,NA,NA,NA
"Streak-throated Barwing","Actinodura waldeni","","","X",NA,NA,NA,NA,NA,NA
"Blue-winged Minla","Actinodura cyanouroptera","","","",1,NA,1,NA,14,NA
"Chestnut-tailed Minla","Actinodura strigula","","","",NA,NA,NA,NA,NA,NA
"Rusty-fronted Barwing","Actinodura egertoni","","","X",NA,NA,NA,NA,NA,NA
"Red-billed Leiothrix","Leiothrix lutea","","","",2,NA,0.5,NA,12,3.92
"Silver-eared Mesia","Leiothrix argentauris","","","",1,NA,1,NA,14,NA
"Red-tailed Minla","Minla ignotincta","","","",1,NA,1,NA,14,NA
"Rufous-backed Sibia","Leioptila annectens","","","",NA,NA,NA,NA,NA,NA
"Bugun Liocichla","Liocichla bugunorum","","","X",NA,NA,NA,NA,NA,NA
"Red-faced Liocichla","Liocichla phoenicea","","","",NA,NA,NA,NA,NA,NA
"Large Gray Babbler","Argya malcolmi","","","X",1178,0.0475382003395586,0.347304753820034,0.458404074702886,7.65789473684211,0.294003517921986
"Slender-billed Babbler","Argya longirostris","","","X",3,NA,0.444444444444444,0.333333333333333,14,3.394819582835
"Rufous Babbler","Argya subrufa","","","X",1,NA,1,1,16,NA
"Jungle Babbler","Argya striata","","","X",1382,0.0369030390738061,0.359804630969609,0.487698986975398,6.82344428364689,0.253249152045618
"Yellow-billed Babbler","Argya affinis","","","X",315,0.0603174603174603,0.44047619047619,0.504761904761905,9.58412698412698,0.657319662203091
"Common Babbler","Argya caudata","X","X","X",845,0.0485207100591716,0.314201183431953,0.381065088757396,8.28994082840237,0.34940123375348
"Striated Babbler","Argya earlei","","","X",144,0.0416666666666667,0.3046875,0.395833333333333,8.70138888888889,0.859968173687652
"Spot-breasted Laughingthrush","Garrulax merulinus","","","X",NA,NA,NA,NA,NA,NA
"Lesser Necklaced Laughingthrush","Garrulax monileger","","","",4,NA,0.25,0.25,12.5,1.6974097914175
"White-crested Laughingthrush","Garrulax leucolophus","","","",2,NA,0.5,NA,10,0
"Rufous-chinned Laughingthrush","Ianthocincla rufogularis","","","X",NA,NA,NA,NA,NA,NA
"Moustached Laughingthrush","Ianthocincla cineracea","","","X",NA,NA,NA,NA,NA,NA
"Spotted Laughingthrush","Ianthocincla ocellata","","","",NA,NA,NA,NA,NA,NA
"Wayanad Laughingthrush","Pterorhinus delesserti","","","X",NA,NA,NA,NA,NA,NA
"Rufous-vented Laughingthrush","Pterorhinus gularis","","","X",NA,NA,NA,NA,NA,NA
"Yellow-throated Laughingthrush","Pterorhinus galbanus","","","X",1,NA,1,1,17,NA
"Rufous-necked Laughingthrush","Pterorhinus ruficollis","","","",5,NA,0.428571428571429,0.4,12.4,2.67308361260923
"Chestnut-backed Laughingthrush","Pterorhinus nuchalis","","","X",NA,NA,NA,NA,NA,NA
"White-browed Laughingthrush","Pterorhinus sannio","","","",NA,NA,NA,NA,NA,NA
"Greater Necklaced Laughingthrush","Pterorhinus pectoralis","","","",2,NA,0.5,NA,14,0
"Mount Victoria Babax","Pterorhinus woodi","","","",NA,NA,NA,NA,NA,NA
"White-throated Laughingthrush","Pterorhinus albogularis","","","",1,NA,1,NA,10,NA
"Gray-sided Laughingthrush","Pterorhinus caerulatus","","","X",NA,NA,NA,NA,NA,NA
"Goldcrest","Regulus regulus","","","",NA,NA,NA,NA,NA,NA
"Wallcreeper","Tichodroma muraria","","","X",1,NA,1,NA,10,NA
"Indian Nuthatch","Sitta castanea","","","X",84,0.0476190476190476,0.202380952380952,0.261904761904762,9.09523809523809,1.23436513878595
"Chestnut-bellied Nuthatch","Sitta cinnamoventris","","","",13,0.153846153846154,0.166666666666667,0.153846153846154,10.6923076923077,1.73875559119652
"Chestnut-vented Nuthatch","Sitta nagaensis","","","",NA,NA,NA,NA,NA,NA
"Kashmir Nuthatch","Sitta cashmirensis","","","X",NA,NA,NA,NA,NA,NA
"White-tailed Nuthatch","Sitta himalayensis","","","X",NA,NA,NA,NA,NA,NA
"White-cheeked Nuthatch","Sitta leucopsis","","","X",NA,NA,NA,NA,NA,NA
"Yunnan Nuthatch","Sitta yunnanensis","","","",NA,NA,NA,NA,NA,NA
"Velvet-fronted Nuthatch","Sitta frontalis","","","X",21,0.0952380952380952,0.217687074829932,0.19047619047619,10.4761904761905,1.96288676302135
"Beautiful Nuthatch","Sitta formosa","","","",NA,NA,NA,NA,NA,NA
"Hodgson's Treecreeper","Certhia hodgsoni","","","",NA,NA,NA,NA,NA,NA
"Bar-tailed Treecreeper","Certhia himalayana","","","",6,NA,0.233333333333333,NA,9.33333333333333,4.43112225564184
"Rusty-flanked Treecreeper","Certhia nipalensis","","","X",NA,NA,NA,NA,NA,NA
"Sikkim Treecreeper","Certhia discolor","","","X",NA,NA,NA,NA,NA,NA
"Hume's Treecreeper","Certhia manipurensis","","","",NA,NA,NA,NA,NA,NA
"Indian Spotted Creeper","Salpornis spilonota","","","X",28,0.0357142857142857,0.209821428571429,0.392857142857143,7.5,1.84928014022674
"Eurasian Wren","Troglodytes troglodytes","","","",NA,NA,NA,NA,NA,NA
"Spotted Elachura","Elachura formosa","","","",NA,NA,NA,NA,NA,NA
"White-throated Dipper","Cinclus cinclus","","","",NA,NA,NA,NA,NA,NA
"Brown Dipper","Cinclus pallasii","","","",1,NA,1,1,12,NA
"Asian Glossy Starling","Aplonis panayensis","","","",NA,NA,NA,NA,NA,NA
"Golden-crested Myna","Ampeliceps coronatus","","","",1,NA,1,NA,14,NA
"Common Hill Myna","Gracula religiosa","","","",24,0.166666666666667,0.226190476190476,0.333333333333333,9.66666666666667,1.33303112517163
"Southern Hill Myna","Gracula indica","","","X",2,0.5,0.5,0.5,15.5,0.98
"European Starling","Sturnus vulgaris","","","X",151,0.0794701986754967,0.256622516556291,0.245033112582781,9.37086092715232,0.840507426813819
"Rosy Starling","Pastor roseus","","","X",885,0.0282485875706215,0.310875706214689,0.385310734463277,8.86327683615819,0.3561980904389
"Daurian Starling","Agropsar sturninus","","","",NA,NA,NA,NA,NA,NA
"Chestnut-cheeked Starling","Agropsar philippensis","","","",NA,NA,NA,NA,NA,NA
"Indian Pied Starling","Gracupica contra","","","X",1213,0.0478153338829349,0.373145094806265,0.482275350370981,6.50948062654575,0.261648281639303
"White-shouldered Starling","Sturnia sinensis","","","",NA,NA,NA,NA,NA,NA
"Brahminy Starling","Sturnia pagodarum","","","X",1406,0.0483641536273115,0.372866287339972,0.464438122332859,7.60881934566145,0.26633117799169
"Chestnut-tailed Starling","Sturnia malabarica","","","X",496,0.0443548387096774,0.307963709677419,0.391129032258065,9.82661290322581,0.502269440658553
"Malabar Starling","Sturnia blythii","","","X",9,NA,0.365079365079365,0.666666666666667,19.2222222222222,2.39555555555556
"White-headed Starling","Sturnia erythropygia","","","X",NA,NA,NA,NA,NA,NA
"Red-billed Starling","Spodiopsar sericeus","","","",NA,NA,NA,NA,NA,NA
"White-cheeked Starling","Spodiopsar cineraceus","","","",NA,NA,NA,NA,NA,NA
"Common Myna","Acridotheres tristis","","","X",1979,0.0672056594239515,0.436078827690753,0.569984840828701,6.46690247599798,0.216153690239299
"Bank Myna","Acridotheres ginginianus","","","X",791,0.0530973451327434,0.320638432364096,0.426042983565107,6.94690265486726,0.332576247035523
"Jungle Myna","Acridotheres fuscus","","","X",405,0.054320987654321,0.355246913580247,0.483950617283951,8.96049382716049,0.540166261518631
"Collared Myna","Acridotheres albocinctus","","","",NA,NA,NA,NA,NA,NA
"Great Myna","Acridotheres grandis","","","",28,0.0357142857142857,0.339285714285714,0.5,10.2857142857143,1.10827192812354
"Spot-winged Starling","Saroglossa spilopterus","","","",4,0.25,0.3125,0.25,11.5,1.6974097914175
"Grandala","Grandala coelicolor","","","",NA,NA,NA,NA,NA,NA
"Long-tailed Thrush","Zoothera dixoni","","","",NA,NA,NA,NA,NA,NA
"Alpine Thrush","Zoothera mollissima","","","",NA,NA,NA,NA,NA,NA
"Himalayan Thrush","Zoothera salimalii","","","X",NA,NA,NA,NA,NA,NA
"Dark-sided Thrush","Zoothera marginata","","","X",1,NA,1,NA,14,NA
"Long-billed Thrush","Zoothera monticola","","","X",NA,NA,NA,NA,NA,NA
"Scaly Thrush","Zoothera dauma","","","",21,NA,0.129251700680272,0.19047619047619,8.47619047619048,1.80256607214394
"Nilgiri Thrush","Zoothera neilgherriensis","","","X",NA,NA,NA,NA,NA,NA
"Purple Cochoa","Cochoa purpurea","","","X",NA,NA,NA,NA,NA,NA
"Green Cochoa","Cochoa viridis","","","",1,NA,1,NA,11,NA
"Siberian Thrush","Geokichla sibirica","","","",NA,NA,NA,NA,NA,NA
"Pied Thrush","Geokichla wardii","","","X",3,0.666666666666667,0.375,0.333333333333333,21,2.99394945403782
"Orange-headed Thrush","Geokichla citrina","","","X",236,0.0338983050847458,0.249470338983051,0.322033898305085,10.4703389830508,0.723206636804357
"Chinese Thrush","Turdus mupinensis","","","",NA,NA,NA,NA,NA,NA
"Mistle Thrush","Turdus viscivorus","","","",NA,NA,NA,NA,NA,NA
"Song Thrush","Turdus philomelos","","","",NA,NA,NA,NA,NA,NA
"Chinese Blackbird","Turdus mandarinus","","","",NA,NA,NA,NA,NA,NA
"Gray-winged Blackbird","Turdus boulboul","","","",5,NA,0.266666666666667,NA,12,1.38592929112563
"Indian Blackbird","Turdus simillimus","","","X",65,0.0461538461538462,0.248076923076923,0.261538461538462,12.1384615384615,1.37916766769719
"Japanese Thrush","Turdus cardis","","","",NA,NA,NA,NA,NA,NA
"Tickell's Thrush","Turdus unicolor","","","X",31,0.0967741935483871,0.193548387096774,0.225806451612903,12.1612903225806,2.43907428576664
"Black-breasted Thrush","Turdus dissimilis","","","",4,NA,0.3125,0.5,11.25,3.69941887328267
"Gray-sided Thrush","Turdus feae","","","",NA,NA,NA,NA,NA,NA
"Eyebrowed Thrush","Turdus obscurus","","","",NA,NA,NA,NA,NA,NA
"White-backed Thrush","Turdus kessleri","","","",NA,NA,NA,NA,NA,NA
"Tibetan Blackbird","Turdus maximus","","","X",NA,NA,NA,NA,NA,NA
"Fieldfare","Turdus pilaris","","","",NA,NA,NA,NA,NA,NA
"White-collared Blackbird","Turdus albocinctus","","","X",NA,NA,NA,NA,NA,NA
"Chestnut Thrush","Turdus rubrocanus","","","",NA,NA,NA,NA,NA,NA
"Black-throated Thrush","Turdus atrogularis","","","",33,0.0909090909090909,0.173160173160173,0.181818181818182,12.7272727272727,1.79181287762694
"Red-throated Thrush","Turdus ruficollis","","","",3,0.333333333333333,0.5,0.333333333333333,10,1.96
"Dusky Thrush","Turdus eunomus","","","",NA,NA,NA,NA,NA,NA
"Naumann's Thrush","Turdus naumanni","","","",NA,NA,NA,NA,NA,NA
"Dark-sided Flycatcher","Muscicapa sibirica","","","",5,NA,0.2,NA,15,4.84084290180956
"Ferruginous Flycatcher","Muscicapa ferruginea","","","",NA,NA,NA,NA,NA,NA
"Asian Brown Flycatcher","Muscicapa dauurica","","","X",171,0.0350877192982456,0.278508771929825,0.362573099415205,12.7251461988304,0.851150412681091
"Brown-breasted Flycatcher","Muscicapa muttui","","","",35,NA,0.282142857142857,0.285714285714286,13.8285714285714,2.14479440945363
"Spotted Flycatcher","Muscicapa striata","","","",32,NA,0.24609375,0.4375,11.9375,1.93801938928015
"Rufous-tailed Scrub-Robin","Cercotrichas galactotes","","","",7,NA,0.238095238095238,0.142857142857143,9.71428571428571,3.81869087515604
"Indian Robin","Copsychus fulicatus","","","X",1591,0.0490257699560025,0.405012570710245,0.519798868636078,7.08610936517913,0.246473256107962
