"COMMON.NAME","SCIENTIFIC.NAME","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km"
"Fulvous Whistling-Duck","Dendrocygna bicolor","","","",24,0.0833333333333333,0.265625,0.416666666666667,5.04166666666667,1.39333710387119
"Lesser Whistling-Duck","Dendrocygna javanica","X","X","X",334,0.107784431137725,0.339446107784431,0.467065868263473,5.5688622754491,0.475204336285354
"Bar-headed Goose","Anser indicus","X","X","X",151,0.145695364238411,0.348509933774834,0.437086092715232,5.85430463576159,0.735419680970698
"Graylag Goose","Anser anser","X","X","X",90,0.2,0.354166666666667,0.422222222222222,4.91111111111111,0.728077676532945
"Greater White-fronted Goose","Anser albifrons","","","",10,NA,0.257142857142857,0.3,5.3,1.75429428672741
"Lesser White-fronted Goose","Anser erythropus","","","",6,NA,0.166666666666667,NA,5.66666666666667,2.18647153600905
"Taiga Bean-Goose","Anser fabalis","","","",1,NA,NA,NA,5,NA
"Tundra Bean-Goose","Anser serrirostris","","","",1,NA,NA,NA,3,NA
"Red-breasted Goose","Branta ruficollis","","","",3,NA,0.444444444444444,NA,6,4.08006535895362
"Mute Swan","Cygnus olor","","","",NA,NA,NA,NA,NA,NA
"Tundra Swan","Cygnus columbianus","","","",NA,NA,NA,NA,NA,NA
"Whooper Swan","Cygnus cygnus","","","",NA,NA,NA,NA,NA,NA
"Knob-billed Duck","Sarkidiornis melanotos","X","X","X",164,0.0792682926829268,0.279725609756098,0.390243902439024,5.65243902439024,0.732257739754217
"Ruddy Shelduck","Tadorna ferruginea","X","X","X",262,0.125954198473282,0.343034351145038,0.427480916030534,5.24427480916031,0.488650511283648
"Common Shelduck","Tadorna tadorna","","","",34,0.264705882352941,0.25,0.235294117647059,5.5,1.21970423930252
"Cotton Pygmy-Goose","Nettapus coromandelianus","X","X","X",189,0.121693121693122,0.272486772486772,0.375661375661376,5.85714285714286,0.671220851172004
"Mandarin Duck","Aix galericulata","","","",NA,NA,NA,NA,NA,NA
"Baikal Teal","Sibirionetta formosa","","","",3,0.333333333333333,NA,NA,2.66666666666667,1.72855752322887
"Garganey","Spatula querquedula","X","X","X",189,0.132275132275132,0.273148148148148,0.275132275132275,5.62962962962963,0.640301693914731
"Northern Shoveler","Spatula clypeata","X","X","X",206,0.135922330097087,0.317354368932039,0.378640776699029,5.42718446601942,0.605207648919703
"Gadwall","Mareca strepera","X","X","X",184,0.119565217391304,0.304347826086957,0.375,5.05978260869565,0.584678782953517
"Falcated Duck","Mareca falcata","","","",11,0.545454545454545,0.193181818181818,0.363636363636364,6,2.53494557947682
"Eurasian Wigeon","Mareca penelope","X","X","X",162,0.141975308641975,0.281635802469136,0.277777777777778,5.45679012345679,0.6417554270622
"Indian Spot-billed Duck","Anas poecilorhyncha","X","X","X",327,0.100917431192661,0.350152905198777,0.464831804281346,5.32721712538226,0.475494205417157
"Eastern Spot-billed Duck","Anas zonorhyncha","","","",6,0.166666666666667,0.416666666666667,0.833333333333333,6.66666666666667,2.61333333333333
"Mallard","Anas platyrhynchos","X","X","X",82,0.195121951219512,0.333841463414634,0.378048780487805,5.82926829268293,0.795312528077946
"Northern Pintail","Anas acuta","X","X","X",238,0.168067226890756,0.315126050420168,0.365546218487395,5.45798319327731,0.5434907136656
"Green-winged Teal","Anas crecca","X","X","X",212,0.179245283018868,0.310731132075472,0.377358490566038,5.56603773584906,0.594116770444835
"Andaman Teal","Anas albogularis","","","X",2,0.5,0.5,NA,6,9.8
"Marbled Teal","Marmaronetta angustirostris","","","X",2,1,NA,NA,4,5.88
"Pink-headed Duck","Rhodonessa caryophyllacea","","","X",NA,NA,NA,NA,NA,NA
"White-winged Duck","Asarcornis scutulata","X","X","X",7,0.285714285714286,0.285714285714286,0.142857142857143,6.42857142857143,1.64859536171453
"Red-crested Pochard","Netta rufina","","X","X",129,0.155038759689922,0.25484496124031,0.286821705426357,5.52713178294574,0.755318625208862
"Common Pochard","Aythya ferina","X","X","X",150,0.133333333333333,0.284166666666667,0.38,5.19333333333333,0.67533323713425
"Ferruginous Duck","Aythya nyroca","","X","X",75,0.226666666666667,0.296666666666667,0.333333333333333,4.96,0.932731164304519
"Baer's Pochard","Aythya baeri","","","X",1,NA,1,NA,9,NA
"Tufted Duck","Aythya fuligula","X","X","X",92,0.173913043478261,0.27445652173913,0.391304347826087,5.19565217391304,0.815262473669837
"Greater Scaup","Aythya marila","","","",3,NA,NA,NA,3.33333333333333,1.72855752322887
"Long-tailed Duck","Clangula hyemalis","","","",NA,NA,NA,NA,NA,NA
"Common Goldeneye","Bucephala clangula","","","",3,0.333333333333333,NA,NA,5.66666666666667,4.71125366660628
"Smew","Mergellus albellus","","","",NA,NA,NA,NA,NA,NA
"Common Merganser","Mergus merganser","","X","X",56,0.285714285714286,0.321428571428571,0.482142857142857,6.08928571428571,0.899401568721215
"Red-breasted Merganser","Mergus serrator","","","",NA,NA,NA,NA,NA,NA
"White-headed Duck","Oxyura leucocephala","","","",NA,NA,NA,NA,NA,NA
"Nicobar Scrubfowl","Megapodius nicobariensis","","","X",NA,NA,NA,NA,NA,NA
"Hill Partridge","Arborophila torqueola","","","X",41,NA,0.356707317073171,0.390243902439024,4.92682926829268,0.90128361104107
"Chestnut-breasted Partridge","Arborophila mandellii","","","X",5,0.2,0.3,0.2,5,2.23474383319431
"Rufous-throated Partridge","Arborophila rufogularis","","","",16,0.0625,0.205357142857143,0.1875,5.6875,1.49396438489454
"White-cheeked Partridge","Arborophila atrogularis","","","X",18,0.0555555555555556,0.222222222222222,0.277777777777778,5.38888888888889,1.6092428202765
"Snow Partridge","Lerwa lerwa","","","",8,0.125,0.3125,0.25,6.25,1.98607653427555
"Blood Pheasant","Ithaginis cruentus","","","X",6,0.166666666666667,0.285714285714286,0.166666666666667,7.33333333333333,1.57343502496219
"Western Tragopan","Tragopan melanocephalus","","","X",1,1,1,1,9,NA
"Satyr Tragopan","Tragopan satyra","","","X",6,NA,0.357142857142857,0.333333333333333,7,2.02427929561774
"Blyth's Tragopan","Tragopan blythii","","","X",3,NA,0.6,NA,4.66666666666667,0.653333333333333
"Temminck's Tragopan","Tragopan temminckii","","","",NA,NA,NA,NA,NA,NA
"Himalayan Monal","Lophophorus impejanus","","","X",43,0.162790697674419,0.229651162790698,0.186046511627907,4.16279069767442,0.850251725735125
"Sclater's Monal","Lophophorus sclateri","","","X",1,NA,1,NA,5,NA
"Koklass Pheasant","Pucrasia macrolopha","","","",29,0.206896551724138,0.275862068965517,0.275862068965517,4.3448275862069,1.00749769490152
"Tibetan Partridge","Perdix hodgsoniae","","","",26,0.0384615384615385,0.240384615384615,0.346153846153846,6.03846153846154,1.23234825631883
"Hume's Pheasant","Syrmaticus humiae","","","",NA,NA,NA,NA,NA,NA
"Cheer Pheasant","Catreus wallichii","","X","X",14,0.142857142857143,0.205357142857143,0.214285714285714,4.14285714285714,1.69251746951557
"Kalij Pheasant","Lophura leucomelanos","","X","X",106,0.132075471698113,0.372641509433962,0.405660377358491,4.54716981132075,0.605514784906788
"Indian Peafowl","Pavo cristatus","X","X","X",484,0.111570247933884,0.449638429752066,0.580578512396694,4.96694214876033,0.366490811073272
"Green Peafowl","Pavo muticus","","","",NA,NA,NA,NA,NA,NA
"Red Spurfowl","Galloperdix spadicea","X","X","X",161,0.124223602484472,0.375776397515528,0.416149068322981,6.92546583850932,0.757443416566919
"Painted Spurfowl","Galloperdix lunulata","","X","X",84,0.0714285714285714,0.28422619047619,0.30952380952381,7.39285714285714,1.11444278943501
"Gray Peacock-Pheasant","Polyplectron bicalcaratum","","","",23,0.0434782608695652,0.233695652173913,0.173913043478261,4.56521739130435,1.3318819275675
"Mountain Bamboo-Partridge","Bambusicola fytchii","","","",5,NA,0.32,NA,3,2.97248717406821
"Red Junglefowl","Gallus gallus","X","X","X",176,0.142045454545455,0.393465909090909,0.4375,4.84659090909091,0.511161343825497
"Gray Junglefowl","Gallus sonneratii","X","X","X",174,0.241379310344828,0.487787356321839,0.586206896551724,6.17241379310345,0.723073156892857
"Gray Francolin","Ortygornis pondicerianus","X","X","X",418,0.117224880382775,0.364533492822966,0.504784688995215,4.83014354066986,0.398377227573178
"Swamp Francolin","Ortygornis gularis","","","X",19,0.421052631578947,0.381578947368421,0.526315789473684,6.31578947368421,1.63541326478347
"Chinese Francolin","Francolinus pintadeanus","","","",NA,NA,NA,NA,NA,NA
"Black Francolin","Francolinus francolinus","","X","X",91,0.164835164835165,0.337912087912088,0.417582417582418,4.93406593406593,0.742582518542001
