"timegroups","COMMON.NAME","timegroupsf","lci","mean","rci","lci_std","mean_std","rci_std","lci_std_recent","mean_std_recent","rci_std_recent","lci_ext_std","mean_ext_std","rci_ext_std","lci_std_comb","mean_std_comb","rci_std_comb"
1988,"Indian Peafowl","before 2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"Indian Peafowl","2000-2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Indian Peafowl","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Indian Peafowl","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Indian Peafowl","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Indian Peafowl","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Indian Peafowl","2016",4.67483750608313e-09,0.012984180215584,0.0298779787423624,NA,NA,NA,100,100,100,NA,NA,NA,100,100,100
2017,"Indian Peafowl","2017",0.0191477807649104,0.0323168183308345,0.0487533400967099,NA,NA,NA,94.2523812216564,265.345746938621,565878124.344661,NA,NA,NA,94.2523812216564,265.345746938621,565878124.344661
2018,"Indian Peafowl","2018",0.019287404717997,0.0307960014950363,0.0449746069964645,NA,NA,NA,89.2331731936377,252.597554014337,603632054.89737,NA,NA,NA,89.2331731936377,252.597554014337,603632054.89737
2019,"Indian Peafowl","2019",0.0766132133785403,0.0971153819305968,0.119677325500037,NA,NA,NA,321.037231760454,779.239726707963,2007121967.13289,NA,NA,NA,321.037231760454,779.239726707963,2007121967.13289
2020,"Indian Peafowl","2020",0.0710441828287561,0.0807848180513431,0.0916160639748387,NA,NA,NA,269.518045812101,628.137017790467,1670298889.41634,NA,NA,NA,269.518045812101,628.137017790467,1670298889.41634
2021,"Indian Peafowl","2021",0.0693154613941701,0.0811417486436935,0.0929602806970493,NA,NA,NA,272.908349842786,641.921266119754,1695821774.73319,NA,NA,NA,272.908349842786,641.921266119754,1695821774.73319
2022,"Indian Peafowl","2022",0.0522545532651349,0.0759422133189821,0.103691856716147,NA,NA,NA,235.436275251182,607.795304452752,1400541380.58178,NA,NA,NA,235.436275251182,607.795304452752,1400541380.58178
2023,"Indian Peafowl","2023",0.10844942183857,0.139716278840204,0.175118604287284,NA,NA,NA,450.582060148668,1125.17829422201,2667093280.77049,NA,NA,NA,450.582060148668,1125.17829422201,2667093280.77049
2024,"Indian Peafowl","2024",0.090740382552869,0.11021404552795,0.132358397221913,NA,NA,NA,365.888795733469,870.853193008261,2244650802.21482,NA,NA,NA,365.888795733469,870.853193008261,2244650802.21482
2025,"Indian Peafowl","2025",0.119557401312018,0.138478972461601,0.159210163632143,NA,NA,NA,457.934091988546,1070.39161494772,2831445930.62622,NA,NA,NA,457.934091988546,1070.39161494772,2831445930.62622
2026,"Indian Peafowl","2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,982.216805077047,1711.53825594795,3023.57727577277,982.216805077047,1711.53825594795,3023.57727577277
2027,"Indian Peafowl","2027",NA,NA,NA,NA,NA,NA,NA,NA,NA,1134.93548244631,2146.6942405152,4128.38791060127,1134.93548244631,2146.6942405152,4128.38791060127
2028,"Indian Peafowl","2028",NA,NA,NA,NA,NA,NA,NA,NA,NA,1316.28527516329,2697.23774153254,5619.94404549037,1316.28527516329,2697.23774153254,5619.94404549037
2029,"Indian Peafowl","2029",NA,NA,NA,NA,NA,NA,NA,NA,NA,1520.3543324647,3387.53400905062,7695.37309529392,1520.3543324647,3387.53400905062,7695.37309529392
2030,"Indian Peafowl","2030",NA,NA,NA,NA,NA,NA,NA,NA,NA,1738.30367466526,4266.54939719669,10591.4162430687,1738.30367466526,4266.54939719669,10591.4162430687
2031,"Indian Peafowl","2031",NA,NA,NA,NA,NA,NA,NA,NA,NA,1997.76743499808,5376.94586164714,14539.9806645272,1997.76743499808,5376.94586164714,14539.9806645272
2032,"Indian Peafowl","2032",NA,NA,NA,NA,NA,NA,NA,NA,NA,2309.05607104061,6793.7397631259,19921.452156319,2309.05607104061,6793.7397631259,19921.452156319
2033,"Indian Peafowl","2033",NA,NA,NA,NA,NA,NA,NA,NA,NA,2655.63186177192,8548.61683801762,27316.8996466886,2655.63186177192,8548.61683801762,27316.8996466886
NA,"Indian Peafowl","2007-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,"Greater Coucal","before 2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"Greater Coucal","2000-2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Greater Coucal","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Greater Coucal","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Greater Coucal","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
